timestamp,WiFi-val,CO2-val,truth-val,Elec-val_OLD,Elec-val_NEW,"Watts, W, 215 Sage RX3000_B HVAC T4 12 24","Watts, W, 215 Sage RX3000_B HVAC T4 16","Watts, W, 215 Sage RX3000_B Lighting T2 37","Watts, W, 215 Sage RX3000_B Panel T1 tot T4 38","Watts, W, 215 Sage RX3000_B Panel T2A and T2B tot T2 32 38","Watts, W, 215 Sage RX3000_B Panel T3 tot T3 L1","Watts, W, 215 Sage RX3000_B Plugs T2 10 22","Watts, W, 215 Sage RX3000_B Plugs T2 11 17 23 29 35","Watts, W, 215 Sage RX3000_B Plugs T2 2 14 26","Watts, W, 215 Sage RX3000_B Plugs T2 6 18 39","Watts, W, 215 Sage RX3000_B Plugs T2 7 13 19 25 31","Watts, W, 215 Sage RX3000_B Solar T2 1","Watts, w, 215 Sage RX3000_B Solar T3 1","Voltage RMS, mV, 215 Sage RX3000_B spare","Watts, W, 215 Sage RX3000_B Plugs T2 9 15 21 27 33","Watts, W, 215 Sage U30_A HVAC T4 4","Watts, W, 215 Sage U30_A HVAC T4 8","Watts, W, 215 Sage U30_A T4A L1 tot","Watts, W, 215 Sage U30_A HVAC T4 1 7 3ph","Watts, W, 215 Sage U30_A HVAC T4 2","Watts, W, 215 Sage U30_A Lighting T1 8 14","Watts, W, 215 Sage U30_A Plugs T4 17 23","Watts, W, 215 Sage U30_A Lighting T1 4 10","Watts, W, 215 Sage U30_A Lighting T1 6 12","Watts, W, 215 Sage U30_A Plugs T4 13 19","Watts, W, 215 Sage U30_A Kitchen T1 15","Watts, W, 215 Sage U30_A Plugs T4 15 21","Watts, W, 215 Sage U30_A Kitchen T1 17","Watts, W, 215 Sage U30_A Kitchen T1 13 19","Watts, W, 215 Sage U30_A Solar T1 1"
7/2/2019 0:00,3,89,1,9098.97,"4,958.57",798.9,632,0,"3,130.20",0,"1,010.20",0,0,0,0,265.5,0,0,0,55.4,0,440.7,0,"1,845.50",0,198.5,223.8,98,145,0,20.97,91.8,0,142.5,0
7/2/2019 0:05,3,94,1,9213.88,"5,190.88","1,076.50",629,0,"3,014.50",0,"1,008.50",0,0,0,0,255.1,0,0,0,55.1,0,445.1,0,"1,813.40",0,197.6,194,101.6,145.3,0,20.88,91.8,0,165.5,0
7/2/2019 0:10,3,88,1,9545.79,"5,473.89","1,237.60",633.4,0,"3,027.10",0,"1,044.80",0,0,0,0,252.5,0,0,0,59.6,0,444.1,0,"1,913.90",0,205,202.7,102.2,146.1,0,20.59,93.2,0,163,0
7/2/2019 0:15,3,90,1,8566.97,"4,795.67",808.6,630,0,"3,104.00",0,667.3,0,0,0,0,259.6,0,0,0,57.1,0,450.9,0,"1,828.60",0,199,201.9,100.8,145.3,0,20.67,93.2,0,0,0
7/2/2019 0:20,3,81,1,8683.49,"4,708.69",802.8,634.4,0,"3,248.40",0,726.4,0,0,0,0,262.7,0,0,0,56.2,0,444.6,0,"1,741.60",0,198.8,207.8,102.2,145.8,0,19.49,92.3,0,0,0
7/2/2019 0:25,3,82,1,8325.03,"4,862.13",797.9,634.4,0,"2,777.10",0,685.8,0,0,0,0,255.1,0,0,0,57,0,449.5,0,"1,770.30",0,198.2,196,101.9,145.3,0,19.23,92.9,0,144.4,0
7/2/2019 0:30,3,76,1,8433.9,"4,997.20",810.1,628.5,0,"2,794.80",0,641.9,0,0,0,0,257.3,0,0,0,57.6,0,447,0,"1,892.80",0,199,202.4,102.2,146.1,0,0,92.6,0,161.6,0
7/2/2019 0:35,3,79,1,8437.2,"4,829.00",807.2,630,0,"2,938.40",0,669.8,0,0,0,0,272.8,0,0,0,68.7,0,447,0,"1,715.40",0,198.5,200.5,106.1,145.8,0,0,92.9,0,144.1,0
7/2/2019 0:40,3,72,1,8582.8,"4,978.80",807.6,638.3,0,"2,964.60",0,639.4,0,0,0,0,258.2,0,0,0,55.6,0,450.9,0,"1,887.70",0,198.2,202.1,99.1,145.8,0,0,92.3,0,143,0
7/2/2019 0:45,3,72,1,12062.2,"4,949.60",858.9,630.5,0,"3,028.00",0,"4,084.60",0,0,0,0,257.9,0,0,0,55.4,0,443.1,0,"1,970.50",0,198.5,198.2,98.5,145.8,0,0,92.3,0,0,0
7/2/2019 0:50,3,72,1,9012.5,"5,373.90","1,240.50",631.5,0,"2,954.50",0,684.1,0,0,0,0,257.9,0,0,0,55.4,0,449.5,0,"1,860.70",0,198.8,195.4,103,145.6,0,0,92.9,0,142.7,0
7/2/2019 0:55,3,66,1,8578.7,"4,947.70",806.7,636.4,0,"2,960.40",0,670.6,0,0,0,0,254.8,0,0,0,55.6,0,465.6,0,"1,843.80",0,198.5,206.1,98.5,145.8,0,0,92.3,0,143.6,0
7/2/2019 1:00,3,65,1,12267.2,"8,859.20",805.7,630.5,0,"2,786.40",0,621.6,0,0,0,0,256.8,0,0,0,68.6,0,461.2,0,"5,740.00",0,205.5,204.4,99.4,146.1,0,0,92.3,0,148.7,0
7/2/2019 1:05,3,65,1,7337.4,"3,823.80",820.8,650.5,0,"2,919.00",0,594.6,0,0,0,0,259.3,0,0,0,55.7,0,463.6,0,694.3,0,203.3,195.7,99.1,146.1,0,0,92.9,0,142.5,0
7/2/2019 1:10,3,67,1,16135,"12,595.20",822.3,653.9,0,"2,887.80",0,652,0,0,0,0,252,0,0,0,54.2,0,514.8,0,"9,552.70",0,204.4,201.6,99.1,147,0,0,93.2,0,0,0
7/2/2019 1:15,3,62,1,16170.58,"12,558.98",818.9,642.7,0,"2,876.80",0,734.8,0,0,0,0,265.2,0,0,0,56.2,0,616.3,0,"9,255.40",0,201.9,196.5,98.5,146.1,0,20.88,92.6,0,147.8,0
7/2/2019 1:20,3,63,1,16538.66,"13,013.26",822.8,639.3,0,"2,816.80",0,708.6,0,0,0,0,273.7,0,0,0,68.2,0,519.7,0,"9,929.40",0,202.7,199.3,98.5,145.8,0,21.26,92.6,0,0,0
7/2/2019 1:25,3,59,1,17020.8,"13,264.70",856.4,643.2,0,"3,058.40",0,697.7,0,0,0,0,259.9,0,0,0,55.4,0,513.9,0,"10,032.40",0,202.4,196,98.3,146.1,0,20.8,92.9,0,147,0
7/2/2019 1:30,3,64,1,17581.1,"13,890.10","1,221.50",645.1,0,"3,104.00",0,587,0,0,0,0,260.1,0,0,0,55.1,0,509.5,0,"10,410.80",0,231.4,195.1,102.8,146.1,0,19.7,92.9,0,0,0
7/2/2019 1:35,3,59,1,16604.39,"13,141.39",805.2,639.3,0,"2,817.70",0,645.3,0,0,0,0,265.5,0,0,0,56.7,0,512.9,0,"9,915.80",0,202.4,206.7,98.5,145.8,0,19.19,92.9,0,180.5,0
7/2/2019 1:40,3,58,1,20140.12,"13,038.62",809.1,642.2,0,"3,054.10",0,"4,047.40",0,0,0,0,269.2,0,0,0,55.1,0,515.3,0,"9,787.50",0,204.7,197.6,98.8,145.6,0,75.42,92.3,0,145.8,0
7/2/2019 1:45,3,53,1,16621.6,"12,931.40",807.6,635.9,0,"3,067.70",0,622.5,0,0,0,0,259.6,0,0,0,69,0,516.3,0,"9,757.90",0,201.9,199.3,99.1,145.8,0,0,92.6,0,146.4,0
7/2/2019 1:50,3,53,1,17326.1,"13,500.80",809.6,635.4,0,"3,194.40",0,630.9,0,0,0,0,275.3,0,0,0,56,0,514.8,0,"10,320.40",0,201.6,202.1,98.8,146.1,0,0,92.3,0,148.4,0
7/2/2019 1:55,3,54,1,17049.3,"12,968.10",807.2,637.3,0,"3,027.10",0,"1,054.10",0,0,0,0,353.6,0,0,0,56,0,516.3,0,"9,706.40",0,201.6,195.4,107.5,145.8,0,0,92.3,0,148.7,0
7/2/2019 2:00,3,48,1,20987.8,"13,263.70",823.7,634.4,0,"3,084.60",0,"4,639.50",0,0,0,0,352.2,0,0,0,56.7,0,520.7,0,"9,974.10",0,201.6,208.3,106.4,145.8,0,0,92.3,0,147.5,0
7/2/2019 2:05,3,46,1,17379.4,"13,259.30","1,150.20",633.9,0,"2,859.90",0,"1,260.20",0,0,0,0,356.1,0,0,0,59,0,516.3,0,"9,660.80",0,201.9,194.8,99.7,145.6,0,0,92.6,0,148.4,0
7/2/2019 2:10,3,50,1,17642.1,"13,511.90","1,216.60",635.9,0,"3,081.20",0,"1,049.00",0,0,0,0,338.4,0,0,0,61,0,511.4,0,"9,867.70",0,201.6,194.3,98.5,146.1,0,0,92.9,0,147.5,0
7/2/2019 2:15,3,41,1,17277.5,"12,991.80",804.2,633.4,0,"3,131.90",0,"1,153.80",0,0,0,0,337.8,0,0,0,58.2,0,514.4,0,"9,754.50",0,201,194.8,107.3,145.8,0,0,92.3,0,148.1,0
7/2/2019 2:20,3,42,1,16942.2,"12,850.90",803.7,634.9,0,"3,045.70",0,"1,045.60",0,0,0,0,332.2,0,0,0,59.3,0,520.2,0,"9,757.90",0,201.6,196,106.7,145.8,0,0,92.6,0,0,0
7/2/2019 2:25,3,39,1,16885.38,"13,043.98",797.4,629,0,"2,816.00",0,"1,025.40",0,0,0,0,348.5,0,0,0,59,0,516.3,0,"9,785.80",0,203.6,198.2,98.3,145.8,0,20.88,92.3,0,148.9,0
7/2/2019 2:30,3,36,1,17416.06,"13,219.16",802.3,635.4,0,"3,197.70",0,999.2,0,0,0,0,328.8,0,0,0,58.2,0,518.3,0,"9,857.60",0,202.4,194.8,98.8,145.6,0,115.36,92.1,0,169.5,0
7/2/2019 2:35,3,38,1,16848.15,"13,025.35",803.7,629,0,"3,169.90",0,652.9,0,0,0,0,327.7,0,0,0,82.3,0,520.2,0,"9,734.20",0,201.9,195.4,99.1,146.1,0,45.95,92.3,0,147.5,0
7/2/2019 2:40,3,33,1,16815.71,"12,988.81",801.8,636.8,0,"3,173.20",0,653.7,0,0,0,0,331.4,0,0,0,71.2,0,511.4,0,"9,697.90",0,203.8,199.9,103.6,145.8,0,45.91,91.8,0,147.5,0
7/2/2019 2:45,3,33,1,16772.68,"13,003.98",848.1,629.5,0,"3,134.40",0,634.3,0,0,0,0,262.4,0,0,0,60.9,0,515.3,0,"9,770.60",0,218.5,194.8,98.8,145.6,0,18.68,92.1,0,148.7,0
7/2/2019 2:50,3,34,1,16884.42,"13,116.62","1,195.10",634.4,0,"2,874.20",0,893.6,0,0,0,0,271.4,0,0,0,57.3,0,518.7,0,"9,688.60",0,201.9,193.7,99.1,145.3,0,18.52,92.6,0,0,0
7/2/2019 2:55,3,27,1,19791.5,"12,568.30",800.3,628.1,0,"3,189.30",0,"4,033.90",0,0,0,0,261,0,0,0,56.7,0,513.4,0,"9,568.70",0,200.7,194.5,107,145.8,0,0,92.1,0,0,0
7/2/2019 3:00,3,30,1,20408.1,"16,688.40",796.9,626.6,0,"3,086.20",0,633.5,0,0,0,0,261.6,0,0,0,71.2,0,619.8,0,"13,572.20",0,202.7,200.2,99.1,145.8,0,0,92.3,0,0,0
7/2/2019 3:05,3,30,1,23780.7,"20,436.00",806.7,632,0,"2,724.70",0,620,0,0,0,0,259,0,0,0,69.2,0,612.9,0,"17,313.00",0,206.1,194.8,103.6,146.4,0,0,92.3,0,0,0
7/2/2019 3:10,3,32,1,12811.8,"9,500.90",818.4,652.5,0,"2,682.50",0,628.4,0,0,0,0,260.7,0,0,0,57.8,0,616.8,0,"6,354.90",0,199.9,198.2,103.3,146.1,0,0,92.3,0,0,0
7/2/2019 3:15,3,28,1,12932.5,"9,685.70",818.9,651.5,0,"2,643.70",0,603.1,0,0,0,0,258.7,0,0,0,59.5,0,604.1,0,"6,561.90",0,199.9,194.3,98.8,145.8,0,0,92.3,0,0,0
7/2/2019 3:20,3,28,1,15808.2,"12,493.00",806.7,650.5,0,"2,689.30",0,625.9,0,0,0,0,259.9,0,0,0,56.2,0,613.9,0,"9,370.20",0,203,194.8,99.1,146.4,0,0,92.3,0,0,0
7/2/2019 3:25,3,30,1,17063.2,"13,670.40",856.4,640.7,0,"2,771.20",0,621.6,0,0,0,0,259,0,0,0,67.3,0,611,0,"10,496.10",0,200.7,194,107.5,145.6,0,0,92.1,0,0,0
7/2/2019 3:30,3,25,1,17826.8,"14,557.30","1,190.20",648.1,0,"2,656.30",0,613.2,0,0,0,0,274.8,0,0,0,56.8,0,613.4,0,"11,034.10",0,201,201.6,99.1,145.6,0,0,92.6,0,0,0
7/2/2019 3:35,3,25,1,21852.1,"15,085.00",806.2,639.3,0,"2,669.00",0,"4,098.10",0,0,0,0,281.8,0,0,0,56.2,0,609.5,0,"11,953.90",0,201.9,199,99.1,145.8,0,0,92.3,0,0,0
7/2/2019 3:40,3,23,1,12123.56,"8,764.46",807.2,634.9,0,"2,725.60",0,633.5,0,0,0,0,257.9,0,0,0,69,0,456.8,0,"5,773.00",0,200.2,199.3,107,146.1,0,20.76,92.3,0,0,0
7/2/2019 3:45,3,26,1,14016.14,"10,726.34",811.5,633.4,0,"2,678.30",0,611.5,0,0,0,0,273.1,0,0,0,57,0,521.7,0,"7,679.30",0,203,183,104.2,146.4,0,20.54,93.2,0,0,0
7/2/2019 3:50,3,19,1,15620.78,"12,225.48",819.4,635.9,0,"2,788.90",0,606.4,0,0,0,0,262.4,0,0,0,57.1,0,616.8,0,"9,051.00",0,226.1,197.1,99.7,146.7,0,20.38,92.9,0,0,0
7/2/2019 3:55,3,18,1,16343.55,"12,991.25",820.8,638.8,0,"2,682.50",0,669.8,0,0,0,0,261.3,0,0,0,57.6,0,616.3,0,"9,821.20",0,211.2,200.5,103.9,146.7,0,19.45,93.5,0,0,0
7/2/2019 4:00,3,18,1,16135.86,"12,796.16",810.1,635.4,0,"2,712.10",0,627.6,0,0,0,0,266.3,0,0,0,56.4,0,615.4,0,"9,652.30",0,203.6,197.1,99.7,146.7,0,19.36,93.8,0,0,0
7/2/2019 4:05,3,17,1,19661.7,"12,915.70",860.8,636.8,0,"2,706.20",0,"4,039.80",0,0,0,0,266.1,0,0,0,70.6,0,616.8,0,"9,742.70",0,204.4,177.4,100.2,146.4,0,0,93.5,0,0,0
7/2/2019 4:10,3,19,1,16324.2,"12,502.30","1,163.90",638.3,0,"2,705.30",0,"1,116.60",0,0,0,0,259.9,0,0,0,60.3,0,614.4,0,"9,027.30",0,202.1,196.2,99.7,146.4,0,0,93.8,0,0,0
7/2/2019 4:15,3,15,1,16036.81,"12,294.21",806.2,643.2,0,"2,707.90",0,"1,034.70",0,0,0,0,262.4,0,0,0,56.8,0,613.4,0,"9,086.40",0,211.7,196.5,102.8,146.7,0,74.91,93.2,0,0,0
7/2/2019 4:20,3,11,1,16032.5,"12,264.70",813,633.9,0,"2,720.50",0,"1,047.30",0,0,0,0,261.8,0,0,0,70.3,0,619.3,0,"9,119.40",0,204.4,196.5,105.9,146.7,0,0,93.5,0,0,0
7/2/2019 4:25,3,11,1,20091.8,"12,815.40",813,646.1,0,"2,731.50",0,"4,544.90",0,0,0,0,265.2,0,0,0,73.9,0,619.3,0,"9,659.10",0,221.6,176.5,100.2,147,0,0,93.5,0,0,0
7/2/2019 4:30,3,17,1,20026.6,"12,748.50",813.5,638.3,0,"2,714.60",0,"4,563.50",0,0,0,0,269.7,0,0,0,57.4,0,624.6,0,"9,602.50",0,204.7,197.4,99.9,147,0,0,93.5,0,0,0
7/2/2019 4:35,3,21,1,16670.51,"12,994.71",807.2,637.3,0,"2,740.80",0,935,0,0,0,0,392.5,0,0,0,64.6,0,622.2,0,"9,609.20",0,208.6,196.8,99.9,147,0,0,93.5,115.91,0,0
7/2/2019 4:40,3,17,1,16416.6,"12,760.20",808.1,636.4,0,"2,680.00",0,976.4,0,0,0,0,366.6,0,0,0,56.7,0,619.3,0,"9,530.70",0,204.4,197.9,100.2,146.7,0,0,93.2,0,0,0
7/2/2019 4:45,3,12,1,16670.4,"12,933.80",858.4,640.7,0,"2,701.10",0,"1,035.50",0,0,0,0,352.5,0,0,0,57.1,0,618.8,0,"9,649.80",0,204.4,211.7,100.2,146.7,0,0,93.5,0,0,0
7/2/2019 4:50,3,8,1,16768.97,"13,387.97","1,189.80",640.7,0,"2,694.30",0,686.7,0,0,0,0,344.3,0,0,0,62.8,0,610.5,0,"9,768.90",0,204.4,201,103.6,147,0,20.97,94,0,0,0
7/2/2019 4:55,3,9,1,16321.55,"13,050.35",811.5,642.7,0,"2,701.90",0,569.3,0,0,0,0,342.4,0,0,0,56.2,0,618.3,0,"9,801.00",0,218.5,197.4,100.5,147,0,21.05,93.8,0,0,0
7/2/2019 5:00,3,4,1,19895.43,"13,016.03",807.2,636.4,0,"2,790.60",0,"4,088.80",0,0,0,0,340.4,0,0,0,60.3,0,623.2,0,"9,772.30",0,204.1,204.7,106.1,147.2,0,20.63,93.5,0,0,0
7/2/2019 5:05,3,6,1,16694.51,"13,100.61",801.3,637.8,0,"2,695.20",0,898.7,0,0,0,0,335,0,0,0,56.2,0,619.8,0,"9,801.00",0,204.4,205,106.4,146.7,0,93.51,93.5,0,0,0
7/2/2019 5:10,3,4,1,16170.37,"12,859.47",804.7,636.4,0,"2,633.50",0,677.4,0,0,0,0,342.4,0,0,0,56.7,0,616.8,0,"9,635.40",0,203,203.3,100.2,147,0,19.57,94,0,0,0
7/2/2019 5:15,3,-1,1,13793.6,"10,495.30",815,641.2,0,"2,668.20",0,630.1,0,0,0,0,357,0,0,0,58.7,0,517.8,0,"7,363.40",0,203,198.8,100.2,146.7,0,0,93.5,0,0,0
7/2/2019 5:20,3,7,1,13823.5,"10,580.10",805.7,642.2,0,"2,581.20",0,662.2,0,0,0,0,333.3,0,0,0,56.7,0,517.3,0,"7,330.50",0,207.2,202.1,103.6,146.4,0,0,93.2,0,141.9,0
7/2/2019 5:25,3,0,1,14250,"10,856.30",867.2,639.3,0,"2,697.70",0,696,0,0,0,0,338.7,0,0,0,56.8,0,526.1,0,"7,683.50",0,203,201.6,99.9,146.7,0,0,93.5,0,0,0
7/2/2019 5:30,3,3,1,14419.53,"11,085.03","1,176.60",639.3,0,"2,682.50",0,652,0,0,0,0,258.5,0,0,0,59.2,0,516.3,0,"7,665.80",0,202.7,196.5,99.7,146.7,0,29.93,93.8,0,0,0
7/2/2019 5:35,3,1,1,17545.31,"10,708.11",819.8,641.7,0,"2,662.20",0,"4,175.00",0,0,0,0,259.6,0,0,0,56.5,0,529.5,0,"7,632.00",0,202.4,196.8,99.1,146.4,0,31.11,93.2,0,0,0
7/2/2019 5:40,3,1,1,14523,"11,212.10",820.3,639.3,0,"2,665.60",0,645.3,0,0,0,0,266.6,0,0,0,56.8,0,522.7,0,"8,124.40",0,208.3,197.4,104.7,146.4,0,31.7,93.5,0,0,0
7/2/2019 5:45,3,4,1,15056.3,"11,774.10",813.5,630,0,"2,638.60",0,643.6,0,0,0,0,279,0,0,0,56.8,0,511.9,0,"8,724.90",0,203.3,207.5,107,146.7,0,0,93.5,0,0,0
7/2/2019 5:50,3,0,1,14478.6,"11,162.60",818.4,637.8,0,"2,667.30",0,648.7,0,0,0,0,257.9,0,0,0,58.2,0,515.8,0,"8,132.80",0,203,200.5,98.3,146.4,0,0,93.5,0,0,0
7/2/2019 5:55,3,-1,1,14559.8,"11,170.30",808.1,638.8,0,"2,685.90",0,703.6,0,0,0,0,261,0,0,0,58.2,0,518.3,0,"8,143.80",0,203,201,98.5,146.4,0,0,93.2,0,0,0
7/2/2019 6:00,3,-6,1,14334.19,"10,912.59",810.1,642.2,0,"2,719.70",0,701.9,0,0,0,0,274.8,0,0,0,57.4,0,514.8,0,"7,780.60",0,224.1,196.8,97.7,145.6,0,76.39,92.1,0,0,0
7/2/2019 6:05,3,-4,1,16181.2,"12,888.10",859.9,634.9,0,"2,679.10",0,614,0,0,0,0,255.4,737.4,0,0,56.8,0,521.7,0,"9,795.90",0,227.5,196.5,101.6,145.6,0,0,92.3,0,0,621.6
7/2/2019 6:10,3,1,1,15409.7,"11,940.80","1,173.60",635.4,0,"2,723.90",0,745,0,0,0,0,257.9,380.1,592.9,0,57.3,0,518.3,0,"8,556.00",0,202.7,195.1,106.4,145.8,0,0,92.3,0,0,613.2
7/2/2019 6:15,3,-2,1,12516.3,"9,263.70",818.9,637.3,0,"2,635.20",0,617.4,0,0,0,0,275.9,547.3,570.1,0,56.8,0,517.3,0,"6,216.40",0,206.7,194.8,102.5,145.3,0,0,91.8,0,0,676.5
7/2/2019 6:20,3,-3,1,12999.2,"9,845.40",816.4,638.3,0,"2,555.80",0,598,0,0,0,0,262.4,523.7,619.1,0,57.1,0,518.7,0,"6,821.20",0,200.5,195.1,98,145.6,0,0,92.1,0,0,750
7/2/2019 6:25,3,-7,1,13371.5,"10,165.30",811.1,635.4,0,"2,542.30",0,663.9,0,0,0,0,272.8,609,679.1,0,59.5,0,521.7,0,"7,132.80",0,200.7,195.7,98.5,145.3,0,0,91.8,0,0,764.4
7/2/2019 6:30,3,0,1,12969.41,"10,044.51",805.7,638.8,0,"2,422.40",0,502.5,0,0,0,0,259.3,630.1,753.4,0,66.2,0,516.8,0,"6,947.80",0,207.5,195.4,98.8,145.6,0,70.51,92.1,0,0,932.5
7/2/2019 6:35,3,1,1,13145.4,"10,402.10",812.5,637.3,0,"2,326.10",0,417.2,0,0,0,0,296.2,620,848,0,57.8,0,521.2,0,"7,338.10",0,201,201,98.8,145.6,0,0,92.6,0,0,"1,014.40"
7/2/2019 6:40,3,5,1,12923.94,"10,276.04",799.3,640.3,0,"2,228.10",0,419.8,0,0,0,0,264.6,663.9,912.2,0,61.7,0,510.5,0,"7,194.50",0,212.3,201,99.4,145.6,0,55.04,91.8,0,0,"1,124.20"
7/2/2019 6:45,3,5,1,12831.98,"10,286.28",855,632.9,0,"2,132.70",0,413,0,0,0,0,266.3,709.5,"1,072.70",0,57.9,0,516.8,0,"7,189.40",0,199.3,199.9,107,145.8,0,23.88,92.1,0,0,"1,284.70"
7/2/2019 6:50,3,6,1,13226.63,"10,704.63","1,185.40",632.5,0,"2,033.80",0,488.2,0,0,0,0,270,771.1,"1,206.10",0,58.9,0,515.8,0,"7,208.00",0,201,193.7,104.7,145.3,0,97.23,92.1,0,0,"1,422.30"
7/2/2019 6:55,3,-1,1,12724.93,"10,217.23",809.1,633.4,0,"1,947.70",0,560,0,0,0,0,296.7,870.8,"1,350.50",0,74.5,0,516.8,0,"7,121.80",0,201,199.6,104.7,145.6,0,21.73,92.3,0,0,"1,575.20"
7/2/2019 7:00,3,-2,1,16001.04,"10,891.14",809.6,635.9,0,"1,886.00",0,"3,223.90",0,0,0,0,279.3,"1,023.70","1,471.30",0,67.6,0,516.8,0,"7,824.60",0,201.3,194,102.5,145.8,0,21.64,92.1,0,0,"1,728.90"
7/2/2019 7:05,3,-2,1,13828.84,"10,849.04",804.2,645.1,0,"1,779.60",0,"1,200.20",0,0,0,0,267.2,"1,127.60","1,613.20",0,58.4,0,520.7,0,"7,799.20",0,201.3,195.4,98.5,145.6,0,21.14,92.3,0,0,"1,894.50"
7/2/2019 7:10,3,-1,1,13831.35,"10,803.45",809.1,644.7,0,"1,690.90",0,"1,337.00",0,0,0,0,263.5,"1,219.60","1,783.80",0,57.6,0,516.8,0,"7,748.50",0,207.2,194.3,103.6,145.6,0,20.25,92.3,0,0,"2,055.00"
7/2/2019 7:15,3,4,1,13708.04,"10,864.14",803.7,637.8,0,"1,468.00",0,"1,375.90",0,0,0,0,267.7,"1,332.80","1,902.90",0,57.9,0,516.3,0,"7,687.70",0,312.2,194.8,99.1,146.1,0,48.74,92.1,0,0,"2,274.60"
7/2/2019 7:20,3,3,0,14061.4,"10,962.40",801.8,642.7,0,"1,466.30",0,"1,632.70",0,0,0,0,363.5,"1,486.50","2,136.90",0,60.6,0,510,0,"7,706.30",0,315.6,197.4,106.4,145.8,0,19.7,92.6,0,0,"2,488.30"
7/2/2019 7:25,4,11,0,13166.91,"9,869.51","1,127.80",634.9,0,"1,448.50",0,"1,848.90",0,0,0,0,359.5,"1,669.00","2,296.50",0,58.4,0,515.3,0,"6,301.70",0,314.2,195.4,104.5,145.8,0,19.91,92.1,0,0,"2,739.10"
7/2/2019 7:30,4,12,0,14076.29,"10,554.19","1,229.80",629.5,0,"1,394.50",0,"2,127.60",0,0,0,0,351.4,"1,842.10","2,603.10",0,65.4,0,516.3,0,"6,892.90",0,313.4,194.3,103,145.8,0,19.49,92.9,0,0,"2,981.50"
7/2/2019 7:35,4,18,0,13880.6,"10,078.10",808.6,629.5,0,"1,468.00",0,"2,334.50",0,0,0,0,345.7,"2,019.50","2,839.60",0,59.6,0,515.3,0,"6,826.20",0,314.2,194.8,98.8,145.8,0,47.3,92.3,0,0,"3,208.70"
7/2/2019 7:40,4,29,1,14171.2,"10,177.90",802.3,632.5,0,"1,437.50",0,"2,555.80",0,0,0,0,337.6,"2,194.30","3,080.30",0,58.1,0,509.5,0,"6,963.10",0,318.1,194.3,104.2,145.6,0,20.5,92.1,0,0,"3,437.60"
7/2/2019 7:45,4,18,1,14608.29,"10,243.29",808.1,634.4,0,"1,501.70",0,"2,863.30",0,0,0,0,352.5,"2,408.00","3,344.70",0,59.5,0,518.3,0,"6,936.90",0,372.8,194.8,107.3,146.1,0,20.29,92.3,0,0,"3,735.80"
7/2/2019 7:50,4,8,0,14426.79,"10,437.69",804.2,631,0,"1,662.20",0,"2,326.90",0,0,0,0,336.7,"2,583.70","3,613.30",0,59.5,0,512.4,0,"6,936.90",0,376.7,198.8,106.1,146.1,0,236.39,92.9,0,0,"3,990.00"
7/2/2019 7:55,3,22,0,14869.17,"10,652.87",804.7,633.9,0,"1,675.70",0,"2,540.60",0,0,0,0,345.2,"2,854.80","3,867.50",0,65.4,0,516.8,0,"7,029.80",0,372.5,207.2,106.1,146.4,0,18.9,92.3,313.67,0,"4,240.80"
7/2/2019 8:00,3,128,0,16302.28,"11,571.58",804.2,639.3,0,"1,887.70",0,"2,843.00",0,0,0,0,340.7,"3,049.10","4,134.40",0,58.4,0,515.3,0,"8,078.80",0,572.9,197.6,106.1,146.1,0,19.28,92.9,0,0,"4,486.60"
7/2/2019 8:05,3,123,0,24965.83,"19,868.53","1,236.60",648.6,0,"1,992.50",0,"3,104.80",0,0,0,0,340.4,"3,243.30","4,381.90",0,58.5,0,623.2,0,"15,659.30",0,599.7,197.6,107.3,146.7,0,44.51,93.8,112.32,0,"4,806.70"
7/2/2019 8:10,4,39,0,25565.88,"20,495.58",813.5,658.3,0,"1,701.10",0,"3,369.20",0,0,0,0,271.7,"3,468.00","4,674.10",0,63.4,0,621.7,0,"15,377.20",0,"2,120.00",180.5,98.8,145.8,0,51.78,92.9,0,0,"5,037.30"
7/2/2019 8:15,7,48,0,12793.34,"6,553.34",817.9,650.5,0,"2,609.00",0,"3,631.00",0,0,0,0,276.8,"3,664.80","4,943.60",0,59.6,0,624.2,0,"1,442.60",0,"2,100.30",194.5,101.9,145.6,0,46.54,92.9,0,0,"5,263.70"
7/2/2019 8:20,9,73,0,16460.44,"9,162.94",827.7,652.5,0,"3,511.10",0,"3,786.40",0,0,0,0,288.6,"3,870.90","5,215.50",0,58.1,0,531.9,0,"4,164.00",0,"2,060.30",196.2,98,145.6,0,46.04,94,0,0,"5,532.30"
7/2/2019 8:25,14,98,0,17145.09,"9,835.79",807.6,641.7,0,"3,170.70",0,"4,138.60",0,0,0,0,279.9,"4,070.20","5,456.20",0,56.5,0,620.7,0,"4,234.10",0,"2,607.10",196.5,106.1,145.3,0,46.29,94,0,0,"5,778.90"
7/2/2019 8:30,14,108,0,20918.57,"12,296.67",800.3,642.7,0,"4,324.50",0,"4,297.40",0,0,0,0,275.3,"4,259.40","5,723.10",0,71.4,0,524.1,0,"6,477.40",0,"2,639.70",180.7,102.8,145.6,0,32.17,93.2,311.3,0,"6,045.80"
