timestamp,Actual_Campus_Demand
2019-07-01 00:00:00,23420.43990729014
2019-07-01 00:10:00,23318.219952990214
2019-07-01 00:20:00,23305.41127386729
2019-07-01 00:30:00,23268.339956995645
2019-07-01 00:40:00,23243.056066182453
2019-07-01 00:50:00,23079.884938837688
2019-07-01 01:00:00,22883.791685333254
2019-07-01 01:10:00,22866.15186155955
2019-07-01 01:20:00,22924.724292106628
2019-07-01 01:30:00,22862.131994043986
2019-07-01 01:40:00,22867.614907684325
2019-07-01 01:50:00,22820.972966829937
2019-07-01 02:00:00,22431.035591570537
2019-07-01 02:10:00,20423.12424214681
2019-07-01 02:20:00,20030.663474896748
2019-07-01 02:30:00,20399.04882715861
2019-07-01 02:40:00,20521.570356381733
2019-07-01 02:50:00,20494.798000475566
2019-07-01 03:00:00,20501.659751523337
2019-07-01 03:10:00,20389.94946182251
2019-07-01 03:20:00,20701.368807957966
2019-07-01 03:30:00,21232.865028775534
2019-07-01 03:40:00,21252.433309491476
2019-07-01 03:50:00,21096.273152834576
2019-07-01 04:00:00,20737.854828236897
2019-07-01 04:10:00,20502.895488001504
2019-07-01 04:20:00,20524.080940450032
2019-07-01 04:30:00,20299.853729337057
2019-07-01 04:40:00,20171.822547734577
2019-07-01 04:50:00,20203.803366546632
2019-07-01 05:00:00,20689.238919448853
2019-07-01 05:10:00,20870.735563837687
2019-07-01 05:20:00,20852.024357274375
2019-07-01 05:30:00,21045.23624338786
2019-07-01 05:40:00,21028.220450871784
2019-07-01 05:50:00,20902.696050173443
2019-07-01 06:00:00,21489.761263427736
2019-07-01 06:10:00,21570.288689257304
2019-07-01 06:20:00,21604.430461146036
2019-07-01 06:30:00,21908.599422861735
2019-07-01 06:40:00,22190.687244288125
2019-07-01 06:50:00,22345.167236302692
2019-07-01 07:00:00,22952.613345336915
2019-07-01 07:10:00,22980.250229555764
2019-07-01 07:20:00,23064.8944642512
2019-07-01 07:30:00,23471.155306917826
2019-07-01 07:40:00,23214.101298561098
2019-07-01 07:50:00,23823.568730608622
2019-07-01 08:00:00,24409.93475786845
2019-07-01 08:10:00,24626.476673762005
2019-07-01 08:20:00,25030.459975649515
2019-07-01 08:30:00,25136.757407798767
2019-07-01 08:40:00,25430.306008694966
2019-07-01 08:50:00,25600.98484597524
2019-07-01 09:00:00,25718.103943977356
2019-07-01 09:10:00,25918.404171765644
2019-07-01 09:20:00,26162.37249950409
2019-07-01 09:30:00,26404.114239756265
2019-07-01 09:40:00,26430.21089219411
2019-07-01 09:50:00,26742.158232739766
2019-07-01 10:00:00,26843.196038386028
2019-07-01 10:10:00,27011.564043477378
2019-07-01 10:20:00,27219.983546396892
2019-07-01 10:30:00,27361.08796131134
2019-07-01 10:40:00,27500.555754191082
2019-07-01 10:50:00,28434.594325269063
2019-07-01 11:00:00,29801.274120763144
2019-07-01 11:10:00,30312.633756955463
2019-07-01 11:20:00,30355.005964482625
2019-07-01 11:30:00,30416.76675997416
2019-07-01 11:40:00,30555.76099269867
2019-07-01 11:50:00,30587.031784159342
2019-07-01 12:00:00,30935.929123827616
2019-07-01 12:10:00,32075.83428934733
2019-07-01 12:20:00,31469.654228680927
2019-07-01 12:30:00,30686.334094022113
2019-07-01 12:40:00,30801.307836710614
2019-07-01 12:50:00,30930.7647021993
2019-07-01 13:00:00,31107.271714083352
2019-07-01 13:10:00,31217.43780521393
2019-07-01 13:20:00,31336.481545702616
2019-07-01 13:30:00,31474.578181877136
2019-07-01 13:40:00,31458.616706059773
2019-07-01 13:50:00,31556.258116556804
2019-07-01 14:00:00,31504.34463066101
2019-07-01 14:10:00,31742.645475641886
2019-07-01 14:20:00,31931.292658398947
2019-07-01 14:30:00,32136.061481234232
2019-07-01 14:40:00,31971.142331733703
2019-07-01 14:50:00,32212.034583905537
2019-07-01 15:00:00,32797.750909868875
2019-07-01 15:10:00,32860.36722281138
2019-07-01 15:20:00,32829.28465463003
2019-07-01 15:30:00,32789.24230099996
2019-07-01 15:40:00,32621.442713851928
2019-07-01 15:50:00,32401.152284062704
2019-07-01 16:00:00,32259.200069796243
2019-07-01 16:10:00,32592.425181299845
2019-07-01 16:20:00,32355.440798734027
2019-07-01 16:30:00,33138.193720664975
2019-07-01 16:40:00,34018.75243123373
2019-07-01 16:50:00,34067.3328015391
2019-07-01 17:00:00,33530.97381272634
2019-07-01 17:10:00,33505.85886515299
2019-07-01 17:20:00,33293.599423688254
2019-07-01 17:30:00,33183.87418898265
2019-07-01 17:40:00,32882.392761306764
2019-07-01 17:50:00,32851.99491550445
2019-07-01 18:00:00,32394.889664446513
2019-07-01 18:10:00,32101.28289513906
2019-07-01 18:20:00,31936.66219792684
2019-07-01 18:30:00,31718.975255063375
2019-07-01 18:40:00,31641.282662378948
2019-07-01 18:50:00,31320.113026250205
2019-07-01 19:00:00,31029.723220252992
2019-07-01 19:10:00,30902.52282251994
2019-07-01 19:20:00,30759.621977577208
2019-07-01 19:30:00,30474.906400896707
2019-07-01 19:40:00,30326.18582567851
2019-07-01 19:50:00,29992.19548283895
2019-07-01 20:00:00,29415.840842882793
2019-07-01 20:10:00,29552.41583946228
2019-07-01 20:20:00,29387.45110218048
2019-07-01 20:30:00,29256.502740923563
2019-07-01 20:40:00,29182.598296521504
2019-07-01 20:50:00,29166.543446795145
2019-07-01 21:00:00,28925.3443714269
2019-07-01 21:10:00,28833.310568745932
2019-07-01 21:20:00,28780.109429753622
2019-07-01 21:30:00,28638.73903925578
2019-07-01 21:40:00,28413.5694430542
2019-07-01 21:50:00,28262.134753812155
2019-07-01 22:00:00,27690.995615730284
2019-07-01 22:10:00,27568.903316103617
2019-07-01 22:20:00,27545.256937268576
2019-07-01 22:30:00,27675.5611779658
2019-07-01 22:40:00,27702.050963439942
2019-07-01 22:50:00,27420.00073135376
2019-07-01 23:00:00,27158.930917714435
2019-07-01 23:10:00,26759.240847740173
2019-07-01 23:20:00,26523.383321317036
2019-07-01 23:30:00,26384.314992790223
2019-07-01 23:40:00,26342.533231633504
2019-07-01 23:50:00,26168.387190272013
2019-07-02 00:00:00,25718.671969006857
2019-07-02 00:10:00,25627.646167411804
2019-07-02 00:20:00,25560.8869291687
2019-07-02 00:30:00,25325.626506411234
2019-07-02 00:40:00,25267.50463886261
2019-07-02 00:50:00,25218.823881759643
2019-07-02 01:00:00,25091.539057159425
2019-07-02 01:10:00,25006.319659639994
2019-07-02 01:20:00,24910.822029800416
2019-07-02 01:30:00,24651.102815793354
2019-07-02 01:40:00,24414.466032842
2019-07-02 01:50:00,24273.639079844157
2019-07-02 02:00:00,24254.50521835327
2019-07-02 02:10:00,24410.707026087443
2019-07-02 02:20:00,24302.504701398215
2019-07-02 02:30:00,24102.362352193195
2019-07-02 02:40:00,23949.147629025778
2019-07-02 02:50:00,23606.898424097697
2019-07-02 03:00:00,23035.140502738952
2019-07-02 03:10:00,20582.234358240763
2019-07-02 03:20:00,20683.625190747578
2019-07-02 03:30:00,20683.780444348653
2019-07-02 03:40:00,20566.67490951538
2019-07-02 03:50:00,20506.5740954717
2019-07-02 04:00:00,20331.561218299867
2019-07-02 04:10:00,20361.733689193727
2019-07-02 04:20:00,20320.997667318803
2019-07-02 04:30:00,20475.209291528245
2019-07-02 04:40:00,20623.478459332782
2019-07-02 04:50:00,20641.50582467397
2019-07-02 05:00:00,20859.100123812357
2019-07-02 05:10:00,20857.050158793132
2019-07-02 05:20:00,20928.41790517171
2019-07-02 05:30:00,20952.02927895864
2019-07-02 05:40:00,21178.633811836244
2019-07-02 05:50:00,21211.353965797425
2019-07-02 06:00:00,21627.921966870625
2019-07-02 06:10:00,21657.927071711223
2019-07-02 06:20:00,21642.959166081746
2019-07-02 06:30:00,21930.021601893106
2019-07-02 06:40:00,22074.449494272867
2019-07-02 06:50:00,22303.12869711558
2019-07-02 07:00:00,22864.438440081278
2019-07-02 07:10:00,23105.414218406677
2019-07-02 07:20:00,23520.026257158916
2019-07-02 07:30:00,23950.009931793214
2019-07-02 07:40:00,24461.140157051086
2019-07-02 07:50:00,24772.62328778585
2019-07-02 08:00:00,25514.395120887755
2019-07-02 08:10:00,25827.01187853495
2019-07-02 08:20:00,26172.492378056842
2019-07-02 08:30:00,26438.064357274372
2019-07-02 08:40:00,26354.420148646037
2019-07-02 08:50:00,26703.73269106547
2019-07-02 09:00:00,26944.955451278685
2019-07-02 09:10:00,27233.821946589153
2019-07-02 09:20:00,27364.23607386271
2019-07-02 09:30:00,27723.93243938446
2019-07-02 09:40:00,27839.942458877562
2019-07-02 09:50:00,28098.995621884664
2019-07-02 10:00:00,28229.26834279378
2019-07-02 10:10:00,28391.072159665426
2019-07-02 10:20:00,28592.69964585622
2019-07-02 10:30:00,28578.90500647227
2019-07-02 10:40:00,28675.343087183635
2019-07-02 10:50:00,29005.307470258078
2019-07-02 11:00:00,29071.168384361266
2019-07-02 11:10:00,29062.433632761637
2019-07-02 11:20:00,29290.824345410663
2019-07-02 11:30:00,29303.891372095743
2019-07-02 11:40:00,29424.161172587075
2019-07-02 11:50:00,29463.27363307953
2019-07-02 12:00:00,29622.545515124002
2019-07-02 12:10:00,29569.70938259125
2019-07-02 12:20:00,29503.514102300007
2019-07-02 12:30:00,29628.731178779602
2019-07-02 12:40:00,29791.785352681476
2019-07-02 12:50:00,29825.246533813475
2019-07-02 13:00:00,30195.295729637146
2019-07-02 13:10:00,30217.04205752055
2019-07-02 13:20:00,30318.77344338735
2019-07-02 13:30:00,30232.382353426616
2019-07-02 13:40:00,30329.067244491576
2019-07-02 13:50:00,31186.800930404665
2019-07-02 14:00:00,31862.85487851461
2019-07-02 14:10:00,31978.703243662516
2019-07-02 14:20:00,31974.7044360733
2019-07-02 14:30:00,32082.360001220703
2019-07-02 14:40:00,32357.348826243084
2019-07-02 14:50:00,31819.893507232668
2019-07-02 15:00:00,31648.695817426047
