wifi1-dt,wifi1-val,co21-dt,co21-val,elec1-dt,elec1-val,truth-dt,truth-val
2/2/2019 16:41,1,2/2/2019 16:41,391,2/2/2019 16:41,5137.5,2019-02-02 16:41:00,1
2/2/2019 16:51,1,2/2/2019 16:51,394,2/2/2019 16:51,4991.11,2019-02-02 16:51:00,1
2/2/2019 17:01,2,2/2/2019 17:01,385,2/2/2019 17:01,4813.46,2019-02-02 17:01:00,1
2/2/2019 17:11,1,2/2/2019 17:11,385,2/2/2019 17:11,5143.9,2019-02-02 17:11:00,1
2/2/2019 17:21,1,2/2/2019 17:21,386,2/2/2019 17:21,5461.14,2019-02-02 17:21:00,1
2/2/2019 17:31,1,2/2/2019 17:31,388,2/2/2019 17:31,5303.7,2019-02-02 17:31:00,1
2/2/2019 17:41,1,2/2/2019 17:41,387,2/2/2019 17:41,4612.5,2019-02-02 17:41:00,1
2/2/2019 17:51,1,2/2/2019 17:51,391,2/2/2019 17:51,4935.0,2019-02-02 17:51:00,1
2/2/2019 18:01,1,2/2/2019 18:01,400,2/2/2019 18:01,4580.69,2019-02-02 18:01:00,1
2/2/2019 18:11,1,2/2/2019 18:11,391,2/2/2019 18:11,4978.7,2019-02-02 18:11:00,1
2/2/2019 18:21,1,2/2/2019 18:21,397,2/2/2019 18:21,4966.49,2019-02-02 18:21:00,1
2/2/2019 18:41,1,2/2/2019 18:41,391,2/2/2019 18:41,5071.3,2019-02-02 18:41:00,1
2/2/2019 18:51,1,2/2/2019 18:51,397,2/2/2019 18:51,4669.7,2019-02-02 18:51:00,1
2/2/2019 19:01,1,2/2/2019 19:01,406,2/2/2019 19:01,4920.1,2019-02-02 19:01:00,1
2/2/2019 19:11,1,2/2/2019 19:11,398,2/2/2019 19:11,4556.98,2019-02-02 19:11:00,1
2/2/2019 19:21,1,2/2/2019 19:21,401,2/2/2019 19:21,4904.03,2019-02-02 19:21:00,1
2/2/2019 19:31,1,2/2/2019 19:31,403,2/2/2019 19:31,5363.2,2019-02-02 19:31:00,1
2/2/2019 19:41,1,2/2/2019 19:41,398,2/2/2019 19:41,5369.2,2019-02-02 19:41:00,1
2/2/2019 19:51,1,2/2/2019 19:51,403,2/2/2019 19:51,5267.7,2019-02-02 19:51:00,1
2/2/2019 20:01,1,2/2/2019 20:01,401,2/2/2019 20:01,5085.7,2019-02-02 20:01:00,1
2/2/2019 20:11,1,2/2/2019 20:11,400,2/2/2019 20:11,5059.4,2019-02-02 20:11:00,1
2/2/2019 20:21,1,2/2/2019 20:21,397,2/2/2019 20:21,4945.36,2019-02-02 20:21:00,1
2/2/2019 20:31,1,2/2/2019 20:31,406,2/2/2019 20:31,4942.49,2019-02-02 20:31:00,1
2/2/2019 20:41,1,2/2/2019 20:41,402,2/2/2019 20:41,4927.3,2019-02-02 20:41:00,1
2/2/2019 20:51,1,2/2/2019 20:51,404,2/2/2019 20:51,4858.4,2019-02-02 20:51:00,1
2/2/2019 21:01,1,2/2/2019 21:01,402,2/2/2019 21:01,5191.9,2019-02-02 21:01:00,1
2/2/2019 21:11,1,2/2/2019 21:11,408,2/2/2019 21:11,5026.23,2019-02-02 21:11:00,1
2/2/2019 21:21,1,2/2/2019 21:21,407,2/2/2019 21:21,4924.6,2019-02-02 21:21:00,1
2/2/2019 21:31,1,2/2/2019 21:31,410,2/2/2019 21:31,4925.28,2019-02-02 21:31:00,1
2/2/2019 21:41,1,2/2/2019 21:41,410,2/2/2019 21:41,5377.6,2019-02-02 21:41:00,1
2/2/2019 21:51,1,2/2/2019 21:51,410,2/2/2019 21:51,5522.6,2019-02-02 21:51:00,1
2/2/2019 22:01,1,2/2/2019 22:01,407,2/2/2019 22:01,5645.6,2019-02-02 22:01:00,1
2/2/2019 22:11,1,2/2/2019 22:11,407,2/2/2019 22:11,4856.7,2019-02-02 22:11:00,1
2/2/2019 22:21,2,2/2/2019 22:21,408,2/2/2019 22:21,4872.3,2019-02-02 22:21:00,1
2/2/2019 22:31,2,2/2/2019 22:31,414,2/2/2019 22:31,4828.2,2019-02-02 22:31:00,1
2/2/2019 22:41,1,2/2/2019 22:41,413,2/2/2019 22:41,5063.27,2019-02-02 22:41:00,1
2/2/2019 22:51,1,2/2/2019 22:51,417,2/2/2019 22:51,4935.5,2019-02-02 22:51:00,1
2/2/2019 23:01,1,2/2/2019 23:01,411,2/2/2019 23:01,5298.03,2019-02-02 23:01:00,1
2/2/2019 23:11,1,2/2/2019 23:11,414,2/2/2019 23:11,4898.5,2019-02-02 23:11:00,1
2/2/2019 23:21,1,2/2/2019 23:21,413,2/2/2019 23:21,5018.1,2019-02-02 23:21:00,1
2/2/2019 23:31,1,2/2/2019 23:31,414,2/2/2019 23:31,5045.05,2019-02-02 23:31:00,1
2/2/2019 23:41,1,2/2/2019 23:41,416,2/2/2019 23:41,5010.0,2019-02-02 23:41:00,1
2/2/2019 23:51,1,2/2/2019 23:51,420,2/2/2019 23:51,5402.4,2019-02-02 23:51:00,1
