timestamp,wifi1-val,elec1-val,co21-val,truth-val
7/3/2019 08:10,7,20740.7,126,0
7/3/2019 08:15,8,21547.9,74,0
7/3/2019 08:20,9,21787.29,86,0
7/3/2019 08:25,13,23107.8,116,0
7/3/2019 08:30,13,23030.87,139,0
7/3/2019 08:35,15,26326.67,149,0
7/3/2019 08:40,16,23679.44,159,0
7/3/2019 08:45,19,24657,160,0
7/3/2019 08:50,19,24976.5,159,0
7/3/2019 08:55,17,24535.18,180,0
7/3/2019 09:00,17,24253.08,196,0
7/3/2019 09:05,20,26435.62,207,0
7/3/2019 09:10,20,27461.59,211,0
7/3/2019 09:15,20,24529.57,219,0
7/3/2019 09:20,21,22955.89,223,0
7/3/2019 09:25,25,24849.59,199,0
7/3/2019 09:30,25,24504.85,231,0
7/3/2019 09:35,28,25816.29,278,0
7/3/2019 09:40,28,26943.6,327,0
7/3/2019 09:45,27,26078.61,376,0
7/3/2019 09:50,27,28312.46,416,0
7/3/2019 09:55,29,27125.54,381,0
7/3/2019 10:00,29,25541.65,285,0
7/3/2019 10:05,31,24844.64,283,0
7/3/2019 10:10,32,28408.95,232,0
7/3/2019 10:15,37,22030.31,279,0
7/3/2019 10:20,37,19499.21,293,0
7/3/2019 10:25,34,22638.09,386,0
7/3/2019 10:30,34,26566.49,420,0
7/3/2019 10:35,34,24128.88,483,0
7/3/2019 10:40,34,23153.35,411,0
7/3/2019 10:45,37,21149.91,373,0
7/3/2019 10:50,37,29655.82,403,0
7/3/2019 10:55,34,30007.36,437,0
7/3/2019 11:00,34,37545.58,451,0
7/3/2019 11:05,32,36738.44,447,0
7/3/2019 11:10,32,28490.69,438,0
7/3/2019 11:15,32,28200.11,436,0
7/3/2019 11:20,32,28666.32,433,0
7/3/2019 11:25,32,27933.49,425,0
7/3/2019 11:30,32,28822.9,452,0
7/3/2019 11:35,32,30715.9,432,0
7/3/2019 11:40,33,28194.86,420,0
7/3/2019 11:45,39,27069.46,433,0
7/3/2019 11:50,39,27435.88,499,0
7/3/2019 11:55,37,28425.99,541,0
7/3/2019 12:00,37,33194.55,469,0
7/3/2019 12:05,37,33397.11,493,0
7/3/2019 12:10,37,34012.35,528,0
7/3/2019 12:15,37,27407.21,549,0
7/3/2019 12:20,37,30024.33,580,0
7/3/2019 12:25,37,29993.43,612,0
7/3/2019 12:30,37,29676.3,619,0
7/3/2019 12:35,34,33185.8,645,0
7/3/2019 12:40,34,30669.14,672,0
7/3/2019 12:45,32,33066.18,654,0
7/3/2019 12:50,31,33647.34,494,0
7/3/2019 12:55,27,26262.33,375,0
7/3/2019 13:00,27,26713.4,344,0
7/3/2019 13:05,27,27920.9,314,0
7/3/2019 13:10,27,29359.85,365,0
7/3/2019 13:15,26,32544.78,422,0
7/3/2019 13:20,26,29461.67,412,0
7/3/2019 13:25,27,28055.2,431,0
7/3/2019 13:30,26,26718.39,397,0
7/3/2019 13:35,23,27297.79,432,0
7/3/2019 13:40,23,30141.86,472,0
7/3/2019 13:45,27,29969.02,548,0
7/3/2019 13:50,27,25611.99,568,0
7/3/2019 13:55,29,25583.09,607,0
7/3/2019 14:00,29,27292.99,561,0
7/3/2019 14:05,31,27616.88,453,0
7/3/2019 14:10,31,28237.19,402,0
7/3/2019 14:15,28,30401.13,408,0
7/3/2019 14:20,28,32359.45,403,0
7/3/2019 14:25,29,27723.23,412,0
7/3/2019 14:30,29,26577.93,400,0
7/3/2019 14:35,27,28335.94,413,0
7/3/2019 14:40,27,28439.83,429,0
7/3/2019 14:45,27,31256.34,410,0
7/3/2019 14:50,27,31620.33,422,0
7/3/2019 14:55,27,27977.24,414,0
7/3/2019 15:00,27,26516.98,396,0
7/3/2019 15:05,26,25291.37,313,0
7/3/2019 15:10,26,25822.42,293,0
7/3/2019 15:15,26,26208.15,283,0
7/3/2019 15:20,26,26297.61,283,0
7/3/2019 15:25,26,25664.79,290,0
7/3/2019 15:30,27,23563.83,283,0
7/3/2019 15:35,28,25389.07,285,0
7/3/2019 15:40,28,25246.55,273,0
7/3/2019 15:45,26,26201.53,264,0
7/3/2019 15:50,26,28601.63,253,0
7/3/2019 15:55,26,26437.54,252,0
7/3/2019 16:00,26,23635.53,255,0
7/3/2019 16:05,25,24612.21,263,0
7/3/2019 16:10,25,24147.46,271,0
7/3/2019 16:15,25,23364.23,261,0
7/3/2019 16:20,24,23884.31,259,0
7/3/2019 16:25,24,24043.79,274,0
7/3/2019 16:30,24,21947.52,280,0
7/3/2019 16:35,24,19886.64,283,0
7/3/2019 16:40,24,21315.6,279,0
7/3/2019 16:45,23,22259.65,251,0
7/3/2019 16:50,22,24907.1,244,0
7/3/2019 16:55,20,26636.93,237,0
7/3/2019 17:00,20,20995.91,254,0
7/3/2019 17:05,22,17159.56,243,0
7/3/2019 17:10,21,16271.71,249,0
7/3/2019 17:15,19,17335.9,248,0
7/3/2019 17:20,18,16483.2,249,0
7/3/2019 17:25,14,15903.23,252,0
7/3/2019 17:30,14,14932.16,242,0
7/3/2019 17:35,15,15767.2,220,0
7/3/2019 17:40,15,15207.97,218,0
7/3/2019 17:45,15,17607.63,277,0
7/3/2019 17:50,15,18551.32,230,0
7/3/2019 17:55,15,15820.47,232,0
7/3/2019 18:00,14,17316.29,239,0
7/3/2019 18:05,12,18035.59,244,0
7/3/2019 18:10,12,15472.2,246,0
7/3/2019 18:15,12,13683.7,243,0
7/3/2019 18:20,11,13749.08,271,0
7/3/2019 18:25,9,13218.55,262,0
7/3/2019 18:30,8,11809,231,0
7/3/2019 18:35,4,10089.8,224,0
7/3/2019 18:40,4,9619.1,221,0
7/3/2019 18:45,3,9359.7,218,0
7/3/2019 18:50,3,8570.1,213,0
7/3/2019 18:55,3,8504.2,210,0
7/3/2019 19:00,3,8760.04,207,0
7/3/2019 19:05,3,9289.16,204,0
7/3/2019 19:10,3,9351.12,208,0
7/3/2019 19:15,3,8173.34,201,0
7/3/2019 19:20,3,8522.66,199,0
7/3/2019 19:25,3,7737.14,202,0
7/3/2019 19:30,3,7627.81,200,0
7/3/2019 19:35,3,8204.57,197,1
7/3/2019 19:40,3,8799.84,199,1
7/3/2019 19:45,2,9149.53,188,1
7/3/2019 19:50,2,9236.82,182,1
7/3/2019 19:55,2,9104.91,183,1
7/3/2019 20:00,2,9270.68,176,1
7/3/2019 20:05,2,8761,185,1
7/3/2019 20:10,2,8698.74,178,1
7/3/2019 20:15,2,8588.8,168,1
7/3/2019 20:20,2,9014,166,1
7/3/2019 20:25,2,8906.3,165,1
7/3/2019 20:30,2,9444.2,157,1
7/3/2019 20:35,2,9474.7,150,1
7/3/2019 20:40,2,8960,153,1
7/3/2019 20:45,2,8927.47,144,1
7/3/2019 20:50,2,8897.13,146,1
7/3/2019 20:55,2,8940.13,143,1
7/3/2019 21:00,2,8694.82,143,1
7/3/2019 21:05,2,8547.97,131,1
7/3/2019 21:10,2,9074.23,138,1
7/3/2019 21:15,2,9725.44,131,1
7/3/2019 21:20,2,9042.45,128,1
7/3/2019 21:25,2,9370.22,125,1
7/3/2019 21:30,2,8494.2,124,1
7/3/2019 21:35,2,8552,120,1
7/3/2019 21:40,2,8456,113,1
7/3/2019 21:45,2,8356,116,1
7/3/2019 21:50,2,8843.7,115,1
7/3/2019 21:55,2,8550.08,110,1
7/3/2019 22:00,2,8302.4,105,1
7/3/2019 22:05,2,8421.5,105,1
7/3/2019 22:10,2,11658.8,104,1
7/3/2019 22:15,2,10834.4,100,1
7/3/2019 22:20,2,13832.7,100,1
7/3/2019 22:25,1,14008.68,99,1
7/3/2019 22:30,1,14210.76,100,1
7/3/2019 22:35,1,16578.38,101,1
7/3/2019 22:40,1,9652.48,97,1
7/3/2019 22:45,1,9554.94,97,1
7/3/2019 22:50,1,9477.77,98,1
7/3/2019 22:55,2,9305.05,92,1
7/3/2019 23:00,2,9223.77,94,1
7/3/2019 23:05,2,9680.03,91,1
7/3/2019 23:10,2,9087.73,86,1
7/3/2019 23:15,2,8030.07,87,1
7/3/2019 23:20,2,8299.37,85,1
7/3/2019 23:25,2,8144.02,82,1
7/3/2019 23:30,2,8099.68,79,1
7/3/2019 23:35,2,8243.38,80,1
7/3/2019 23:40,2,8130.48,77,1
7/3/2019 23:45,2,8573.3,70,1
7/3/2019 23:50,2,8459.3,74,1
7/3/2019 23:55,2,8245.22,74,1
7/4/2019 00:00,2,8058.8,70,1
7/4/2019 00:05,2,8154.4,68,1
7/4/2019 00:10,2,8070.4,65,1
7/4/2019 00:15,2,8190.3,68,1
7/4/2019 00:20,2,8175.4,65,1
7/4/2019 00:25,2,8112.11,61,1
7/4/2019 00:30,2,8486.71,61,1
7/4/2019 00:35,2,8227.67,60,1
7/4/2019 00:40,2,8147.89,59,1
7/4/2019 00:45,2,8287.7,60,1
7/4/2019 00:50,2,8511.86,56,1
7/4/2019 00:55,2,8462.6,54,1
7/4/2019 01:00,2,8516.1,51,1
7/4/2019 01:05,2,8470.1,51,1
7/4/2019 01:10,2,8807.2,47,1
7/4/2019 01:15,2,8443.7,44,1
7/4/2019 01:20,2,8468.43,46,1
7/4/2019 01:25,2,8460.92,44,1
7/4/2019 01:30,2,8062.6,41,1
7/4/2019 01:35,2,8032.6,38,1
7/4/2019 01:40,2,8132.95,34,1
7/4/2019 01:45,2,8047.96,35,1
7/4/2019 01:50,2,8380.69,35,1
7/4/2019 01:55,2,8427.93,30,1
7/4/2019 02:00,2,8024.9,33,1
7/4/2019 02:05,2,8080.65,32,1
7/4/2019 02:10,2,8206.2,32,1
7/4/2019 02:15,2,8262,25,1
7/4/2019 02:20,2,8163.5,25,1
7/4/2019 02:25,2,8191.3,26,1
7/4/2019 02:30,2,8126.7,23,1
7/4/2019 02:35,2,8664.83,17,1
7/4/2019 02:40,2,8096.7,18,1
7/4/2019 02:45,2,8226.4,19,1
7/4/2019 02:50,2,8165.58,17,1
7/4/2019 02:55,2,8214.85,14,1
7/4/2019 03:00,2,8130.14,14,1
7/4/2019 03:05,2,8154.3,14,1
7/4/2019 03:10,2,6833.6,14,1
7/4/2019 03:15,2,6998.15,12,1
7/4/2019 03:20,2,7176.4,9,1
7/4/2019 03:25,2,6829.9,8,1
7/4/2019 03:30,2,6820.6,2,1
7/4/2019 03:35,2,6812.8,4,1
7/4/2019 03:40,2,6778.5,5,1
7/4/2019 03:45,2,6455.4,3,1
7/4/2019 03:50,2,6262.9,5,1
7/4/2019 03:55,2,6613.4,5,1
7/4/2019 04:00,2,6379.6,4,1
7/4/2019 04:05,2,6418.79,8,1
7/4/2019 04:10,2,6287.46,8,1
7/4/2019 04:15,2,7894.03,2,1
7/4/2019 04:20,2,8237.11,0,1
7/4/2019 04:25,2,8089.99,1,1
7/4/2019 04:30,2,8139.6,2,1
7/4/2019 04:35,2,8468.4,2,1
