wifi1-dt,wifi1-val,co21-dt,co21-val,elec1-dt,elec1-val
02-04-2019 01:11,16.79139380556687,02-04-2019 01:11,476.1587481481481,02-04-2019 01:11,79.5075875345767
02-04-2019 01:16,16.295583220440605,02-04-2019 01:16,475.25333333333333,02-04-2019 01:16,94.01581993430617
02-04-2019 01:21,15.795625712556678,02-04-2019 01:21,474.25333333333333,02-04-2019 01:21,84.3820110711223
02-04-2019 01:26,15.29566820467275,02-04-2019 01:26,473.2634740740741,02-04-2019 01:26,80.49537910988032
02-04-2019 01:31,15.002087703329943,02-04-2019 01:31,472.5022222222223,02-04-2019 01:31,85.7840925206027
02-04-2019 01:36,15.0,02-04-2019 01:36,471.8355555555555,02-04-2019 01:36,87.44092534292001
02-04-2019 01:41,14.794266272826372,02-04-2019 01:41,471.1891703703704,02-04-2019 01:41,81.61168812670661
02-04-2019 01:46,14.295932847133274,02-04-2019 01:46,471.0,02-04-2019 01:46,89.09569027522923
02-04-2019 01:51,14.208529435530806,02-04-2019 01:51,471.0,02-04-2019 01:51,87.80376380948763
02-04-2019 01:56,14.704346506798544,02-04-2019 01:56,470.94935257121716,02-04-2019 01:56,78.81919494197977
02-04-2019 02:01,14.997914927945379,02-04-2019 02:01,469.75693673695895,02-04-2019 02:01,81.70766863592124
02-04-2019 02:06,15.0,02-04-2019 02:06,468.09211986681464,02-04-2019 02:06,81.13530907567898
02-04-2019 02:11,14.793589278765763,02-04-2019 02:11,466.4568537879722,02-04-2019 02:11,79.82650784674239
02-04-2019 02:16,14.295690652706066,02-04-2019 02:16,465.5044444444444,02-04-2019 02:16,82.93256491601117
02-04-2019 02:21,14.002088425868665,02-04-2019 02:21,464.83777777777783,02-04-2019 02:21,77.88280197699054
02-04-2019 02:26,14.0,02-04-2019 02:26,464.15137407407406,02-04-2019 02:26,72.8855020707189
02-04-2019 02:31,14.0,02-04-2019 02:31,463.008888888889,02-04-2019 02:31,73.37541942495318
02-04-2019 02:36,14.0,02-04-2019 02:36,461.67555555555555,02-04-2019 02:36,75.7959422935423
02-04-2019 02:41,14.206345463885794,02-04-2019 02:41,460.4113018518519,02-04-2019 02:41,63.82716884438915
02-04-2019 02:46,14.704240715824795,02-04-2019 02:46,460.74333333333334,02-04-2019 02:46,67.69699603673206
02-04-2019 02:51,14.997905463559263,02-04-2019 02:51,461.74333333333334,02-04-2019 02:51,65.87593890773562
02-04-2019 02:56,15.0,02-04-2019 02:56,462.7038592592593,02-04-2019 02:56,64.52112506207872
02-04-2019 03:01,15.206249800167992,02-04-2019 03:01,462.7522222222223,02-04-2019 03:01,67.44021156682099
02-04-2019 03:06,15.70414176429571,02-04-2019 03:06,462.41888888888883,02-04-2019 03:06,68.20646788425499
02-04-2019 03:11,15.585418323787957,02-04-2019 03:11,462.03621296296296,02-04-2019 03:11,68.79701375210766
02-04-2019 03:16,14.59173978126984,02-04-2019 03:16,460.5133333333333,02-04-2019 03:16,74.54920649998304
02-04-2019 03:21,13.797980058100912,02-04-2019 03:21,458.5133333333333,02-04-2019 03:21,67.57085350418323
02-04-2019 03:26,13.295881555948025,02-04-2019 03:26,456.5725444444445,02-04-2019 03:26,74.61457090177443
02-04-2019 03:31,13.414542817921106,02-04-2019 03:31,456.0,02-04-2019 03:31,86.30655463717989
02-04-2019 03:36,14.408218233856694,02-04-2019 03:36,456.0,02-04-2019 03:36,81.14720594981094
02-04-2019 03:41,14.789583036208183,02-04-2019 03:41,455.9802629629629,02-04-2019 03:41,74.01486257495299
02-04-2019 03:46,14.295921516811473,02-04-2019 03:46,455.5044444444444,02-04-2019 03:46,84.02510258571775
02-04-2019 03:51,14.414452517281907,02-04-2019 03:51,454.83777777777783,02-04-2019 03:51,96.2963215312536
02-04-2019 03:56,15.408098089588876,02-04-2019 03:56,454.1809796296297,02-04-2019 03:56,91.6449154614968
02-04-2019 04:01,16.201926147698014,02-04-2019 04:01,453.7522222222223,02-04-2019 04:01,92.40046381571736
02-04-2019 04:06,16.70402991893522,02-04-2019 04:06,453.41888888888883,02-04-2019 04:06,94.72370970013404
02-04-2019 04:11,16.791767226753905,02-04-2019 04:11,453.04608148148145,02-04-2019 04:11,96.43308608709579
02-04-2019 04:16,16.29604189523009,02-04-2019 04:16,451.7611111111111,02-04-2019 04:16,90.13301711234529
02-04-2019 04:21,16.002122245343312,02-04-2019 04:21,450.0944444444445,02-04-2019 04:21,86.73214402775929
02-04-2019 04:26,16.0,02-04-2019 04:26,448.4573833333333,02-04-2019 04:26,95.21661772028939
02-04-2019 04:31,16.0,02-04-2019 04:31,447.5044444444444,02-04-2019 04:31,89.34804190330028
02-04-2019 04:36,16.0,02-04-2019 04:36,446.83777777777783,02-04-2019 04:36,91.8141040149506
02-04-2019 04:41,16.0,02-04-2019 04:41,446.20071666666666,02-04-2019 04:41,94.58290861003584
02-04-2019 04:46,16.0,02-04-2019 04:46,446.2477777777777,02-04-2019 04:46,89.53620127073118
02-04-2019 04:51,16.206040359490018,02-04-2019 04:51,446.58111111111117,02-04-2019 04:51,83.80590822917308
02-04-2019 04:56,16.703864232055572,02-04-2019 04:56,446.8651018518519,02-04-2019 04:56,87.01406304520043
02-04-2019 05:01,16.791890441207805,02-04-2019 05:01,446.008888888889,02-04-2019 05:01,86.67942277209589
02-04-2019 05:06,16.296116732394907,02-04-2019 05:06,444.67555555555555,02-04-2019 05:06,78.10530074122379
02-04-2019 05:11,16.00212490680809,02-04-2019 05:11,443.3718277777778,02-04-2019 05:11,83.1398105804173
02-04-2019 05:16,16.0,02-04-2019 05:16,442.7522222222223,02-04-2019 05:16,82.6383099960527
02-04-2019 05:21,16.617985745780768,02-04-2019 05:21,442.41888888888883,02-04-2019 05:21,80.01556364372068
02-04-2019 05:26,18.111424524715552,02-04-2019 05:26,442.0855555555555,02-04-2019 05:26,80.54672299739892
02-04-2019 05:31,19.19951100992763,02-04-2019 05:31,441.7522222222223,02-04-2019 05:31,80.54648298092135
02-04-2019 05:36,19.703815046984072,02-04-2019 05:36,441.41888888888883,02-04-2019 05:36,74.39823367960595
02-04-2019 05:41,19.37999094530934,02-04-2019 05:41,441.0855555555555,02-04-2019 05:41,77.03220305437671
02-04-2019 05:46,17.8885563352702,02-04-2019 05:46,440.7522222222223,02-04-2019 05:46,79.51027427564149
02-04-2019 05:51,17.00640130310456,02-04-2019 05:51,440.41888888888883,02-04-2019 05:51,76.06651858123936
02-04-2019 05:56,17.0,02-04-2019 05:56,440.0263444444444,02-04-2019 05:56,65.58328843764326
02-04-2019 06:01,16.58824182107371,02-04-2019 06:01,438.26555555555564,02-04-2019 06:01,162.41240880777113
02-04-2019 06:06,15.592533112266578,02-04-2019 06:06,435.9322222222222,02-04-2019 06:06,150.19677859576726
02-04-2019 06:11,15.210153364145802,02-04-2019 06:11,433.6581,02-04-2019 06:11,125.65108377187687
02-04-2019 06:16,15.703732330040875,02-04-2019 06:16,432.75222222222226,02-04-2019 06:16,122.91788323781239
02-04-2019 06:21,16.203733995797563,02-04-2019 06:21,432.4188888888889,02-04-2019 06:21,119.95044403482522
02-04-2019 06:26,16.70373566155425,02-04-2019 06:26,432.04608148148145,02-04-2019 06:26,114.26018506223821
02-04-2019 06:31,17.409599179473854,02-04-2019 06:31,430.7611111111111,02-04-2019 06:31,119.50420214939079
02-04-2019 06:36,18.407424046440433,02-04-2019 06:36,429.09444444444443,02-04-2019 06:36,122.17418045259608
02-04-2019 06:41,19.201553462802337,02-04-2019 06:41,427.44751481481484,02-04-2019 06:41,126.08113116303187
02-04-2019 06:46,19.70368522687179,02-04-2019 06:46,426.25666666666666,02-04-2019 06:46,149.7149461666318
02-04-2019 06:51,19.586219367891182,02-04-2019 06:51,425.25666666666666,02-04-2019 06:51,127.73392676493044
02-04-2019 06:56,18.592687940051135,02-04-2019 06:56,424.2467981481481,02-04-2019 06:56,134.81819622744467
02-04-2019 07:01,18.415878093221888,02-04-2019 07:01,423.0088888888889,02-04-2019 07:01,164.74719253034453
02-04-2019 07:06,19.40726047623045,02-04-2019 07:06,421.67555555555555,02-04-2019 07:06,192.31442456719353
02-04-2019 07:11,21.02352244036738,02-04-2019 07:11,420.36195925925927,02-04-2019 07:11,193.08721902244613
02-04-2019 07:16,23.514537617243263,02-04-2019 07:16,419.5044444444444,02-04-2019 07:16,188.68643802496766
02-04-2019 07:21,27.859568561085172,02-04-2019 07:21,418.8377777777778,02-04-2019 07:21,203.63058276371495
02-04-2019 07:26,34.84631614286727,02-04-2019 07:26,418.1908481481482,02-04-2019 07:26,213.84445219981757
02-04-2019 07:31,43.084669122133626,02-04-2019 07:31,418.0,02-04-2019 07:31,230.64249643164135
02-04-2019 07:36,53.07102091145711,02-04-2019 07:36,418.0,02-04-2019 07:36,244.70763474377154
02-04-2019 07:41,58.75112748575393,02-04-2019 07:41,418.0,02-04-2019 07:41,221.49326079810876
02-04-2019 07:46,58.29648692812951,02-04-2019 07:46,418.0,02-04-2019 07:46,211.07706271035966
02-04-2019 07:51,63.14358588532951,02-04-2019 07:51,418.0,02-04-2019 07:51,218.98133388882857
02-04-2019 07:56,75.5866992328964,02-04-2019 07:56,417.98026296296297,02-04-2019 07:56,213.57065358437492
02-04-2019 08:01,80.06715257425954,02-04-2019 08:01,417.5044444444444,02-04-2019 08:01,224.95681211696976
02-04-2019 08:06,73.15159478687275,02-04-2019 08:06,416.8377777777778,02-04-2019 08:06,209.04813282430445
02-04-2019 08:11,69.85272354223397,02-04-2019 08:11,416.24019074074073,02-04-2019 08:11,193.08160809171375
02-04-2019 08:16,71.8134836032017,02-04-2019 08:16,417.2388888888889,02-04-2019 08:16,198.63477970457697
02-04-2019 08:21,74.42998763197093,02-04-2019 08:21,418.90555555555557,02-04-2019 08:21,195.36392285582855
02-04-2019 08:26,77.92374354512161,02-04-2019 08:26,420.5228796296296,02-04-2019 08:26,186.81469203736668
02-04-2019 08:31,83.06858285511916,02-04-2019 08:31,421.0,02-04-2019 08:31,197.59835370571594
02-04-2019 08:36,90.55116195093898,02-04-2019 08:36,421.0,02-04-2019 08:36,208.18628817701065
02-04-2019 08:41,102.77902805971509,02-04-2019 08:41,420.98026296296297,02-04-2019 08:41,203.72628743889857
02-04-2019 08:46,121.72809047612971,02-04-2019 08:46,420.5044444444444,02-04-2019 08:46,212.32104207605727
02-04-2019 08:51,146.0714243551805,02-04-2019 08:51,419.8377777777778,02-04-2019 08:51,228.62428258512648
02-04-2019 08:56,178.01516947369316,02-04-2019 08:56,419.1908481481482,02-04-2019 08:56,225.81828576692826
02-04-2019 09:01,230.7706406042984,02-04-2019 09:01,419.0,02-04-2019 09:01,236.1782477357433
02-04-2019 09:06,313.04071677745367,02-04-2019 09:06,419.0,02-04-2019 09:06,212.77756359414388
02-04-2019 09:11,347.46347518305237,02-04-2019 09:11,418.9703944444444,02-04-2019 09:11,204.31696473478237
02-04-2019 09:16,313.47174953694,02-04-2019 09:16,418.25666666666666,02-04-2019 09:16,209.63887721003823
02-04-2019 09:21,287.1906081835746,02-04-2019 09:21,417.25666666666666,02-04-2019 09:21,242.3379329461233
02-04-2019 09:26,272.60412057440544,02-04-2019 09:26,416.34548333333333,02-04-2019 09:26,236.82041071526842
02-04-2019 09:31,273.51511953463813,02-04-2019 09:31,417.4866666666667,02-04-2019 09:31,245.01339851720195
02-04-2019 09:36,296.35154665248956,02-04-2019 09:36,419.4866666666667,02-04-2019 09:36,241.2622681258873
02-04-2019 09:41,318.3234152653587,02-04-2019 09:41,421.41758703703704,02-04-2019 09:41,235.07019189405358
02-04-2019 09:46,338.832451676538,02-04-2019 09:46,421.75222222222226,02-04-2019 09:46,260.846599963396
02-04-2019 09:51,381.1047407792489,02-04-2019 09:51,421.4188888888889,02-04-2019 09:51,234.85698328764735
02-04-2019 09:56,454.3767467089759,02-04-2019 09:56,421.2138462962963,02-04-2019 09:56,244.03478071915947
02-04-2019 10:01,489.46115260474744,02-04-2019 10:01,423.97333333333336,02-04-2019 10:01,246.67118618836196
02-04-2019 10:06,469.8699287847566,02-04-2019 10:06,427.97333333333336,02-04-2019 10:06,237.02044677973302
02-04-2019 10:11,470.82321316827273,02-04-2019 10:11,431.94372777777784,02-04-2019 10:11,233.45841951655373
02-04-2019 10:16,501.5975449556064,02-04-2019 10:16,435.23,02-04-2019 10:16,235.2363761818767
02-04-2019 10:21,521.0962093698366,02-04-2019 10:21,438.23,02-04-2019 10:21,241.99767688728016
02-04-2019 10:26,524.2193045091445,02-04-2019 10:26,441.3385537037037,02-04-2019 10:26,254.07715527845514
02-04-2019 10:31,539.7500977587722,02-04-2019 10:31,446.9555555555555,02-04-2019 10:31,256.6550406550572
02-04-2019 10:36,573.115619924476,02-04-2019 10:36,453.62222222222226,02-04-2019 10:36,246.62100487925775
02-04-2019 10:41,600.4520407400669,02-04-2019 10:41,460.18033518518513,02-04-2019 10:41,264.58088536240905
02-04-2019 10:46,619.0153254612285,02-04-2019 10:46,464.23,02-04-2019 10:46,241.5121868235096
02-04-2019 10:51,619.3462885125413,02-04-2019 10:51,467.23,02-04-2019 10:51,239.60820960790662
02-04-2019 10:56,593.7902902728009,02-04-2019 10:56,470.44710740740743,02-04-2019 10:56,248.54846741067396
02-04-2019 11:01,568.0394533391665,02-04-2019 11:01,478.68111111111114,02-04-2019 11:01,283.2256344397311
02-04-2019 11:06,542.288616405532,02-04-2019 11:06,489.01444444444445,02-04-2019 11:06,292.53314246172937
02-04-2019 11:11,521.1582673679486,02-04-2019 11:11,498.9431685185185,02-04-2019 11:11,258.3598994765468
02-04-2019 11:16,506.608911927097,02-04-2019 11:16,499.5222222222223,02-04-2019 11:16,245.06029243964406
02-04-2019 11:21,516.5431661846026,02-04-2019 11:21,496.18888888888887,02-04-2019 11:21,228.1574374938572
02-04-2019 11:26,561.2800666924818,02-04-2019 11:26,493.21082222222225,02-04-2019 11:26,234.71094577094968
02-04-2019 11:31,601.9541286388092,02-04-2019 11:31,498.4422222222222,02-04-2019 11:31,247.41538042509268
02-04-2019 11:36,636.4673705468902,02-04-2019 11:36,507.1088888888889,02-04-2019 11:36,252.36155818150655
02-04-2019 11:41,647.2255944952456,02-04-2019 11:41,515.765687037037,02-04-2019 11:41,257.6779641658836
02-04-2019 11:46,623.9710158251735,02-04-2019 11:46,524.1944444444445,02-04-2019 11:46,285.8522874074001
02-04-2019 11:51,643.9652570543185,02-04-2019 11:51,532.5277777777778,02-04-2019 11:51,293.45162451952166
02-04-2019 11:56,726.0013776392576,02-04-2019 11:56,540.6933462962962,02-04-2019 11:56,301.38520871918774
02-04-2019 12:01,737.4850580483256,02-04-2019 12:01,544.9822222222222,02-04-2019 12:01,297.44026169091035
02-04-2019 12:06,647.7489565815129,02-04-2019 12:06,547.6488888888889,02-04-2019 12:06,301.378478855544
02-04-2019 12:11,584.7526978571947,02-04-2019 12:11,550.0885796296296,02-04-2019 12:11,302.32621346965516
02-04-2019 12:16,560.9573964175918,02-04-2019 12:16,547.2833333333333,02-04-2019 12:16,299.44384811943763
02-04-2019 12:21,549.1560248857892,02-04-2019 12:21,542.2833333333333,02-04-2019 12:21,280.4010999884755
02-04-2019 12:26,554.0301993107973,02-04-2019 12:26,537.332675925926,02-04-2019 12:26,267.5618204384496
02-04-2019 12:31,556.9779244505615,02-04-2019 12:31,533.5222222222222,02-04-2019 12:31,274.4659167555174
02-04-2019 12:36,557.0,02-04-2019 12:36,530.1888888888889,02-04-2019 12:36,285.65592209373807
02-04-2019 12:41,574.0293205396308,02-04-2019 12:41,527.2502962962963,02-04-2019 12:41,256.261842124815
02-04-2019 12:46,615.3418368448424,02-04-2019 12:46,533.4333333333333,02-04-2019 12:46,262.3520054469537
02-04-2019 12:51,651.5061812960091,02-04-2019 12:51,543.4333333333333,02-04-2019 12:51,298.66212810480334
02-04-2019 12:56,680.0625080168347,02-04-2019 12:56,553.1866203703704,02-04-2019 12:56,281.7233486994386
02-04-2019 13:01,688.0550332881314,02-04-2019 13:01,557.2388888888888,02-04-2019 13:01,254.9499246035946
02-04-2019 13:06,666.7761097339181,02-04-2019 13:06,558.9055555555556,02-04-2019 13:06,256.0625243913962
02-04-2019 13:11,633.3802004306797,02-04-2019 13:11,560.2366925925926,02-04-2019 13:11,249.846691482102
02-04-2019 13:16,583.0131349208348,02-04-2019 13:16,553.8144444444445,02-04-2019 13:16,250.5229315105022
02-04-2019 13:21,547.278291961913,02-04-2019 13:21,544.1477777777777,02-04-2019 13:21,253.89072964121416
02-04-2019 13:26,532.6171424061822,02-04-2019 13:26,534.7080870370371,02-04-2019 13:26,253.6722636546911
02-04-2019 13:31,525.9102001860721,02-04-2019 13:31,530.5133333333333,02-04-2019 13:31,251.27993392613135
02-04-2019 13:36,530.3256428889708,02-04-2019 13:36,528.5133333333333,02-04-2019 13:36,260.2675098798972
02-04-2019 13:41,559.6378020916806,02-04-2019 13:41,526.8686,02-04-2019 13:41,261.10822341205505
02-04-2019 13:46,624.3679164503546,02-04-2019 13:46,533.4333333333333,02-04-2019 13:46,257.9431874353828
02-04-2019 13:51,688.7523569325293,02-04-2019 13:51,543.4333333333333,02-04-2019 13:51,258.9441622731791
02-04-2019 13:56,752.2591340343148,02-04-2019 13:56,553.6701777777778,02-04-2019 13:56,304.52855115787133
02-04-2019 14:01,799.1493133492469,02-04-2019 14:01,569.38,02-04-2019 14:01,278.2900830624922
02-04-2019 14:06,822.3282166308352,02-04-2019 14:06,587.38,02-04-2019 14:06,268.8723002131488
02-04-2019 14:11,797.7668282478782,02-04-2019 14:11,605.5576333333333,02-04-2019 14:11,271.66019415985016
02-04-2019 14:16,705.2832580824651,02-04-2019 14:16,627.84,02-04-2019 14:16,257.48903353424043
02-04-2019 14:21,637.4996008846155,02-04-2019 14:21,651.84,02-04-2019 14:21,240.9612083570173
02-04-2019 14:26,605.7268220083012,02-04-2019 14:26,675.1097296296297,02-04-2019 14:26,253.59677110921876
02-04-2019 14:31,600.8735178078482,02-04-2019 14:31,681.5044444444445,02-04-2019 14:31,243.3099442726094
02-04-2019 14:36,634.0827734494536,02-04-2019 14:36,680.8377777777778,02-04-2019 14:36,250.9578382329416
02-04-2019 14:41,647.7017201846677,02-04-2019 14:41,680.0526888888888,02-04-2019 14:41,248.21725669422537
02-04-2019 14:46,632.9191289659532,02-04-2019 14:46,676.5311111111112,02-04-2019 14:46,238.4121131878548
02-04-2019 14:51,618.1245686699214,02-04-2019 14:51,671.8644444444444,02-04-2019 14:51,240.53252833277517
02-04-2019 14:56,603.6226934532759,02-04-2019 14:56,667.9872592592593,02-04-2019 14:56,232.49081128313952
02-04-2019 15:01,603.6706748863977,02-04-2019 15:01,682.3533333333334,02-04-2019 15:01,253.13195533760785
02-04-2019 15:06,624.5113052831568,02-04-2019 15:06,704.3533333333334,02-04-2019 15:06,234.81648831041232
02-04-2019 15:11,619.2856040477841,02-04-2019 15:11,725.2776648148149,02-04-2019 15:11,242.6439629644485
02-04-2019 15:16,576.5731938190013,02-04-2019 15:16,721.3455555555556,02-04-2019 15:16,239.01009722021612
02-04-2019 15:21,550.1685815135829,02-04-2019 15:21,707.0122222222221,02-04-2019 15:21,239.33823031479736
02-04-2019 15:26,547.4868978613954,02-04-2019 15:26,693.6657407407408,02-04-2019 15:26,245.60894321292233
02-04-2019 15:31,548.0597853178448,02-04-2019 15:31,703.1233333333333,02-04-2019 15:31,265.6682835717018
02-04-2019 15:36,553.0259976927684,02-04-2019 15:36,722.1233333333333,02-04-2019 15:36,287.5924875293219
02-04-2019 15:41,573.182311984696,02-04-2019 15:41,740.5312222222224,02-04-2019 15:41,246.73165942415037
02-04-2019 15:46,615.011544356573,02-04-2019 15:46,745.2566666666667,02-04-2019 15:46,247.51976554000575
02-04-2019 15:51,609.916195443642,02-04-2019 15:51,744.2566666666667,02-04-2019 15:51,244.99467492604978
02-04-2019 15:56,537.431648943854,02-04-2019 15:56,743.1974555555554,02-04-2019 15:56,268.0424950436
02-04-2019 16:01,529.3475060279419,02-04-2019 16:01,740.77,02-04-2019 16:01,268.6487410461779
02-04-2019 16:06,614.1318508386114,02-04-2019 16:06,737.77,02-04-2019 16:06,245.99208172587552
02-04-2019 16:11,654.9902313139942,02-04-2019 16:11,734.8686851851852,02-04-2019 16:11,235.03029931108748
02-04-2019 16:16,631.9819459352319,02-04-2019 16:16,734.2477777777779,02-04-2019 16:16,235.73800952636248
02-04-2019 16:21,596.4014789717571,02-04-2019 16:21,734.5811111111111,02-04-2019 16:21,281.6214636066928
02-04-2019 16:26,543.5356069695263,02-04-2019 16:26,734.2828592592591,02-04-2019 16:26,284.44837635965376
02-04-2019 16:31,505.89232832981924,02-04-2019 16:31,719.39,02-04-2019 16:31,257.36054485298354
02-04-2019 16:36,490.2234428051884,02-04-2019 16:36,698.39,02-04-2019 16:36,240.56712407025316
02-04-2019 16:41,482.0936796674672,02-04-2019 16:41,678.0906648148148,02-04-2019 16:41,236.34659980713357
02-04-2019 16:46,484.512366844499,02-04-2019 16:46,673.9822222222222,02-04-2019 16:46,238.3376579905412
02-04-2019 16:51,487.4218074280946,02-04-2019 16:51,676.6488888888889,02-04-2019 16:51,229.8152257379733
02-04-2019 16:56,490.917151624565,02-04-2019 16:56,678.772787037037,02-04-2019 16:56,223.80842492359386
02-04-2019 17:01,526.3505601474138,02-04-2019 17:01,668.3544444444444,02-04-2019 17:01,236.74507802381024
02-04-2019 17:06,607.4982105390209,02-04-2019 17:06,652.6877777777778,02-04-2019 17:06,221.12327083251833
02-04-2019 17:11,624.5169780780105,02-04-2019 17:11,637.7513814814814,02-04-2019 17:11,223.00379043522068
02-04-2019 17:16,549.2317417012935,02-04-2019 17:16,639.69,02-04-2019 17:16,244.07570689910528
02-04-2019 17:21,502.09277328438066,02-04-2019 17:21,648.69,02-04-2019 17:21,278.19659322213386
02-04-2019 17:26,496.273582268525,02-04-2019 17:26,657.1176259259258,02-04-2019 17:26,274.0327627459033
02-04-2019 17:31,485.4531500186989,02-04-2019 17:31,652.318888888889,02-04-2019 17:31,239.21447880579788
02-04-2019 17:36,467.0138789455159,02-04-2019 17:36,641.9855555555555,02-04-2019 17:36,244.87716233035488
02-04-2019 17:41,442.9903266483027,02-04-2019 17:41,632.8463129629629,02-04-2019 17:41,238.00741674435034
02-04-2019 17:46,411.049011002337,02-04-2019 17:46,651.3,02-04-2019 17:46,246.73553325657127
