Timestamp,Connection Count
7/2/2019 0:00,3
7/2/2019 0:10,3
7/2/2019 0:20,3
7/2/2019 0:30,3
7/2/2019 0:40,3
7/2/2019 0:50,3
7/2/2019 1:00,3
7/2/2019 1:10,3
7/2/2019 1:20,3
7/2/2019 1:30,3
7/2/2019 1:40,3
7/2/2019 1:50,3
7/2/2019 2:00,3
7/2/2019 2:10,3
7/2/2019 2:20,3
7/2/2019 2:30,3
7/2/2019 2:40,3
7/2/2019 2:50,3
7/2/2019 3:00,3
7/2/2019 3:10,3
7/2/2019 3:20,3
7/2/2019 3:30,3
7/2/2019 3:40,3
7/2/2019 3:50,3
7/2/2019 4:00,3
7/2/2019 4:10,3
7/2/2019 4:20,3
7/2/2019 4:30,3
7/2/2019 4:40,3
7/2/2019 4:50,3
7/2/2019 5:00,3
7/2/2019 5:10,3
7/2/2019 5:20,3
7/2/2019 5:30,3
7/2/2019 5:40,3
7/2/2019 5:50,3
7/2/2019 6:00,3
7/2/2019 6:10,3
7/2/2019 6:20,3
7/2/2019 6:30,3
7/2/2019 6:40,3
7/2/2019 6:50,3
7/2/2019 7:00,3
7/2/2019 7:10,3
7/2/2019 7:20,3
7/2/2019 7:30,4
7/2/2019 7:40,4
7/2/2019 7:50,4
7/2/2019 8:00,3
7/2/2019 8:10,4
7/2/2019 8:20,9
7/2/2019 8:30,14
7/2/2019 8:40,16
7/2/2019 8:50,18
7/2/2019 9:00,20
7/2/2019 9:10,28
7/2/2019 9:20,32
7/2/2019 9:30,31
7/2/2019 9:40,32
7/2/2019 9:50,31
7/2/2019 10:00,33
7/2/2019 10:10,33
7/2/2019 10:20,34
7/2/2019 10:30,32
7/2/2019 10:40,33
7/2/2019 10:50,31
7/2/2019 11:00,30
7/2/2019 11:10,28
7/2/2019 11:20,29
7/2/2019 11:30,29
7/2/2019 11:40,29
7/2/2019 11:50,31
7/2/2019 12:00,30
7/2/2019 12:10,31
7/2/2019 12:20,31
7/2/2019 12:30,31
7/2/2019 12:40,30
7/2/2019 12:50,29
7/2/2019 13:00,29
7/2/2019 13:10,31
7/2/2019 13:20,30
7/2/2019 13:30,33
7/2/2019 13:40,33
7/2/2019 13:50,35
7/2/2019 14:00,37
7/2/2019 14:10,39
7/2/2019 14:20,40
7/2/2019 14:30,38
7/2/2019 14:40,38
7/2/2019 14:50,38
7/2/2019 15:00,35
7/2/2019 15:10,32
7/2/2019 15:20,34
7/2/2019 15:30,31
7/2/2019 15:40,31
7/2/2019 15:50,30
7/2/2019 16:00,31
7/2/2019 16:10,30
7/2/2019 16:20,29
7/2/2019 16:30,30
7/2/2019 16:40,28
7/2/2019 16:50,26
7/2/2019 17:00,26
7/2/2019 17:10,21
7/2/2019 17:20,20
7/2/2019 17:30,14
7/2/2019 17:40,12
7/2/2019 17:50,6
7/2/2019 18:00,6
7/2/2019 18:10,5
7/2/2019 18:20,4
7/2/2019 18:30,4
7/2/2019 18:40,3
7/2/2019 18:50,3
7/2/2019 19:00,2
7/2/2019 19:10,3
7/2/2019 19:20,2
7/2/2019 19:30,0
7/2/2019 19:40,2
7/2/2019 19:50,1
7/2/2019 20:00,1
7/2/2019 20:10,1
7/2/2019 20:20,1
7/2/2019 20:30,1
7/2/2019 20:40,0
7/2/2019 20:50,0
7/2/2019 21:00,0
7/2/2019 21:10,0
7/2/2019 21:20,0
7/2/2019 21:30,0
7/2/2019 21:40,0
7/2/2019 21:50,0
7/2/2019 22:00,0
7/2/2019 22:10,0
7/2/2019 22:20,0
7/2/2019 22:30,0
7/2/2019 22:40,0
7/2/2019 22:50,0
7/2/2019 23:00,0
7/2/2019 23:10,1
7/2/2019 23:20,1
7/2/2019 23:30,1
7/2/2019 23:40,1
7/2/2019 23:50,1
7/3/2019 0:00,1
7/3/2019 0:10,1
7/3/2019 0:20,1
7/3/2019 0:30,1
7/3/2019 0:40,1
7/3/2019 0:50,1
7/3/2019 1:00,1
7/3/2019 1:10,1
7/3/2019 1:20,1
7/3/2019 1:30,1
7/3/2019 1:40,1
7/3/2019 1:50,1
7/3/2019 2:00,1
7/3/2019 2:10,1
7/3/2019 2:20,1
7/3/2019 2:30,1
7/3/2019 2:40,1
7/3/2019 2:50,1
7/3/2019 3:00,1
7/3/2019 3:10,1
7/3/2019 3:20,1
7/3/2019 3:30,1
7/3/2019 3:40,1
7/3/2019 3:50,1
7/3/2019 4:00,1
7/3/2019 4:10,1
7/3/2019 4:20,1
7/3/2019 4:30,1
7/3/2019 4:40,1
7/3/2019 4:50,1
7/3/2019 5:00,1
7/3/2019 5:10,1
7/3/2019 5:20,1
7/3/2019 5:30,1
7/3/2019 5:40,1
7/3/2019 5:50,1
7/3/2019 6:00,1
7/3/2019 6:10,1
7/3/2019 6:20,1
7/3/2019 6:30,1
7/3/2019 6:40,1
7/3/2019 6:50,1
7/3/2019 7:00,3
7/3/2019 7:10,4
7/3/2019 7:20,4
7/3/2019 7:30,4
7/3/2019 7:40,4
7/3/2019 7:50,4
7/3/2019 8:00,5
7/3/2019 8:10,7
7/3/2019 8:20,9
7/3/2019 8:30,13
7/3/2019 8:40,16
7/3/2019 8:50,19
7/3/2019 9:00,17
7/3/2019 9:10,20
7/3/2019 9:20,21
7/3/2019 9:30,25
7/3/2019 9:40,28
7/3/2019 9:50,27
7/3/2019 10:00,29
7/3/2019 10:10,32
7/3/2019 10:20,37
7/3/2019 10:30,34
7/3/2019 10:40,34
7/3/2019 10:50,37
7/3/2019 11:00,34
7/3/2019 11:10,32
7/3/2019 11:20,32
7/3/2019 11:30,32
7/3/2019 11:40,33
7/3/2019 11:50,39
7/3/2019 12:00,37
7/3/2019 12:10,37
7/3/2019 12:20,37
7/3/2019 12:30,37
7/3/2019 12:40,34
7/3/2019 12:50,31
7/3/2019 13:00,27
7/3/2019 13:10,27
7/3/2019 13:20,26
7/3/2019 13:30,26
7/3/2019 13:40,23
7/3/2019 13:50,27
7/3/2019 14:00,29
7/3/2019 14:10,31
7/3/2019 14:20,28
7/3/2019 14:30,29
7/3/2019 14:40,27
7/3/2019 14:50,27
7/3/2019 15:00,27
7/3/2019 15:10,26
7/3/2019 15:20,26
7/3/2019 15:30,27
7/3/2019 15:40,28
7/3/2019 15:50,26
7/3/2019 16:00,26
7/3/2019 16:10,25
7/3/2019 16:20,24
7/3/2019 16:30,24
7/3/2019 16:40,24
7/3/2019 16:50,22
7/3/2019 17:00,20
7/3/2019 17:10,21
7/3/2019 17:20,18
7/3/2019 17:30,14
7/3/2019 17:40,15
7/3/2019 17:50,15
7/3/2019 18:00,14
7/3/2019 18:10,12
7/3/2019 18:20,11
7/3/2019 18:30,8
7/3/2019 18:40,4
7/3/2019 18:50,3
7/3/2019 19:00,3
7/3/2019 19:10,3
7/3/2019 19:20,3
7/3/2019 19:30,3
7/3/2019 19:40,3
7/3/2019 19:50,2
7/3/2019 20:00,2
7/3/2019 20:10,2
7/3/2019 20:20,2
7/3/2019 20:30,2
7/3/2019 20:40,2
7/3/2019 20:50,2
7/3/2019 21:00,2
7/3/2019 21:10,2
7/3/2019 21:20,2
7/3/2019 21:30,2
7/3/2019 21:40,2
7/3/2019 21:50,2
7/3/2019 22:00,2
7/3/2019 22:10,2
7/3/2019 22:20,2
7/3/2019 22:30,1
7/3/2019 22:40,1
7/3/2019 22:50,1
7/3/2019 23:00,2
7/3/2019 23:10,2
7/3/2019 23:20,2
7/3/2019 23:30,2
7/3/2019 23:40,2
7/3/2019 23:50,2
7/4/2019 0:00,2
7/4/2019 0:10,2
7/4/2019 0:20,2
7/4/2019 0:30,2
7/4/2019 0:40,2
7/4/2019 0:50,2
7/4/2019 1:00,2
7/4/2019 1:10,2
7/4/2019 1:20,2
7/4/2019 1:30,2
7/4/2019 1:40,2
7/4/2019 1:50,2
7/4/2019 2:00,2
7/4/2019 2:10,2
7/4/2019 2:20,2
7/4/2019 2:30,2
7/4/2019 2:40,2
7/4/2019 2:50,2
7/4/2019 3:00,2
7/4/2019 3:10,2
7/4/2019 3:20,2
7/4/2019 3:30,2
7/4/2019 3:40,2
7/4/2019 3:50,2
7/4/2019 4:00,2
7/4/2019 4:10,2
7/4/2019 4:20,2
7/4/2019 4:30,2
7/4/2019 4:40,2
7/4/2019 4:50,2
7/4/2019 5:00,2
7/4/2019 5:10,2
7/4/2019 5:20,1
7/4/2019 5:30,2
7/4/2019 5:40,2
7/4/2019 5:50,2
7/4/2019 6:00,2
7/4/2019 6:10,2
7/4/2019 6:20,2
7/4/2019 6:30,2
7/4/2019 6:40,2
7/4/2019 6:50,2
7/4/2019 7:00,2
7/4/2019 7:10,2
7/4/2019 7:20,2
7/4/2019 7:30,2
7/4/2019 7:40,2
7/4/2019 7:50,2
7/4/2019 8:00,2
7/4/2019 8:10,2
7/4/2019 8:20,2
7/4/2019 8:30,2
7/4/2019 8:40,2
7/4/2019 8:50,2
7/4/2019 9:00,2
7/4/2019 9:10,2
7/4/2019 9:20,2
7/4/2019 9:30,2
7/4/2019 9:40,2
7/4/2019 9:50,2
7/4/2019 10:00,2
7/4/2019 10:10,2
7/4/2019 10:20,2
7/4/2019 10:30,2
7/4/2019 10:40,2
7/4/2019 10:50,2
7/4/2019 11:00,2
7/4/2019 11:10,2
7/4/2019 11:20,1
7/4/2019 11:30,1
7/4/2019 11:40,1
7/4/2019 11:50,1
7/4/2019 12:00,1
7/4/2019 12:10,1
7/4/2019 12:20,1
7/4/2019 12:30,1
7/4/2019 12:40,1
7/4/2019 12:50,1
7/4/2019 13:00,1
7/4/2019 13:10,1
7/4/2019 13:20,1
7/4/2019 13:30,1
7/4/2019 13:40,1
7/4/2019 13:50,1
7/4/2019 14:00,1
7/4/2019 14:10,1
7/4/2019 14:20,1
7/4/2019 14:30,1
7/4/2019 14:40,1
7/4/2019 14:50,1
7/4/2019 15:00,1
7/4/2019 15:10,1
7/4/2019 15:20,1
7/4/2019 15:30,1
7/4/2019 15:40,1
7/4/2019 15:50,1
7/4/2019 16:00,1
7/4/2019 16:10,1
7/4/2019 16:20,1
7/4/2019 16:30,1
7/4/2019 16:40,1
7/4/2019 16:50,1
7/4/2019 17:00,1
7/4/2019 17:10,1
7/4/2019 17:20,1
7/4/2019 17:30,1
7/4/2019 17:40,1
7/4/2019 17:50,1
7/4/2019 18:00,1
7/4/2019 18:10,1
7/4/2019 18:20,1
7/4/2019 18:30,1
7/4/2019 18:40,1
7/4/2019 18:50,1
7/4/2019 19:00,1
7/4/2019 19:10,1
7/4/2019 19:20,1
7/4/2019 19:30,1
7/4/2019 19:40,1
7/4/2019 19:50,1
7/4/2019 20:00,1
7/4/2019 20:10,1
7/4/2019 20:20,1
7/4/2019 20:30,1
7/4/2019 20:40,1
7/4/2019 20:50,1
7/4/2019 21:00,1
7/4/2019 21:10,1
7/4/2019 21:20,1
7/4/2019 21:30,1
7/4/2019 21:40,1
7/4/2019 21:50,1
7/4/2019 22:00,1
7/4/2019 22:10,1
7/4/2019 22:20,1
7/4/2019 22:30,1
7/4/2019 22:40,1
7/4/2019 22:50,1
7/4/2019 23:00,1
7/4/2019 23:10,1
7/4/2019 23:20,1
7/4/2019 23:30,1
7/4/2019 23:40,1
7/4/2019 23:50,1
7/5/2019 0:00,1
7/5/2019 0:10,1
7/5/2019 0:20,1
7/5/2019 0:30,1
7/5/2019 0:40,1
7/5/2019 0:50,1
7/5/2019 1:00,1
7/5/2019 1:10,1
7/5/2019 1:20,1
7/5/2019 1:30,1
7/5/2019 1:40,2
7/5/2019 1:50,2
7/5/2019 2:00,1
7/5/2019 2:10,1
7/5/2019 2:20,1
7/5/2019 2:30,1
7/5/2019 2:40,1
7/5/2019 2:50,1
7/5/2019 3:00,1
7/5/2019 3:10,1
7/5/2019 3:20,1
7/5/2019 3:30,1
7/5/2019 3:40,1
7/5/2019 3:50,1
7/5/2019 4:00,1
7/5/2019 4:10,1
7/5/2019 4:20,1
7/5/2019 4:30,1
7/5/2019 4:40,1
7/5/2019 4:50,1
7/5/2019 5:00,1
7/5/2019 5:10,1
7/5/2019 5:20,1
7/5/2019 5:30,1
7/5/2019 5:40,1
7/5/2019 5:50,1
7/5/2019 6:00,1
7/5/2019 6:10,1
7/5/2019 6:20,1
7/5/2019 6:30,1
7/5/2019 6:40,1
7/5/2019 6:50,1
7/5/2019 7:00,1
7/5/2019 7:10,1
7/5/2019 7:20,1
7/5/2019 7:30,1
7/5/2019 7:40,1
7/5/2019 7:50,2
7/5/2019 8:00,4
7/5/2019 8:10,4
7/5/2019 8:20,3
7/5/2019 8:30,5
7/5/2019 8:40,6
7/5/2019 8:50,8
7/5/2019 9:00,10
7/5/2019 9:10,11
7/5/2019 9:20,11
7/5/2019 9:30,12
7/5/2019 9:40,12
7/5/2019 9:50,12
7/5/2019 10:00,14
7/5/2019 10:10,13
7/5/2019 10:20,12
7/5/2019 10:30,14
7/5/2019 10:40,15
7/5/2019 10:50,16
7/5/2019 11:00,15
7/5/2019 11:10,14
7/5/2019 11:20,15
7/5/2019 11:30,15
7/5/2019 11:40,15
7/5/2019 11:50,15
7/5/2019 12:00,14
7/5/2019 12:10,11
7/5/2019 12:20,9
7/5/2019 12:30,8
7/5/2019 12:40,8
7/5/2019 12:50,9
7/5/2019 13:00,8
7/5/2019 13:10,9
7/5/2019 13:20,10
7/5/2019 13:30,10
7/5/2019 13:40,10
7/5/2019 13:50,9
7/5/2019 14:00,9
7/5/2019 14:10,9
7/5/2019 14:20,10
7/5/2019 14:30,9
7/5/2019 14:40,9
7/5/2019 14:50,8
7/5/2019 15:00,8
7/5/2019 15:10,9
7/5/2019 15:20,9
7/5/2019 15:30,8
7/5/2019 15:40,7
7/5/2019 15:50,7
7/5/2019 16:00,7
7/5/2019 16:10,5
7/5/2019 16:20,5
7/5/2019 16:30,6
7/5/2019 16:40,5
7/5/2019 16:50,5
7/5/2019 17:00,4
7/5/2019 17:10,3
7/5/2019 17:20,2
7/5/2019 17:30,2
7/5/2019 17:40,2
7/5/2019 17:50,2
7/5/2019 18:00,1
7/5/2019 18:10,1
7/5/2019 18:20,2
7/5/2019 18:30,2
7/5/2019 18:40,1
7/5/2019 18:50,1
7/5/2019 19:00,1
7/5/2019 19:10,1
7/5/2019 19:20,1
7/5/2019 19:30,1
7/5/2019 19:40,1
7/5/2019 19:50,1
7/5/2019 20:00,1
7/5/2019 20:10,1
7/5/2019 20:20,1
7/5/2019 20:30,1
7/5/2019 20:40,1
7/5/2019 20:50,1
7/5/2019 21:00,1
7/5/2019 21:10,1
7/5/2019 21:20,1
7/5/2019 21:30,1
7/5/2019 21:40,1
7/5/2019 21:50,1
7/5/2019 22:00,1
7/5/2019 22:10,1
7/5/2019 22:20,1
7/5/2019 22:30,1
7/5/2019 22:40,1
7/5/2019 22:50,1
7/5/2019 23:00,1
7/5/2019 23:10,1
7/5/2019 23:20,1
7/5/2019 23:30,1
7/5/2019 23:40,1
7/5/2019 23:50,1
7/6/2019 0:00,1
7/6/2019 0:10,1
7/6/2019 0:20,1
7/6/2019 0:30,1
7/6/2019 0:40,1
7/6/2019 0:50,1
7/6/2019 1:00,1
7/6/2019 1:10,1
7/6/2019 1:20,1
7/6/2019 1:30,1
7/6/2019 1:40,1
7/6/2019 1:50,1
7/6/2019 2:00,1
7/6/2019 2:10,1
7/6/2019 2:20,1
7/6/2019 2:30,1
7/6/2019 2:40,1
7/6/2019 2:50,1
7/6/2019 3:00,1
7/6/2019 3:10,1
7/6/2019 3:20,1
7/6/2019 3:30,1
7/6/2019 3:40,1
7/6/2019 3:50,1
7/6/2019 4:00,1
7/6/2019 4:10,1
7/6/2019 4:20,1
7/6/2019 4:30,1
7/6/2019 4:40,1
7/6/2019 4:50,1
7/6/2019 5:00,1
7/6/2019 5:10,1
7/6/2019 5:20,1
7/6/2019 5:30,1
7/6/2019 5:40,1
7/6/2019 5:50,1
7/6/2019 6:00,1
7/6/2019 6:10,1
7/6/2019 6:20,1
7/6/2019 6:30,1
7/6/2019 6:40,1
7/6/2019 6:50,1
7/6/2019 7:00,1
7/6/2019 7:10,1
7/6/2019 7:20,1
7/6/2019 7:30,1
7/6/2019 7:40,1
7/6/2019 7:50,1
7/6/2019 8:00,1
7/6/2019 8:10,1
7/6/2019 8:20,2
7/6/2019 8:30,3
7/6/2019 8:40,3
7/6/2019 8:50,3
7/6/2019 9:00,3
7/6/2019 9:10,3
7/6/2019 9:20,3
7/6/2019 9:30,3
7/6/2019 9:40,3
7/6/2019 9:50,3
7/6/2019 10:00,3
7/6/2019 10:10,3
7/6/2019 10:20,3
7/6/2019 10:30,3
7/6/2019 10:40,3
7/6/2019 10:50,3
7/6/2019 11:00,3
7/6/2019 11:10,3
7/6/2019 11:20,3
7/6/2019 11:30,3
7/6/2019 11:40,3
7/6/2019 11:50,3
7/6/2019 12:00,3
7/6/2019 12:10,2
7/6/2019 12:20,2
7/6/2019 12:30,2
7/6/2019 12:40,2
7/6/2019 12:50,2
7/6/2019 13:00,2
7/6/2019 13:10,2
7/6/2019 13:20,2
7/6/2019 13:30,2
7/6/2019 13:40,2
7/6/2019 13:50,2
7/6/2019 14:00,2
7/6/2019 14:10,2
7/6/2019 14:20,2
7/6/2019 14:30,2
7/6/2019 14:40,2
7/6/2019 14:50,2
7/6/2019 15:00,2
7/6/2019 15:10,2
7/6/2019 15:20,2
7/6/2019 15:30,2
7/6/2019 15:40,2
7/6/2019 15:50,2
7/6/2019 16:00,2
7/6/2019 16:10,2
7/6/2019 16:20,2
7/6/2019 16:30,3
7/6/2019 16:40,3
7/6/2019 16:50,3
7/6/2019 17:00,4
7/6/2019 17:10,3
7/6/2019 17:20,4
7/6/2019 17:30,4
7/6/2019 17:40,4
7/6/2019 17:50,2
7/6/2019 18:00,1
7/6/2019 18:10,1
7/6/2019 18:20,1
7/6/2019 18:30,1
7/6/2019 18:40,1
7/6/2019 18:50,1
7/6/2019 19:00,1
7/6/2019 19:10,1
7/6/2019 19:20,1
7/6/2019 19:30,1
7/6/2019 19:40,1
7/6/2019 19:50,1
7/6/2019 20:00,1
7/6/2019 20:10,1
7/6/2019 20:20,1
7/6/2019 20:30,1
7/6/2019 20:40,1
7/6/2019 20:50,1
7/6/2019 21:00,1
7/6/2019 21:10,1
7/6/2019 21:20,1
7/6/2019 21:30,1
7/6/2019 21:40,1
7/6/2019 21:50,1
7/6/2019 22:00,1
7/6/2019 22:10,1
7/6/2019 22:20,1
7/6/2019 22:30,1
7/6/2019 22:40,1
7/6/2019 22:50,1
7/6/2019 23:00,2
7/6/2019 23:10,2
7/6/2019 23:20,1
7/6/2019 23:30,1
7/6/2019 23:40,1
7/6/2019 23:50,1
7/7/2019 0:00,1
7/7/2019 0:10,1
7/7/2019 0:20,1
7/7/2019 0:30,1
7/7/2019 0:40,1
7/7/2019 0:50,1
7/7/2019 1:00,1
7/7/2019 1:10,1
7/7/2019 1:20,1
7/7/2019 1:30,1
7/7/2019 1:40,1
7/7/2019 1:50,1
7/7/2019 2:00,1
7/7/2019 2:10,1
7/7/2019 2:20,1
7/7/2019 2:30,1
7/7/2019 2:40,1
7/7/2019 2:50,1
7/7/2019 3:00,1
7/7/2019 3:10,1
7/7/2019 3:20,1
7/7/2019 3:30,1
7/7/2019 3:40,1
7/7/2019 3:50,1
7/7/2019 4:00,1
7/7/2019 4:10,1
7/7/2019 4:20,1
7/7/2019 4:30,1
7/7/2019 4:40,1
7/7/2019 4:50,1
7/7/2019 5:00,1
7/7/2019 5:10,1
7/7/2019 5:20,1
7/7/2019 5:30,1
7/7/2019 5:40,1
7/7/2019 5:50,1
7/7/2019 6:00,1
7/7/2019 6:10,1
7/7/2019 6:20,1
7/7/2019 6:30,1
7/7/2019 6:40,1
7/7/2019 6:50,1
7/7/2019 7:00,1
7/7/2019 7:10,1
7/7/2019 7:20,1
7/7/2019 7:30,1
7/7/2019 7:40,1
7/7/2019 7:50,1
7/7/2019 8:00,1
7/7/2019 8:10,1
7/7/2019 8:20,1
7/7/2019 8:30,1
7/7/2019 8:40,1
7/7/2019 8:50,1
7/7/2019 9:00,1
7/7/2019 9:10,1
7/7/2019 9:20,1
7/7/2019 9:30,1
7/7/2019 9:40,1
7/7/2019 9:50,1
7/7/2019 10:00,1
7/7/2019 10:10,1
7/7/2019 10:20,1
7/7/2019 10:30,3
7/7/2019 10:40,2
7/7/2019 10:50,3
7/7/2019 11:00,2
7/7/2019 11:10,3
7/7/2019 11:20,3
7/7/2019 11:30,3
7/7/2019 11:40,3
7/7/2019 11:50,3
7/7/2019 12:00,3
7/7/2019 12:10,3
7/7/2019 12:20,3
7/7/2019 12:30,3
7/7/2019 12:40,3
7/7/2019 12:50,3
7/7/2019 13:00,3
7/7/2019 13:10,3
7/7/2019 13:20,4
7/7/2019 13:30,4
7/7/2019 13:40,4
7/7/2019 13:50,4
7/7/2019 14:00,4
7/7/2019 14:10,4
7/7/2019 14:20,4
7/7/2019 14:30,4
7/7/2019 14:40,3
7/7/2019 14:50,4
7/7/2019 15:00,3
7/7/2019 15:10,3
7/7/2019 15:20,3
7/7/2019 15:30,3
7/7/2019 15:40,2
7/7/2019 15:50,2
7/7/2019 16:00,3
7/7/2019 16:10,2
7/7/2019 16:20,2
7/7/2019 16:30,2
7/7/2019 16:40,2
7/7/2019 16:50,2
7/7/2019 17:00,3
7/7/2019 17:10,3
7/7/2019 17:20,2
7/7/2019 17:30,2
7/7/2019 17:40,2
7/7/2019 17:50,2
7/7/2019 18:00,3
7/7/2019 18:10,3
7/7/2019 18:20,3
7/7/2019 18:30,3
7/7/2019 18:40,3
7/7/2019 18:50,2
7/7/2019 19:00,1
7/7/2019 19:10,1
7/7/2019 19:20,1
7/7/2019 19:30,1
7/7/2019 19:40,1
7/7/2019 19:50,1
7/7/2019 20:00,1
7/7/2019 20:10,1
7/7/2019 20:20,1
7/7/2019 20:30,1
7/7/2019 20:40,1
7/7/2019 20:50,1
7/7/2019 21:00,1
7/7/2019 21:10,1
7/7/2019 21:20,1
7/7/2019 21:30,1
7/7/2019 21:40,1
7/7/2019 21:50,2
7/7/2019 22:00,2
7/7/2019 22:10,2
7/7/2019 22:20,3
7/7/2019 22:30,3
7/7/2019 22:40,2
7/7/2019 22:50,2
7/7/2019 23:00,2
7/7/2019 23:10,2
7/7/2019 23:20,2
7/7/2019 23:30,2
7/7/2019 23:40,2
7/7/2019 23:50,2
7/8/2019 0:00,2
7/8/2019 0:10,2
7/8/2019 0:20,2
7/8/2019 0:30,2
7/8/2019 0:40,2
7/8/2019 0:50,2
7/8/2019 1:00,2
7/8/2019 1:10,2
7/8/2019 1:20,2
7/8/2019 1:30,2
7/8/2019 1:40,2
7/8/2019 1:50,2
7/8/2019 2:00,2
7/8/2019 2:10,2
7/8/2019 2:20,2
7/8/2019 2:30,2
7/8/2019 2:40,2
7/8/2019 2:50,2
7/8/2019 3:00,2
7/8/2019 3:10,2
7/8/2019 3:20,2
7/8/2019 3:30,2
7/8/2019 3:40,2
7/8/2019 3:50,2
7/8/2019 4:00,2
7/8/2019 4:10,2
7/8/2019 4:20,2
7/8/2019 4:30,2
7/8/2019 4:40,2
7/8/2019 4:50,2
7/8/2019 5:00,2
7/8/2019 5:10,2
7/8/2019 5:20,2
7/8/2019 5:30,2
7/8/2019 5:40,2
7/8/2019 5:50,2
7/8/2019 6:00,2
7/8/2019 6:10,2
7/8/2019 6:20,2
7/8/2019 6:30,2
7/8/2019 6:40,2
7/8/2019 6:50,2
