,AP.VIRIDIAN2_Total_Count
2019-07-02 06:02:30.640014600,3
2019-07-02 06:02:30.656005800,3
2019-07-02 06:02:30.693008400,3
2019-07-02 06:02:30.704010000,3
2019-07-02 06:02:30.736007600,3
2019-07-02 06:02:30.738006500,3
2019-07-02 06:02:30.750000000,3
2019-07-02 06:03:30.635009700,3
2019-07-02 06:03:30.652008000,3
2019-07-02 06:03:30.688003500,3
2019-07-02 06:03:30.700012200,3
2019-07-02 06:03:30.735000600,3
2019-07-02 06:03:30.737014700,3
2019-07-02 06:03:30.748001000,3
2019-07-02 06:04:30.638000400,3
2019-07-02 06:04:30.656005800,3
2019-07-02 06:04:30.690002400,3
2019-07-02 06:04:30.702011100,3
2019-07-02 06:04:30.737014700,3
2019-07-02 06:04:30.739013600,3
2019-07-02 06:04:30.752014100,3
2019-07-02 06:05:30.639007500,3
2019-07-02 06:05:30.656005800,3
2019-07-02 06:05:30.692001300,3
2019-07-02 06:05:30.706008900,3
2019-07-02 06:05:30.740005400,3
2019-07-02 06:05:30.742004300,3
2019-07-02 06:05:30.753005900,3
2019-07-02 06:06:30.645004200,3
2019-07-02 06:06:30.666000300,3
2019-07-02 06:06:30.702011100,3
2019-07-02 06:06:30.714004500,3
2019-07-02 06:06:30.749008100,3
2019-07-02 06:06:30.751007000,3
2019-07-02 06:06:30.763000400,3
2019-07-02 06:07:30.648010200,3
2019-07-02 06:07:30.665008500,3
2019-07-02 06:07:30.700012200,3
2019-07-02 06:07:30.711013700,3
2019-07-02 06:07:30.744003200,3
2019-07-02 06:07:30.746002100,3
2019-07-02 06:07:30.758010800,3
2019-07-02 06:08:30.654006900,3
2019-07-02 06:08:30.673004100,3
2019-07-02 06:08:30.710006700,3
2019-07-02 06:08:30.723007200,3
2019-07-02 06:08:30.758010800,3
2019-07-02 06:08:30.760009700,3
2019-07-02 06:08:30.773010200,3
2019-07-02 06:09:30.663009600,3
2019-07-02 06:09:30.681015000,3
2019-07-02 06:09:30.716003400,3
2019-07-02 06:09:30.727005000,3
2019-07-02 06:09:30.762008600,3
2019-07-02 06:09:30.764007500,3
2019-07-02 06:09:30.776000900,3
2019-07-02 06:11:30.688003500,3
2019-07-02 06:11:30.705001800,3
2019-07-02 06:11:30.742004300,3
2019-07-02 06:11:30.754013000,3
2019-07-02 06:11:30.789001400,3
2019-07-02 06:11:30.791000300,3
2019-07-02 06:11:30.803009000,3
2019-07-02 06:12:30.687011700,3
2019-07-02 06:12:30.704010000,3
2019-07-02 06:12:30.739013600,3
2019-07-02 06:12:30.752014100,3
2019-07-02 06:12:30.786010700,3
2019-07-02 06:12:30.788009600,3
2019-07-02 06:12:30.800003000,3
2019-07-02 06:13:30.704010000,3
2019-07-02 06:13:30.723007200,3
2019-07-02 06:13:30.765014600,3
2019-07-02 06:13:30.778015100,3
2019-07-02 06:13:30.811004600,3
2019-07-02 06:13:30.813003500,3
2019-07-02 06:13:30.826004000,3
2019-07-02 06:14:30.725006100,3
2019-07-02 06:14:30.744003200,3
2019-07-02 06:14:30.779006900,3
2019-07-02 06:14:30.792007400,3
2019-07-02 06:14:30.831008900,3
2019-07-02 06:14:30.833007800,3
2019-07-02 06:14:30.845001200,3
2019-07-02 06:15:30.708007800,3
2019-07-02 06:15:30.727005000,3
2019-07-02 06:15:30.763000400,3
2019-07-02 06:15:30.774002000,3
2019-07-02 06:15:30.813003500,3
2019-07-02 06:15:30.814010600,3
2019-07-02 06:15:30.827011100,3
2019-07-02 06:16:30.712005600,3
2019-07-02 06:16:30.729003900,3
2019-07-02 06:16:30.764007500,3
2019-07-02 06:16:30.776000900,3
2019-07-02 06:16:30.809005700,3
2019-07-02 06:16:30.811004600,3
2019-07-02 06:16:30.823013300,3
2019-07-02 06:17:30.729003900,3
2019-07-02 06:17:30.747009200,3
2019-07-02 06:17:30.781005800,3
2019-07-02 06:17:30.792007400,3
2019-07-02 06:17:30.827011100,3
2019-07-02 06:17:30.829010000,3
2019-07-02 06:17:30.841003400,3
2019-07-02 06:18:30.727005000,3
2019-07-02 06:18:30.744003200,3
2019-07-02 06:18:30.780014000,3
2019-07-02 06:18:30.793014500,3
2019-07-02 06:18:30.826004000,3
2019-07-02 06:18:30.828002900,3
2019-07-02 06:18:30.840011500,3
2019-07-02 06:19:30.744003200,3
2019-07-02 06:19:30.761001500,3
2019-07-02 06:19:30.818008400,3
2019-07-02 06:19:30.829010000,3
2019-07-02 06:19:30.862014700,3
2019-07-02 06:19:30.864013600,3
2019-07-02 06:19:30.875000000,3
2019-07-02 06:21:30.767013500,3
2019-07-02 06:21:30.786010700,3
2019-07-02 06:21:30.832000700,3
2019-07-02 06:21:30.844009300,3
2019-07-02 06:21:30.881011900,3
2019-07-02 06:21:30.883010800,3
2019-07-02 06:21:30.895004200,3
2019-07-02 06:22:30.761001500,3
2019-07-02 06:22:30.780014000,3
2019-07-02 06:22:30.816009500,3
2019-07-02 06:22:30.828002900,3
2019-07-02 06:22:30.863006500,3
2019-07-02 06:22:30.865005400,3
2019-07-02 06:22:30.877014100,3
2019-07-02 06:23:30.775009100,3
2019-07-02 06:23:30.793014500,3
2019-07-02 06:23:30.828002900,3
2019-07-02 06:23:30.840011500,3
2019-07-02 06:23:30.877014100,3
2019-07-02 06:23:30.879013000,3
2019-07-02 06:23:30.893005300,3
2019-07-02 06:24:30.791000300,3
2019-07-02 06:24:30.808013900,3
2019-07-02 06:24:30.851013100,3
2019-07-02 06:24:30.863006500,3
2019-07-02 06:24:30.895004200,3
2019-07-02 06:24:30.897003100,3
2019-07-02 06:24:30.908004700,3
2019-07-02 06:25:30.798004100,3
2019-07-02 06:25:30.817001300,3
2019-07-02 06:25:30.852005000,3
2019-07-02 06:25:30.863006500,3
2019-07-02 06:25:30.902008000,3
2019-07-02 06:25:30.904006900,3
2019-07-02 06:25:30.916000300,3
2019-07-02 06:26:30.821014400,3
2019-07-02 06:26:30.838012600,3
2019-07-02 06:26:30.879013000,3
2019-07-02 06:26:30.891006400,3
2019-07-02 06:26:30.924011200,3
2019-07-02 06:26:30.925003000,3
2019-07-02 06:26:30.937011700,3
2019-07-02 06:27:30.815002400,3
2019-07-02 06:27:30.832000700,3
2019-07-02 06:27:30.868011400,3
2019-07-02 06:27:30.879013000,3
2019-07-02 06:27:30.916000300,3
2019-07-02 06:27:30.917007400,3
2019-07-02 06:27:30.929000800,3
2019-07-02 06:28:30.820007300,3
2019-07-02 06:28:30.838012600,3
2019-07-02 06:28:30.876007000,3
2019-07-02 06:28:30.889007500,3
2019-07-02 06:28:30.928009000,3
2019-07-02 06:28:30.930007900,3
2019-07-02 06:28:30.944000200,3
2019-07-02 06:29:30.819000200,3
2019-07-02 06:29:30.837005600,3
2019-07-02 06:29:30.881011900,3
2019-07-02 06:29:30.892013500,3
2019-07-02 06:29:30.925003000,3
2019-07-02 06:29:30.927001900,3
2019-07-02 06:29:30.939010600,3
2019-07-02 06:31:30.844009300,3
2019-07-02 06:31:30.863006500,3
2019-07-02 06:31:30.898010200,3
2019-07-02 06:31:30.911010700,3
2019-07-02 06:31:30.950012200,3
2019-07-02 06:31:30.952011100,3
2019-07-02 06:31:30.966003400,3
2019-07-02 06:32:30.852005000,3
2019-07-02 06:32:30.869003200,3
2019-07-02 06:32:30.911010700,3
2019-07-02 06:32:30.922012300,3
2019-07-02 06:32:30.955001800,3
2019-07-02 06:32:30.957000700,3
2019-07-02 06:32:30.968002300,3
2019-07-02 06:33:30.845001200,3
2019-07-02 06:33:30.863006500,3
2019-07-02 06:33:30.906005800,3
2019-07-02 06:33:30.919006300,3
2019-07-02 06:33:30.960006700,3
2019-07-02 06:33:30.962005600,3
2019-07-02 06:33:30.974014200,3
2019-07-02 06:34:30.851013100,3
2019-07-02 06:34:30.868011400,3
2019-07-02 06:34:30.906005800,3
2019-07-02 06:34:30.918014500,3
2019-07-02 06:34:30.955001800,3
2019-07-02 06:34:30.957000700,3
2019-07-02 06:34:30.968002300,3
2019-07-02 06:35:30.872009200,3
2019-07-02 06:35:30.889007500,3
2019-07-02 06:35:30.930007900,3
2019-07-02 06:35:30.942001300,3
2019-07-02 06:35:30.977005000,3
2019-07-02 06:35:30.979003900,3
2019-07-02 06:35:30.991012500,3
2019-07-02 06:36:30.886001500,3
2019-07-02 06:36:30.903015100,3
2019-07-02 06:36:30.938003500,3
2019-07-02 06:36:30.949005100,3
2019-07-02 06:36:30.984008700,3
2019-07-02 06:36:30.985000600,3
2019-07-02 06:36:30.997009200,3
2019-07-02 06:37:30.890014600,3
2019-07-02 06:37:30.907012900,3
2019-07-02 06:37:30.948013300,3
2019-07-02 06:37:30.962005600,3
2019-07-02 06:37:30.999008100,3
2019-07-02 06:37:31.001007000,3
2019-07-02 06:37:31.013000400,3
2019-07-02 06:38:30.915008500,3
2019-07-02 06:38:30.932006800,3
2019-07-02 06:38:30.969009300,3
2019-07-02 06:38:30.980010900,3
2019-07-02 06:38:31.018005300,3
2019-07-02 06:38:31.019012400,3
2019-07-02 06:38:31.031005800,3
2019-07-02 06:39:30.903015100,3
2019-07-02 06:39:30.920013400,3
2019-07-02 06:39:30.953002900,3
2019-07-02 06:39:30.964004500,3
2019-07-02 06:39:31.002014100,3
2019-07-02 06:39:31.003005900,3
2019-07-02 06:39:31.015014600,3
2019-07-02 06:41:30.916000300,3
2019-07-02 06:41:30.935012800,3
2019-07-02 06:41:30.980010900,3
2019-07-02 06:41:30.994003200,3
2019-07-02 06:41:31.031005800,3
2019-07-02 06:41:31.033004700,3
2019-07-02 06:41:31.045013400,3
2019-07-02 06:42:30.926010100,3
2019-07-02 06:42:30.943008400,3
2019-07-02 06:42:30.978012000,3
2019-07-02 06:42:30.989013600,3
2019-07-02 06:42:31.025009100,3
2019-07-02 06:42:31.026000900,3
2019-07-02 06:42:31.038009600,3
2019-07-02 06:43:30.951004000,3
2019-07-02 06:43:30.969009300,3
2019-07-02 06:43:31.005004800,3
2019-07-02 06:43:31.017013500,3
2019-07-02 06:43:31.051010100,3
2019-07-02 06:43:31.053009000,3
2019-07-02 06:43:31.066009500,3
2019-07-02 06:44:30.957000700,3
2019-07-02 06:44:30.975006100,3
2019-07-02 06:44:31.013000400,3
2019-07-02 06:44:31.025009100,3
2019-07-02 06:44:31.061004600,3
2019-07-02 06:44:31.062011700,3
2019-07-02 06:44:31.074005100,3
2019-07-02 06:45:30.949005100,3
2019-07-02 06:45:30.966003400,3
2019-07-02 06:45:31.004013000,3
2019-07-02 06:45:31.015014600,3
2019-07-02 06:45:31.050003000,3
2019-07-02 06:45:31.052001900,3
2019-07-02 06:45:31.065002400,3
2019-07-02 06:46:30.955001800,3
2019-07-02 06:46:30.973007200,3
2019-07-02 06:46:31.010009700,3
2019-07-02 06:46:31.021011300,3
2019-07-02 06:46:31.070007300,3
2019-07-02 06:46:31.072006200,3
2019-07-02 06:46:31.084014800,3
2019-07-02 06:47:30.975006100,3
2019-07-02 06:47:30.992004300,3
2019-07-02 06:47:31.029006900,3
2019-07-02 06:47:31.042007400,3
2019-07-02 06:47:31.079010000,3
2019-07-02 06:47:31.081008900,3
2019-07-02 06:47:31.093002300,3
2019-07-02 06:48:30.988006500,3
2019-07-02 06:48:31.005004800,3
2019-07-02 06:48:31.046005200,3
2019-07-02 06:48:31.058013900,3
2019-07-02 06:48:31.091003400,3
2019-07-02 06:48:31.093002300,3
2019-07-02 06:48:31.105010900,3
2019-07-02 06:49:30.996002100,3
2019-07-02 06:49:31.013000400,3
2019-07-02 06:49:31.050003000,3
2019-07-02 06:49:31.061004600,3
2019-07-02 06:49:31.104003900,3
2019-07-02 06:49:31.106002800,3
2019-07-02 06:49:31.117004300,3
2019-07-02 06:51:31.000000000,3
2019-07-02 06:51:31.018005300,3
2019-07-02 06:51:31.054000800,3
2019-07-02 06:51:31.065002400,3
2019-07-02 06:51:31.103012000,3
2019-07-02 06:51:31.105010900,3
2019-07-02 06:51:31.119003200,3
2019-07-02 06:52:31.002014100,3
2019-07-02 06:52:31.021011300,3
2019-07-02 06:52:31.058013900,3
2019-07-02 06:52:31.070007300,3
2019-07-02 06:52:31.106002800,3
2019-07-02 06:52:31.108001700,3
2019-07-02 06:52:31.121002100,3
2019-07-02 06:53:31.040008500,3
2019-07-02 06:53:31.059005700,3
2019-07-02 06:53:31.093002300,3
2019-07-02 06:53:31.105010900,3
2019-07-02 06:53:31.147003100,3
2019-07-02 06:53:31.148010200,3
2019-07-02 06:53:31.161010700,3
2019-07-02 06:54:31.024002000,3
2019-07-02 06:54:31.041000300,3
2019-07-02 06:54:31.084014800,3
2019-07-02 06:54:31.097000100,3
2019-07-02 06:54:31.131011900,3
2019-07-02 06:54:31.132003700,3
2019-07-02 06:54:31.146011300,3
2019-07-02 06:55:31.049011200,3
2019-07-02 06:55:31.065002400,3
2019-07-02 06:55:31.102005000,3
2019-07-02 06:55:31.113006500,3
2019-07-02 06:55:31.153015100,3
2019-07-02 06:55:31.155014000,3
2019-07-02 06:55:31.166000300,3
2019-07-02 06:56:31.055007900,3
2019-07-02 06:56:31.074005100,3
2019-07-02 06:56:31.110000600,3
2019-07-02 06:56:31.123001000,3
2019-07-02 06:56:31.165008500,3
2019-07-02 06:56:31.167007400,3
2019-07-02 06:56:31.181015000,3
2019-07-02 06:57:31.059005700,3
2019-07-02 06:57:31.077011100,3
2019-07-02 06:57:31.114013600,3
2019-07-02 06:57:31.127014100,3
2019-07-02 06:57:31.163009600,3
2019-07-02 06:57:31.165008500,3
2019-07-02 06:57:31.177001900,3
2019-07-02 06:58:31.067001300,3
2019-07-02 06:58:31.086013700,3
2019-07-02 06:58:31.121002100,3
2019-07-02 06:58:31.134002600,3
2019-07-02 06:58:31.173004100,3
2019-07-02 06:58:31.174011200,3
2019-07-02 06:58:31.187011700,3
2019-07-02 06:59:31.070007300,3
2019-07-02 06:59:31.089004500,3
2019-07-02 06:59:31.129013000,3
2019-07-02 06:59:31.141006400,3
2019-07-02 06:59:31.174011200,3
2019-07-02 06:59:31.176010100,3
2019-07-02 06:59:31.188003500,3
2019-07-02 07:01:31.095001200,3
2019-07-02 07:01:31.112014700,3
2019-07-02 07:01:31.145004200,3
2019-07-02 07:01:31.158004700,3
2019-07-02 07:01:31.196014400,3
2019-07-02 07:01:31.198013300,3
2019-07-02 07:01:31.210006700,3
2019-07-02 07:02:31.094009300,3
2019-07-02 07:02:31.113006500,3
2019-07-02 07:02:31.149002000,3
2019-07-02 07:02:31.163009600,3
2019-07-02 07:02:31.203002900,3
2019-07-02 07:02:31.204010000,3
2019-07-02 07:02:31.217010400,3
2019-07-02 07:03:31.102005000,3
2019-07-02 07:03:31.120010300,3
2019-07-02 07:03:31.156005800,3
2019-07-02 07:03:31.169006300,3
2019-07-02 07:03:31.203002900,3
2019-07-02 07:03:31.205001800,3
2019-07-02 07:03:31.217010400,3
2019-07-02 07:04:31.113006500,3
2019-07-02 07:04:31.130004800,3
2019-07-02 07:04:31.164001400,3
2019-07-02 07:04:31.175003000,3
2019-07-02 07:04:31.213012600,3
2019-07-02 07:04:31.215011500,3
2019-07-02 07:04:31.227005000,3
2019-07-02 07:05:31.107009800,3
2019-07-02 07:05:31.124008100,3
2019-07-02 07:05:31.167007400,3
2019-07-02 07:05:31.179000800,3
2019-07-02 07:05:31.212005600,3
2019-07-02 07:05:31.214004500,3
2019-07-02 07:05:31.227005000,3
2019-07-02 07:06:31.123001000,3
2019-07-02 07:06:31.140014600,3
2019-07-02 07:06:31.176010100,3
