threshold,COR-MOR_logistic,COR-MOR_percentile,COR-MOR_perfect,ROC_x_percentile,ROC_y_percentile,ROC_x_logistic,ROC_y_logistic,ROC_x_perfect,ROC_y_perfect,CMC_x_percentile,CMC_y_percentile,CMC_x_logistic,CMC_y_logistic,CMC_x_perfect,CMC_y_perfect
0.267,inf,inf,0,0.350906096,1,0.376029654,1,,,0,0.350906096,0,0.376029654,,
0.268,inf,inf,0,0.350906096,1,0.376029654,1,,,0,0.350906096,0,0.376029654,,
0.269,inf,inf,0,0.350906096,1,0.376029654,1,,,0,0.350906096,0,0.376029654,,
0.27,inf,inf,0,0.350082372,1,0.376029654,1,,,0,0.350082372,0,0.376029654,,
0.271,inf,inf,0,0.350082372,1,0.376029654,1,,,0,0.350082372,0,0.376029654,,
0.272,inf,inf,0,0.350082372,1,0.376029654,1,,,0,0.350082372,0,0.376029654,,
0.273,inf,inf,0,0.350082372,1,0.375617792,1,,,0,0.350082372,0,0.375617792,,
0.274,inf,inf,0,0.350082372,1,0.375617792,1,,,0,0.350082372,0,0.375617792,,
0.275,inf,inf,0,0.350082372,1,0.375617792,1,,,0,0.350082372,0,0.375617792,,
0.276,inf,inf,0,0.350082372,1,0.375617792,1,,,0,0.350082372,0,0.375617792,,
0.277,inf,inf,0,0.350082372,1,0.375617792,1,,,0,0.350082372,0,0.375617792,,
0.278,inf,inf,0,0.350082372,1,0.375617792,1,,,0,0.350082372,0,0.375617792,,
0.279,inf,inf,0,0.350082372,1,0.375617792,1,,,0,0.350082372,0,0.375617792,,
0.28,inf,inf,0,0.350082372,1,0.375617792,1,,,0,0.350082372,0,0.375617792,,
0.281,inf,inf,0,0.350082372,1,0.375617792,1,,,0,0.350082372,0,0.375617792,,
0.282,inf,inf,0,0.349670511,1,0.375617792,1,,,0,0.349670511,0,0.375617792,,
0.283,inf,inf,0,0.349258649,1,0.375617792,1,,,0,0.349258649,0,0.375617792,,
0.284,inf,inf,0,0.348846787,1,0.375617792,1,,,0,0.348846787,0,0.375617792,,
0.285,inf,inf,0,0.348846787,1,0.375617792,1,,,0,0.348846787,0,0.375617792,,
0.286,inf,inf,0,0.348434926,1,0.375617792,1,,,0,0.348434926,0,0.375617792,,
0.287,inf,inf,0,0.348434926,1,0.375617792,1,,,0,0.348434926,0,0.375617792,,
0.288,inf,inf,0,0.348434926,1,0.375617792,1,,,0,0.348434926,0,0.375617792,,
0.289,inf,inf,0,0.348434926,1,0.375617792,1,,,0,0.348434926,0,0.375617792,,
0.29,inf,inf,0,0.348434926,1,0.375617792,1,,,0,0.348434926,0,0.375617792,,
0.291,inf,inf,0,0.348434926,1,0.375617792,1,,,0,0.348434926,0,0.375617792,,
0.292,inf,inf,0,0.348434926,1,0.375617792,1,,,0,0.348434926,0,0.375617792,,
0.293,inf,inf,0,0.348434926,1,0.375617792,1,,,0,0.348434926,0,0.375617792,,
0.294,inf,inf,0,0.348434926,1,0.375205931,1,,,0,0.348434926,0,0.375205931,,
0.295,inf,inf,0,0.347611203,1,0.375205931,1,,,0,0.347611203,0,0.375205931,,
0.296,inf,inf,0,0.347611203,1,0.375205931,1,,,0,0.347611203,0,0.375205931,,
0.297,inf,inf,0,0.347199341,1,0.374794069,1,,,0,0.347199341,0,0.374794069,,
0.298,inf,inf,0,0.347199341,1,0.374794069,1,,,0,0.347199341,0,0.374794069,,
0.299,inf,inf,0,0.347199341,1,0.374794069,1,,,0,0.347199341,0,0.374794069,,
0.3,inf,inf,0,0.347199341,1,0.374794069,1,,,0,0.347199341,0,0.374794069,,
0.301,inf,inf,0,0.347199341,1,0.374794069,1,,,0,0.347199341,0,0.374794069,,
0.302,inf,inf,0,0.347199341,1,0.374794069,1,,,0,0.347199341,0,0.374794069,,
0.303,inf,inf,0,0.346787479,1,0.374794069,1,,,0,0.346787479,0,0.374794069,,
0.304,inf,inf,0,0.346787479,1,0.374794069,1,,,0,0.346787479,0,0.374794069,,
0.305,inf,inf,0,0.346787479,1,0.374794069,1,,,0,0.346787479,0,0.374794069,,
0.306,inf,inf,0,0.346787479,1,0.374794069,1,,,0,0.346787479,0,0.374794069,,
0.307,inf,inf,0,0.346375618,1,0.374794069,1,,,0,0.346375618,0,0.374794069,,
0.308,inf,inf,0,0.346375618,1,0.374794069,1,,,0,0.346375618,0,0.374794069,,
0.309,inf,inf,0,0.346375618,1,0.374794069,1,,,0,0.346375618,0,0.374794069,,
0.31,inf,inf,0,0.346375618,1,0.374794069,1,,,0,0.346375618,0,0.374794069,,
0.311,inf,inf,0,0.346375618,1,0.374382208,1,,,0,0.346375618,0,0.374382208,,
0.312,inf,inf,0,0.345963756,1,0.374382208,1,,,0,0.345963756,0,0.374382208,,
0.313,inf,inf,0,0.345551895,1,0.374382208,1,,,0,0.345551895,0,0.374382208,,
0.314,inf,1249.861203,0,0.345551895,0.999723528,0.374382208,1,,,0.000276472,0.345551895,0,0.374382208,,
0.315,inf,1249.861203,0,0.345551895,0.999723528,0.374382208,1,,,0.000276472,0.345551895,0,0.374382208,,
0.316,inf,1248.371499,0,0.345140033,0.999723528,0.374382208,1,,,0.000276472,0.345140033,0,0.374382208,,
0.317,inf,1248.371499,0,0.345140033,0.999723528,0.374382208,1,,,0.000276472,0.345140033,0,0.374382208,,
0.318,inf,1248.371499,0,0.345140033,0.999723528,0.373970346,1,,,0.000276472,0.345140033,0,0.373970346,,
0.319,inf,623.4408979,0,0.344728171,0.999447056,0.373970346,1,,,0.000552944,0.344728171,0,0.373970346,,
0.32,inf,623.4408979,0,0.344728171,0.999447056,0.373558484,1,,,0.000552944,0.344728171,0,0.373558484,,
0.321,inf,623.4408979,0,0.344728171,0.999447056,0.373558484,1,,,0.000552944,0.344728171,0,0.373558484,,
0.322,inf,622.6960461,0,0.34431631,0.999447056,0.373558484,1,,,0.000552944,0.34431631,0,0.373558484,,
0.323,inf,622.6960461,0,0.34431631,0.999447056,0.373146623,1,,,0.000552944,0.34431631,0,0.373146623,,
0.324,inf,621.9511944,0,0.343904448,0.999447056,0.373146623,1,,,0.000552944,0.343904448,0,0.373146623,,
0.325,inf,621.2063427,0,0.343492586,0.999447056,0.373146623,1,,,0.000552944,0.343492586,0,0.373146623,,
0.326,inf,621.2063427,0,0.343492586,0.999447056,0.373146623,1,,,0.000552944,0.343492586,0,0.373146623,,
0.327,inf,620.4614909,0,0.343080725,0.999447056,0.373146623,1,,,0.000552944,0.343080725,0,0.373146623,,
0.328,inf,619.7166392,0,0.342668863,0.999447056,0.373146623,1,,,0.000552944,0.342668863,0,0.373146623,,
0.329,inf,619.7166392,0,0.342668863,0.999447056,0.373146623,1,,,0.000552944,0.342668863,0,0.373146623,,
0.33,inf,619.7166392,0,0.342668863,0.999447056,0.373146623,1,,,0.000552944,0.342668863,0,0.373146623,,
0.331,inf,619.7166392,0,0.342668863,0.999447056,0.373146623,1,,,0.000552944,0.342668863,0,0.373146623,,
0.332,inf,619.7166392,0,0.342668863,0.999447056,0.373146623,1,,,0.000552944,0.342668863,0,0.373146623,,
0.333,inf,413.1444261,0,0.342668863,0.999170583,0.373146623,1,,,0.000829417,0.342668863,0,0.373146623,,
0.334,inf,412.6478583,0,0.342257002,0.999170583,0.373146623,1,,,0.000829417,0.342257002,0,0.373146623,,
0.335,inf,412.6478583,0,0.342257002,0.999170583,0.373146623,1,,,0.000829417,0.342257002,0,0.373146623,,
0.336,inf,412.6478583,0,0.342257002,0.999170583,0.373146623,1,,,0.000829417,0.342257002,0,0.373146623,,
0.337,inf,412.1512905,0,0.34184514,0.999170583,0.373146623,1,,,0.000829417,0.34184514,0,0.373146623,,
0.338,inf,412.1512905,0,0.34184514,0.999170583,0.373146623,1,,,0.000829417,0.34184514,0,0.373146623,,
0.339,inf,412.1512905,0,0.34184514,0.999170583,0.373146623,1,,,0.000829417,0.34184514,0,0.373146623,,
0.34,inf,412.1512905,0,0.34184514,0.999170583,0.373146623,1,,,0.000829417,0.34184514,0,0.373146623,,
0.341,inf,411.6547227,0,0.341433278,0.999170583,0.373146623,1,,,0.000829417,0.341433278,0,0.373146623,,
0.342,inf,411.6547227,0,0.341433278,0.999170583,0.373146623,1,,,0.000829417,0.341433278,0,0.373146623,,
0.343,inf,411.6547227,0,0.341433278,0.999170583,0.373146623,1,,,0.000829417,0.341433278,0,0.373146623,,
0.344,inf,411.6547227,0,0.341433278,0.999170583,0.373146623,1,,,0.000829417,0.341433278,0,0.373146623,,
0.345,inf,411.6547227,0,0.341433278,0.999170583,0.373146623,1,,,0.000829417,0.341433278,0,0.373146623,,
0.346,inf,411.6547227,0,0.341433278,0.999170583,0.373146623,1,,,0.000829417,0.341433278,0,0.373146623,,
0.347,inf,411.6547227,0,0.341433278,0.999170583,0.373146623,1,,,0.000829417,0.341433278,0,0.373146623,,
0.348,inf,308.741042,0,0.341433278,0.998894111,0.373146623,1,,,0.001105889,0.341433278,0,0.373146623,,
0.349,inf,308.741042,0,0.341433278,0.998894111,0.372734761,1,,,0.001105889,0.341433278,0,0.372734761,,
0.35,inf,308.741042,0,0.341433278,0.998894111,0.3723229,1,,,0.001105889,0.341433278,0,0.3723229,,
0.351,inf,307.6237644,0,0.340197694,0.998894111,0.3723229,1,,,0.001105889,0.340197694,0,0.3723229,,
0.352,inf,307.2513386,0,0.339785832,0.998894111,0.3723229,1,,,0.001105889,0.339785832,0,0.3723229,,
0.353,inf,307.2513386,0,0.339785832,0.998894111,0.371911038,1,,,0.001105889,0.339785832,0,0.371911038,,
0.354,inf,307.2513386,0,0.339785832,0.998894111,0.371499176,1,,,0.001105889,0.339785832,0,0.371499176,,
0.355,inf,307.2513386,0,0.339785832,0.998894111,0.371499176,1,,,0.001105889,0.339785832,0,0.371499176,,
0.356,inf,306.8789127,0,0.33937397,0.998894111,0.371087315,1,,,0.001105889,0.33937397,0,0.371087315,,
0.357,inf,306.8789127,0,0.33937397,0.998894111,0.370675453,1,,,0.001105889,0.33937397,0,0.370675453,,
0.358,inf,306.8789127,0,0.33937397,0.998894111,0.370675453,1,,,0.001105889,0.33937397,0,0.370675453,,
0.359,inf,306.8789127,0,0.33937397,0.998894111,0.370675453,1,,,0.001105889,0.33937397,0,0.370675453,,
0.36,inf,306.5064868,0,0.338962109,0.998894111,0.370675453,1,,,0.001105889,0.338962109,0,0.370675453,,
0.361,inf,306.5064868,0,0.338962109,0.998894111,0.370675453,1,,,0.001105889,0.338962109,0,0.370675453,,
0.362,inf,306.134061,0,0.338550247,0.998894111,0.370675453,1,,,0.001105889,0.338550247,0,0.370675453,,
0.363,inf,305.3892092,0,0.337726524,0.998894111,0.370675453,1,,,0.001105889,0.337726524,0,0.370675453,,
0.364,inf,305.3892092,0,0.337726524,0.998894111,0.370675453,1,,,0.001105889,0.337726524,0,0.370675453,,
0.365,inf,244.3113674,0,0.337726524,0.998617639,0.370675453,1,,,0.001382361,0.337726524,0,0.370675453,,
0.366,inf,244.3113674,0,0.337726524,0.998617639,0.370263591,1,,,0.001382361,0.337726524,0,0.370263591,,
0.367,inf,244.0134267,0,0.337314662,0.998617639,0.36985173,1,,,0.001382361,0.337314662,0,0.36985173,,
0.368,inf,244.0134267,0,0.337314662,0.998617639,0.369439868,1,,,0.001382361,0.337314662,0,0.369439868,,
0.369,inf,243.715486,0,0.336902801,0.998617639,0.369439868,1,,,0.001382361,0.336902801,0,0.369439868,,
0.37,inf,243.4175453,0,0.336490939,0.998617639,0.369028007,1,,,0.001382361,0.336490939,0,0.369028007,,
0.371,inf,243.1196046,0,0.336079077,0.998617639,0.369028007,1,,,0.001382361,0.336079077,0,0.369028007,,
0.372,inf,243.1196046,0,0.336079077,0.998617639,0.369028007,1,,,0.001382361,0.336079077,0,0.369028007,,
0.373,inf,242.8216639,0,0.335667216,0.998617639,0.369028007,1,,,0.001382361,0.335667216,0,0.369028007,,
0.374,inf,242.8216639,0,0.335667216,0.998617639,0.369028007,1,,,0.001382361,0.335667216,0,0.369028007,,
0.375,inf,242.5237232,0,0.335255354,0.998617639,0.368616145,1,,,0.001382361,0.335255354,0,0.368616145,,
0.376,inf,242.5237232,0,0.335255354,0.998617639,0.368204283,1,,,0.001382361,0.335255354,0,0.368204283,,
0.377,inf,242.5237232,0,0.335255354,0.998617639,0.367792422,1,,,0.001382361,0.335255354,0,0.367792422,,
0.378,inf,242.5237232,0,0.335255354,0.998617639,0.367792422,1,,,0.001382361,0.335255354,0,0.367792422,,
0.379,inf,242.5237232,0,0.335255354,0.998617639,0.367792422,1,,,0.001382361,0.335255354,0,0.367792422,,
0.38,inf,242.5237232,0,0.335255354,0.998617639,0.367792422,1,,,0.001382361,0.335255354,0,0.367792422,,
0.381,inf,241.9278418,0,0.334431631,0.998617639,0.36738056,1,,,0.001382361,0.334431631,0,0.36738056,,
0.382,inf,241.6299012,0,0.334019769,0.998617639,0.36738056,1,,,0.001382361,0.334019769,0,0.36738056,,
0.383,inf,241.0340198,0,0.333196046,0.998617639,0.36738056,1,,,0.001382361,0.333196046,0,0.36738056,,
0.384,inf,200.6133992,0,0.332784185,0.998341167,0.36738056,1,,,0.001658833,0.332784185,0,0.36738056,,
0.385,inf,200.3651153,0,0.332372323,0.998341167,0.36738056,1,,,0.001658833,0.332372323,0,0.36738056,,
0.386,inf,200.3651153,0,0.332372323,0.998341167,0.36738056,1,,,0.001658833,0.332372323,0,0.36738056,,
0.387,inf,171.7415274,0,0.332372323,0.998064694,0.366968699,1,,,0.001935306,0.332372323,0,0.366968699,,
0.388,inf,171.7415274,0,0.332372323,0.998064694,0.366556837,1,,,0.001935306,0.332372323,0,0.366556837,,
0.389,inf,171.7415274,0,0.332372323,0.998064694,0.366144975,1,,,0.001935306,0.332372323,0,0.366144975,,
0.39,inf,171.5287126,0,0.331960461,0.998064694,0.365733114,1,,,0.001935306,0.331960461,0,0.365733114,,
0.391,inf,171.3158979,0,0.3315486,0.998064694,0.365321252,1,,,0.001935306,0.3315486,0,0.365321252,,
0.392,inf,171.3158979,0,0.3315486,0.998064694,0.365321252,1,,,0.001935306,0.3315486,0,0.365321252,,
0.393,inf,149.9014106,0,0.3315486,0.997788222,0.365321252,1,,,0.002211778,0.3315486,0,0.365321252,,
0.394,inf,149.9014106,0,0.3315486,0.997788222,0.365321252,1,,,0.002211778,0.3315486,0,0.365321252,,
0.395,inf,149.7151977,0,0.331136738,0.997788222,0.365321252,1,,,0.002211778,0.331136738,0,0.365321252,,
0.396,inf,149.5289848,0,0.330724876,0.997788222,0.364085667,1,,,0.002211778,0.330724876,0,0.364085667,,
0.397,inf,149.5289848,0,0.330724876,0.997788222,0.364085667,1,,,0.002211778,0.330724876,0,0.364085667,,
0.398,inf,149.5289848,0,0.330724876,0.997788222,0.363673806,1,,,0.002211778,0.330724876,0,0.363673806,,
0.399,inf,149.1565589,0,0.329901153,0.997788222,0.363673806,1,,,0.002211778,0.329901153,0,0.363673806,,
0.4,inf,132.4180853,0,0.329489292,0.99751175,0.363673806,1,,,0.00248825,0.329489292,0,0.363673806,,
0.401,inf,119.1762768,0,0.329489292,0.997235278,0.362850082,1,,,0.002764722,0.329489292,0,0.362850082,,
0.402,inf,119.0273064,0,0.32907743,0.997235278,0.362438221,1,,,0.002764722,0.32907743,0,0.362438221,,
0.403,inf,119.0273064,0,0.32907743,0.997235278,0.362026359,1,,,0.002764722,0.32907743,0,0.362026359,,
0.404,inf,108.2066422,0,0.32907743,0.996958806,0.361614498,1,,,0.003041194,0.32907743,0,0.361614498,,
0.405,inf,99.18942202,0,0.32907743,0.996682333,0.361614498,1,,,0.003317667,0.32907743,0,0.361614498,,
0.406,inf,99.18942202,0,0.32907743,0.996682333,0.361202636,1,,,0.003317667,0.32907743,0,0.361202636,,
0.407,inf,99.06528007,0,0.328665568,0.996682333,0.359967051,1,,,0.003317667,0.328665568,0,0.359967051,,
0.408,inf,99.06528007,0,0.328665568,0.996682333,0.359967051,1,,,0.003317667,0.328665568,0,0.359967051,,
0.409,inf,91.44487391,0,0.328665568,0.996405861,0.359555189,1,,,0.003594139,0.328665568,0,0.359555189,,
0.41,inf,84.9130972,0,0.328665568,0.996129389,0.359555189,1,,,0.003870611,0.328665568,0,0.359555189,,
0.411,inf,84.70028242,0,0.327841845,0.996129389,0.359143328,1,,,0.003870611,0.327841845,0,0.359143328,,
0.412,inf,84.70028242,0,0.327841845,0.996129389,0.358731466,1,,,0.003870611,0.327841845,0,0.358731466,,
0.413,inf,79.05359692,0,0.327841845,0.995852917,0.357495881,1,,,0.004147083,0.327841845,0,0.357495881,,
0.414,inf,78.95428336,0,0.327429984,0.995852917,0.35708402,1,,,0.004147083,0.327429984,0,0.35708402,,
0.415,inf,78.95428336,0,0.327429984,0.995852917,0.35708402,1,,,0.004147083,0.327429984,0,0.35708402,,
0.416,inf,78.8549698,0,0.327018122,0.995852917,0.356260297,1,,,0.004147083,0.327018122,0,0.356260297,,
0.417,inf,78.8549698,0,0.327018122,0.995852917,0.355024712,1,,,0.004147083,0.327018122,0,0.355024712,,
0.418,inf,78.75565623,0,0.32660626,0.995852917,0.355024712,1,,,0.004147083,0.32660626,0,0.355024712,,
0.419,inf,78.75565623,0,0.32660626,0.995852917,0.355024712,1,,,0.004147083,0.32660626,0,0.355024712,,
0.42,inf,78.65634267,0,0.326194399,0.995852917,0.35461285,1,,,0.004147083,0.326194399,0,0.35461285,,
0.421,inf,78.65634267,0,0.326194399,0.995852917,0.353789127,1,,,0.004147083,0.326194399,0,0.353789127,,
0.422,inf,78.45771554,0,0.325370675,0.995852917,0.353789127,1,,,0.004147083,0.325370675,0,0.353789127,,
0.423,inf,73.46100185,0,0.324958814,0.995576445,0.352965404,1,,,0.004423555,0.324958814,0,0.352965404,,
0.424,inf,69.13976645,0,0.324958814,0.995299972,0.352965404,1,,,0.004700028,0.324958814,0,0.352965404,,
0.425,inf,69.13976645,0,0.324958814,0.995299972,0.352553542,1,,,0.004700028,0.324958814,0,0.352553542,,
0.426,inf,69.13976645,0,0.324958814,0.995299972,0.35214168,1,,,0.004700028,0.324958814,0,0.35214168,,
0.427,inf,69.05213683,0,0.324546952,0.995299972,0.350906096,1,,,0.004700028,0.324546952,0,0.350906096,,
0.428,inf,69.05213683,0,0.324546952,0.995299972,0.350082372,1,,,0.004700028,0.324546952,0,0.350082372,,
0.429,inf,65.13314571,0,0.324135091,0.9950235,0.348434926,1,,,0.0049765,0.324135091,0,0.348434926,,
0.43,inf,64.9676231,0,0.323311367,0.9950235,0.348434926,1,,,0.0049765,0.323311367,0,0.348434926,,
0.431,inf,64.9676231,0,0.323311367,0.9950235,0.347611203,1,,,0.0049765,0.323311367,0,0.347611203,,
0.432,inf,64.9676231,0,0.323311367,0.9950235,0.345551895,1,,,0.0049765,0.323311367,0,0.345551895,,
0.433,inf,64.8848618,0,0.322899506,0.9950235,0.344728171,1,,,0.0049765,0.322899506,0,0.344728171,,
0.434,inf,61.39146363,0,0.322487644,0.994747028,0.343492586,1,,,0.005252972,0.322487644,0,0.343492586,,
0.435,inf,58.32189044,0,0.322487644,0.994470556,0.342257002,1,,,0.005529444,0.322487644,0,0.342257002,,
0.436,inf,55.47371931,0,0.322075783,0.994194083,0.341021417,1,,,0.005805917,0.322075783,0,0.341021417,,
0.437,inf,55.47371931,0,0.322075783,0.994194083,0.33937397,1,,,0.005805917,0.322075783,0,0.33937397,,
0.438,inf,55.33184279,0,0.321252059,0.994194083,0.338962109,1,,,0.005805917,0.321252059,0,0.338962109,,
0.439,inf,55.33184279,0,0.321252059,0.994194083,0.336490939,1,,,0.005805917,0.321252059,0,0.336490939,,
0.44,inf,55.33184279,0,0.321252059,0.994194083,0.336079077,1,,,0.005805917,0.321252059,0,0.336079077,,
0.441,inf,50.45560848,0,0.320840198,0.993641139,0.334431631,1,,,0.006358861,0.320840198,0,0.334431631,,
0.442,inf,50.39083877,0,0.320428336,0.993641139,0.333196046,1,,,0.006358861,0.320428336,0,0.333196046,,
0.443,inf,48.29122048,0,0.320428336,0.993364667,0.331136738,1,,,0.006635333,0.320428336,0,0.331136738,,
0.444,inf,46.24039539,0,0.319604613,0.993088195,0.329901153,1,,,0.006911805,0.319604613,0,0.329901153,,
0.445,inf,46.24039539,0,0.319604613,0.993088195,0.328665568,1,,,0.006911805,0.319604613,0,0.328665568,,
0.446,inf,46.18080725,0,0.319192751,0.993088195,0.327429984,1,,,0.006911805,0.319192751,0,0.327429984,,
0.447,inf,46.18080725,0,0.319192751,0.993088195,0.327429984,1,,,0.006911805,0.319192751,0,0.327429984,,
0.448,inf,46.12121911,0,0.31878089,0.993088195,0.327018122,1,,,0.006911805,0.31878089,0,0.327018122,,
0.449,inf,46.00204283,0,0.317957166,0.993088195,0.324958814,1,,,0.006911805,0.317957166,0,0.324958814,,
0.45,inf,46.00204283,0,0.317957166,0.993088195,0.322899506,1,,,0.006911805,0.317957166,0,0.322899506,,
0.451,inf,46.00204283,0,0.317957166,0.993088195,0.320840198,1,,,0.006911805,0.317957166,0,0.320840198,,
0.452,inf,46.00204283,0,0.317957166,0.993088195,0.319604613,1,,,0.006911805,0.317957166,0,0.319604613,,
0.453,inf,44.23273349,0,0.317957166,0.992811722,0.317957166,1,,,0.007188278,0.317957166,0,0.317957166,,
0.454,inf,44.23273349,0,0.317957166,0.992811722,0.315485997,1,,,0.007188278,0.317957166,0,0.315485997,,
0.455,inf,44.23273349,0,0.317957166,0.992811722,0.31383855,1,,,0.007188278,0.317957166,0,0.31383855,,
0.456,1130.684926,44.11814092,0,0.317133443,0.992811722,0.312602965,0.999723528,,,0.007188278,0.317133443,0.000276472,0.312602965,,
0.457,1127.705519,44.06084463,0,0.316721582,0.992811722,0.311779242,0.999723528,,,0.007188278,0.316721582,0.000276472,0.311779242,,
0.458,1120.257002,44.06084463,0,0.316721582,0.992811722,0.309719934,0.999723528,,,0.007188278,0.316721582,0.000276472,0.309719934,,
0.459,1120.257002,44.00354835,0,0.31630972,0.992811722,0.309719934,0.999723528,,,0.007188278,0.31630972,0.000276472,0.309719934,,
0.46,1118.767298,42.3737873,0,0.31630972,0.99253525,0.309308072,0.999723528,,,0.00746475,0.31630972,0.000276472,0.309308072,,
0.461,1114.298188,42.26343889,0,0.315485997,0.99253525,0.308072488,0.999723528,,,0.00746475,0.315485997,0.000276472,0.308072488,,
0.462,1112.808484,42.20826469,0,0.315074135,0.99253525,0.307660626,0.999723528,,,0.00746475,0.315074135,0.000276472,0.307660626,,
0.463,1111.318781,40.64762297,0,0.314662273,0.992258778,0.307248764,0.999723528,,,0.007741222,0.314662273,0.000276472,0.307248764,,
0.464,1109.829077,40.54121558,0,0.31383855,0.992258778,0.306836903,0.999723528,,,0.007741222,0.31383855,0.000276472,0.306836903,,
0.465,1106.849671,40.48801189,0,0.313426689,0.992258778,0.30601318,0.999723528,,,0.007741222,0.313426689,0.000276472,0.30601318,,
0.466,1100.890857,38.98913537,0,0.312602965,0.991982306,0.304365733,0.999723528,,,0.008017694,0.312602965,0.000276472,0.304365733,,
0.467,1099.401153,38.88639721,0,0.311779242,0.991982306,0.303953871,0.999723528,,,0.008017694,0.311779242,0.000276472,0.303953871,,
0.468,1093.442339,37.4908704,0,0.310955519,0.991705834,0.302306425,0.999723528,,,0.008294166,0.310955519,0.000276472,0.302306425,,
0.469,1091.952636,36.28148748,0,0.310955519,0.991429361,0.301894563,0.999723528,,,0.008570639,0.310955519,0.000276472,0.301894563,,
0.47,1090.462932,36.28148748,0,0.310955519,0.991429361,0.301482702,0.999723528,,,0.008570639,0.310955519,0.000276472,0.301482702,,
0.471,1084.504119,36.23343253,0,0.310543657,0.991429361,0.299835255,0.999723528,,,0.008570639,0.310543657,0.000276472,0.299835255,,
0.472,1077.055601,35.05458453,0,0.310131796,0.991152889,0.297775947,0.999723528,,,0.008847111,0.310131796,0.000276472,0.297775947,,
0.473,1069.607084,35.05458453,0,0.310131796,0.991152889,0.295716639,0.999723528,,,0.008847111,0.310131796,0.000276472,0.295716639,,
0.474,1065.137974,35.05458453,0,0.310131796,0.991152889,0.294481054,0.999723528,,,0.008847111,0.310131796,0.000276472,0.294481054,,
0.475,1054.710049,33.94718187,0,0.309719934,0.990876417,0.291598023,0.999723528,,,0.009123583,0.309719934,0.000276472,0.291598023,,
0.476,1048.751236,33.94718187,0,0.309719934,0.990876417,0.289950577,0.999723528,,,0.009123583,0.309719934,0.000276472,0.289950577,,
0.477,516.1822488,31.07686939,0,0.309308072,0.990047,0.285420099,0.999447056,,,0.009953,0.309308072,0.000552944,0.285420099,,
0.478,509.4785832,30.19669175,0,0.308896211,0.989770528,0.281713344,0.999447056,,,0.010229472,0.308896211,0.000552944,0.281713344,,
0.479,496.8161038,30.03564273,0,0.307248764,0.989770528,0.274711697,0.999447056,,,0.010229472,0.307248764,0.000552944,0.274711697,,
0.48,487.1330313,29.95511822,0,0.306425041,0.989770528,0.269357496,0.999447056,,,0.010229472,0.306425041,0.000552944,0.269357496,,
0.481,317.8034047,28.34256326,0,0.305601318,0.989217584,0.263591433,0.999170583,,,0.010782416,0.305601318,0.000829417,0.263591433,,
0.482,236.1179984,28.22797068,0,0.304365733,0.989217584,0.261120264,0.998894111,,,0.010782416,0.304365733,0.001105889,0.261120264,,
0.483,234.6282949,27.44778624,0,0.30354201,0.988941111,0.259472817,0.998894111,,,0.011058889,0.30354201,0.001105889,0.259472817,,
0.484,233.1385914,25.49818015,0,0.303130148,0.988111695,0.257825371,0.998894111,,,0.011888305,0.303130148,0.001105889,0.257825371,,
0.485,232.0213138,25.42889161,0,0.302306425,0.988111695,0.256589786,0.998894111,,,0.011888305,0.302306425,0.001105889,0.256589786,,
0.486,231.2764621,23.70571592,0,0.301482702,0.987282278,0.255766063,0.998894111,,,0.012717722,0.301482702,0.001105889,0.255766063,,
0.487,230.5316104,23.60856135,0,0.300247117,0.987282278,0.254942339,0.998894111,,,0.012717722,0.300247117,0.001105889,0.254942339,,
0.488,228.6694811,23.01116408,0,0.299011532,0.987005806,0.252883031,0.998894111,,,0.012994194,0.299011532,0.001105889,0.252883031,,
0.489,227.5522035,22.50072934,0,0.298599671,0.986729334,0.251647446,0.998894111,,,0.013270666,0.298599671,0.001105889,0.251647446,,
0.49,181.4458814,21.98072656,0,0.297775947,0.986452861,0.250823723,0.998617639,,,0.013547139,0.297775947,0.001382361,0.250823723,,
0.491,180.85,20.23748096,0,0.296540362,0.985346973,0.25,0.998617639,,,0.014653027,0.296540362,0.001382361,0.25,,
0.492,180.2541186,19.83512569,0,0.296128501,0.9850705,0.249176277,0.998617639,,,0.0149295,0.296128501,0.001382361,0.249176277,,
0.493,178.7644152,19.36614498,0,0.294481054,0.984794028,0.247116969,0.998617639,,,0.015205972,0.294481054,0.001382361,0.247116969,,
0.494,178.4664745,19.28488842,0,0.29324547,0.984794028,0.246705107,0.998617639,,,0.015205972,0.29324547,0.001382361,0.246705107,,
0.495,178.1685338,18.88731172,0,0.292421746,0.984517556,0.246293245,0.998617639,,,0.015482444,0.292421746,0.001382361,0.246293245,,
0.496,177.2747117,18.52982023,0,0.292009885,0.984241084,0.245057661,0.998617639,,,0.015758916,0.292009885,0.001382361,0.245057661,,
0.497,147.2323586,18.47754993,0,0.291186161,0.984241084,0.244233937,0.998341167,,,0.015758916,0.291186161,0.001658833,0.244233937,,
0.498,146.4875069,18.15897148,0,0.291186161,0.983964612,0.242998353,0.998341167,,,0.016035388,0.291186161,0.001658833,0.242998353,,
0.499,146.4875069,17.82594309,0,0.2907743,0.983688139,0.242998353,0.998341167,,,0.016311861,0.2907743,0.001658833,0.242998353,,
0.5,124.709461,17.52884404,0,0.2907743,0.983411667,0.241350906,0.998064694,,,0.016588333,0.2907743,0.001935306,0.241350906,,
0.501,124.4966463,17.19264321,0,0.289950577,0.983135195,0.240939044,0.998064694,,,0.016864805,0.289950577,0.001935306,0.240939044,,
