timestamp,CO2-val,truth-val
2019-07-02 00:15:00,90,1
2019-07-02 00:20:00,81,1
2019-07-02 00:25:00,82,1
2019-07-02 00:30:00,76,1
2019-07-02 00:35:00,79,1
2019-07-02 00:40:00,72,1
2019-07-02 00:45:00,72,1
2019-07-02 00:50:00,72,1
2019-07-02 00:55:00,66,1
2019-07-02 01:00:00,65,1
2019-07-02 01:05:00,65,1
2019-07-02 01:10:00,67,1
2019-07-02 01:15:00,62,1
2019-07-02 01:20:00,63,1
2019-07-02 01:25:00,59,1
2019-07-02 01:30:00,64,1
2019-07-02 01:35:00,59,1
2019-07-02 01:40:00,58,1
2019-07-02 01:45:00,53,1
2019-07-02 01:50:00,53,1
2019-07-02 01:55:00,54,1
2019-07-02 02:00:00,48,1
2019-07-02 02:05:00,46,1
2019-07-02 02:10:00,50,1
2019-07-02 02:15:00,41,1
2019-07-02 02:20:00,42,1
2019-07-02 02:25:00,39,1
2019-07-02 02:30:00,36,1
2019-07-02 02:35:00,38,1
2019-07-02 02:40:00,33,1
2019-07-02 02:45:00,33,1
2019-07-02 02:50:00,34,1
2019-07-02 02:55:00,27,1
2019-07-02 03:00:00,30,1
2019-07-02 03:05:00,30,1
2019-07-02 03:10:00,32,1
2019-07-02 03:15:00,28,1
2019-07-02 03:20:00,28,1
2019-07-02 03:25:00,30,1
2019-07-02 03:30:00,25,1
2019-07-02 03:35:00,25,1
2019-07-02 03:40:00,23,1
2019-07-02 03:45:00,26,1
2019-07-02 03:50:00,19,1
2019-07-02 03:55:00,18,1
2019-07-02 04:00:00,18,1
2019-07-02 04:05:00,17,1
2019-07-02 04:10:00,19,1
2019-07-02 04:15:00,15,1
2019-07-02 04:20:00,11,1
2019-07-02 04:25:00,11,1
2019-07-02 04:30:00,17,1
2019-07-02 04:35:00,21,1
2019-07-02 04:40:00,17,1
2019-07-02 04:45:00,12,1
2019-07-02 04:50:00,8,1
2019-07-02 04:55:00,9,1
2019-07-03 00:00:00,75,1
2019-07-03 00:05:00,76,1
2019-07-03 00:10:00,73,1
2019-07-03 00:15:00,74,1
2019-07-03 00:20:00,77,1
2019-07-03 00:25:00,73,1
2019-07-03 00:30:00,76,1
2019-07-03 00:35:00,74,1
2019-07-03 00:40:00,75,1
2019-07-03 00:45:00,67,1
2019-07-03 00:50:00,66,1
2019-07-03 00:55:00,68,1
2019-07-03 01:00:00,70,1
2019-07-03 01:05:00,63,1
2019-07-03 01:10:00,64,1
2019-07-03 01:15:00,58,1
2019-07-03 01:20:00,60,1
2019-07-03 01:25:00,58,1
2019-07-03 01:30:00,59,1
2019-07-03 01:35:00,57,1
2019-07-03 01:40:00,54,1
2019-07-03 01:45:00,56,1
2019-07-03 01:50:00,50,1
2019-07-03 01:55:00,49,1
2019-07-03 02:00:00,51,1
2019-07-03 02:05:00,46,1
2019-07-03 02:10:00,47,1
2019-07-03 02:15:00,42,1
2019-07-03 02:20:00,44,1
2019-07-03 02:25:00,42,1
2019-07-03 02:30:00,43,1
2019-07-03 02:35:00,39,1
2019-07-03 02:40:00,38,1
2019-07-03 02:45:00,43,1
2019-07-03 02:50:00,37,1
2019-07-03 02:55:00,36,1
2019-07-03 03:00:00,32,1
2019-07-03 03:05:00,40,1
2019-07-03 03:10:00,36,1
2019-07-03 03:15:00,38,1
2019-07-03 03:20:00,33,1
2019-07-03 03:25:00,29,1
2019-07-03 03:30:00,27,1
2019-07-03 03:35:00,30,1
2019-07-03 03:40:00,33,1
2019-07-03 03:45:00,26,1
2019-07-03 03:50:00,23,1
2019-07-03 03:55:00,23,1
2019-07-03 04:00:00,21,1
2019-07-03 04:05:00,20,1
2019-07-03 04:10:00,25,1
2019-07-03 04:15:00,22,1
2019-07-03 04:20:00,20,1
2019-07-03 04:25:00,19,1
2019-07-03 04:30:00,24,1
2019-07-03 04:35:00,19,1
2019-07-03 04:40:00,22,1
2019-07-03 04:45:00,14,1
2019-07-03 04:50:00,18,1
2019-07-03 04:55:00,12,1
2019-07-04 00:00:00,70,1
2019-07-04 00:05:00,68,1
2019-07-04 00:10:00,65,1
2019-07-04 00:15:00,68,1
2019-07-04 00:20:00,65,1
2019-07-04 00:25:00,61,1
2019-07-04 00:30:00,61,1
2019-07-04 00:35:00,60,1
2019-07-04 00:40:00,59,1
2019-07-04 00:45:00,60,1
2019-07-04 00:50:00,56,1
2019-07-04 00:55:00,54,1
2019-07-04 01:00:00,51,1
2019-07-04 01:05:00,51,1
2019-07-04 01:10:00,47,1
2019-07-04 01:15:00,44,1
2019-07-04 01:20:00,46,1
2019-07-04 01:25:00,44,1
2019-07-04 01:30:00,41,1
2019-07-04 01:35:00,38,1
2019-07-04 01:40:00,34,1
2019-07-04 01:45:00,35,1
2019-07-04 01:50:00,35,1
2019-07-04 01:55:00,30,1
2019-07-04 02:00:00,33,1
2019-07-04 02:05:00,32,1
2019-07-04 02:10:00,32,1
2019-07-04 02:15:00,25,1
2019-07-04 02:20:00,25,1
2019-07-04 02:25:00,26,1
2019-07-04 02:30:00,23,1
2019-07-04 02:35:00,17,1
2019-07-04 02:40:00,18,1
2019-07-04 02:45:00,19,1
2019-07-04 02:50:00,17,1
2019-07-04 02:55:00,14,1
2019-07-04 03:00:00,14,1
2019-07-04 03:05:00,14,1
2019-07-04 03:10:00,14,1
2019-07-04 03:15:00,12,1
2019-07-04 03:20:00,9,1
2019-07-04 03:25:00,8,1
2019-07-04 03:30:00,2,1
2019-07-04 03:35:00,4,1
2019-07-04 03:40:00,5,1
2019-07-04 03:45:00,3,1
2019-07-04 03:50:00,5,1
2019-07-04 03:55:00,5,1
2019-07-04 04:00:00,4,1
2019-07-04 04:05:00,8,1
2019-07-04 04:10:00,8,1
2019-07-04 04:15:00,2,1
2019-07-04 04:20:00,0,1
2019-07-04 04:25:00,1,1
2019-07-04 04:30:00,2,1
2019-07-04 04:35:00,2,1
2019-07-04 04:40:00,2,1
2019-07-04 04:45:00,-3,1
2019-07-04 04:50:00,6,1
2019-07-04 04:55:00,-1,1
