timestamp,WiFi-val,truth-val
2019-07-07 01:15:00,1,1
2019-07-07 01:20:00,1,1
2019-07-07 01:25:00,1,1
2019-07-07 01:30:00,1,1
2019-07-07 01:35:00,1,1
2019-07-07 01:40:00,1,1
2019-07-07 01:45:00,1,1
2019-07-07 01:50:00,1,1
2019-07-07 01:55:00,1,1
2019-07-07 02:00:00,1,1
2019-07-07 02:05:00,1,1
2019-07-07 02:10:00,1,1
2019-07-07 02:15:00,1,1
2019-07-07 02:20:00,1,1
2019-07-07 02:25:00,1,1
2019-07-07 02:30:00,1,1
2019-07-07 02:35:00,1,1
2019-07-07 02:40:00,1,1
2019-07-07 02:45:00,1,1
2019-07-07 02:50:00,1,1
2019-07-07 02:55:00,1,1
2019-07-07 03:00:00,1,1
2019-07-07 03:05:00,1,1
2019-07-07 03:10:00,1,1
2019-07-07 03:15:00,1,1
2019-07-07 03:20:00,1,1
2019-07-07 03:25:00,1,1
2019-07-07 03:30:00,1,1
2019-07-07 03:35:00,1,1
2019-07-07 03:40:00,1,1
2019-07-07 03:45:00,1,1
2019-07-07 03:50:00,1,1
2019-07-07 03:55:00,1,1
2019-07-07 04:00:00,1,1
2019-07-07 04:05:00,1,1
2019-07-07 04:10:00,1,1
2019-07-07 04:15:00,1,1
2019-07-07 04:20:00,1,1
2019-07-07 04:25:00,1,1
2019-07-07 04:30:00,1,1
2019-07-07 04:35:00,1,1
2019-07-07 04:40:00,1,1
2019-07-07 04:45:00,1,1
2019-07-07 04:50:00,1,1
2019-07-07 04:55:00,1,1
2019-07-08 00:00:00,2,1
2019-07-08 00:05:00,2,1
2019-07-08 00:10:00,2,1
2019-07-08 00:15:00,2,1
2019-07-08 00:20:00,2,1
2019-07-08 00:25:00,2,1
2019-07-08 00:30:00,2,1
2019-07-08 00:35:00,2,1
2019-07-08 00:40:00,2,1
2019-07-08 00:45:00,2,1
2019-07-08 00:50:00,2,1
2019-07-08 00:55:00,2,1
2019-07-08 01:00:00,2,1
2019-07-08 01:05:00,2,1
2019-07-08 01:10:00,2,1
2019-07-08 01:15:00,2,1
2019-07-08 01:20:00,2,1
2019-07-08 01:25:00,2,1
2019-07-08 01:30:00,2,1
2019-07-08 01:35:00,2,1
2019-07-08 01:40:00,2,1
2019-07-08 01:45:00,2,1
2019-07-08 01:50:00,2,1
2019-07-08 01:55:00,2,1
2019-07-08 02:00:00,2,1
2019-07-08 02:05:00,2,1
2019-07-08 02:10:00,2,1
2019-07-08 02:15:00,2,1
2019-07-08 02:20:00,2,1
2019-07-08 02:25:00,2,1
2019-07-08 02:30:00,2,1
2019-07-08 02:35:00,2,1
2019-07-08 02:40:00,2,1
2019-07-08 02:45:00,2,1
2019-07-08 02:50:00,2,1
2019-07-08 02:55:00,2,1
2019-07-08 03:00:00,2,1
2019-07-08 03:05:00,2,1
2019-07-08 03:10:00,2,1
2019-07-08 03:15:00,2,1
2019-07-08 03:20:00,2,1
2019-07-08 03:25:00,2,1
2019-07-08 03:30:00,2,1
2019-07-08 03:35:00,2,1
2019-07-08 03:40:00,2,1
2019-07-08 03:45:00,2,1
2019-07-08 03:50:00,2,1
2019-07-08 03:55:00,2,1
2019-07-08 04:00:00,2,1
2019-07-08 04:05:00,2,1
2019-07-08 04:10:00,2,1
2019-07-08 04:15:00,2,1
2019-07-08 04:20:00,2,1
2019-07-08 04:25:00,2,1
2019-07-08 04:30:00,2,1
2019-07-08 04:35:00,2,1
2019-07-08 04:40:00,2,1
2019-07-08 04:45:00,2,1
2019-07-08 04:50:00,2,1
2019-07-08 04:55:00,2,1
2019-07-09 00:00:00,4,1
2019-07-09 00:05:00,4,1
2019-07-09 00:10:00,4,1
2019-07-09 00:15:00,3,1
2019-07-09 00:20:00,3,1
2019-07-09 00:25:00,3,1
2019-07-09 00:30:00,3,1
2019-07-09 00:35:00,3,1
2019-07-09 00:40:00,3,1
2019-07-09 00:45:00,4,1
2019-07-09 00:50:00,4,1
2019-07-09 00:55:00,4,1
2019-07-09 01:00:00,4,1
2019-07-09 01:05:00,4,1
2019-07-09 01:10:00,4,1
2019-07-09 01:15:00,4,1
2019-07-09 01:20:00,4,1
2019-07-09 01:25:00,4,1
2019-07-09 01:30:00,4,1
2019-07-09 01:35:00,3,1
2019-07-09 01:40:00,3,1
2019-07-09 01:45:00,3,1
2019-07-09 01:50:00,3,1
2019-07-09 01:55:00,3,1
2019-07-09 02:00:00,3,1
2019-07-09 02:05:00,3,1
2019-07-09 02:10:00,3,1
2019-07-09 02:15:00,4,1
2019-07-09 02:20:00,4,1
2019-07-09 02:25:00,4,1
2019-07-09 02:30:00,4,1
2019-07-09 02:35:00,3,1
2019-07-09 02:40:00,3,1
2019-07-09 02:45:00,3,1
2019-07-09 02:50:00,3,1
2019-07-09 02:55:00,3,1
2019-07-09 03:00:00,3,1
2019-07-09 03:05:00,3,1
2019-07-09 03:10:00,3,1
2019-07-09 03:15:00,3,1
2019-07-09 03:20:00,3,1
2019-07-09 03:25:00,4,1
2019-07-09 03:30:00,4,1
2019-07-09 03:35:00,4,1
2019-07-09 03:40:00,4,1
2019-07-09 03:45:00,4,1
2019-07-09 03:50:00,4,1
2019-07-09 03:55:00,4,1
2019-07-09 04:00:00,4,1
2019-07-09 04:05:00,4,1
2019-07-09 04:10:00,4,1
2019-07-09 04:15:00,4,1
2019-07-09 04:20:00,4,1
2019-07-09 04:25:00,4,1
2019-07-09 04:30:00,4,1
2019-07-09 04:35:00,4,1
2019-07-09 04:40:00,4,1
2019-07-09 04:45:00,4,1
2019-07-09 04:50:00,4,1
2019-07-09 04:55:00,4,1
2019-07-10 00:00:00,1,1
2019-07-10 00:05:00,1,1
2019-07-10 00:10:00,1,1
