fused-proba-dt,fused-proba-AVG,truth-val,elec-val,elec-proba,wifi-val,wifi-proba,co2-val,co2-proba
2019-07-16 00:00:00,0.543090004357747,1,4816.5,0.45213764442625515,2,0.7174986811278571,118,0.4596336875191287
2019-07-16 00:05:00,0.5400328757043859,1,4672.4,0.45356121398320925,2,0.7174986811278571,120,0.4490387320020913
2019-07-16 00:10:00,0.5465637415860678,1,4837.8,0.4519272867380591,2,0.7174986811278571,116,0.4702652568922872
2019-07-16 00:15:00,0.5450525569905498,1,4758.2,0.45271349942804195,2,0.7174986811278571,117,0.4649454904157505
2019-07-16 00:20:00,0.5502367760596798,1,4801.3,0.4522877692935396,2,0.7174986811278571,114,0.4809238777576428
2019-07-16 00:25:00,0.5524719926513625,1,5203.6,0.44831740727512165,2,0.7174986811278571,112,0.49159988955110884
2019-07-16 00:30:00,0.5561262482120886,1,5175.3,0.44859649512879635,2,0.7174986811278571,110,0.5022835683796122
2019-07-16 00:35:00,0.5663128112818492,1,4782.1,0.45247741311129885,2,0.7174986811278571,105,0.5289623396063917
2019-07-16 00:40:00,0.5648521871968839,1,5226.1,0.44809554085640285,2,0.7174986811278571,105,0.5289623396063917
2019-07-16 00:45:00,0.5669634159035922,1,5123.4,0.44910840456566287,2,0.7174986811278571,104,0.5342831620172566
2019-07-16 00:50:00,0.5719245188669202,1,5227.6,0.4480807504954649,2,0.7174986811278571,101,0.5501941249774384
2019-07-16 00:55:00,0.5737576761853296,1,5205.6,0.448297684981282,2,0.7174986811278571,100,0.5554766624468496
2019-07-16 01:00:00,0.5734313407942878,1,5304.9,0.447318678808157,2,0.7174986811278571,100,0.5554766624468496
2019-07-16 01:05:00,0.5789812655748292,1,5746.0,0.44297487860273826,2,0.7174986811278571,96,0.5764702369938923
2019-07-16 01:10:00,0.584357304370959,1,5164.4,0.448703996976324,2,0.7174986811278571,94,0.5868692350086961
2019-07-16 01:15:00,0.5913226737261877,1,5130.2,0.44904132741849345,2,0.7174986811278571,90,0.6074280126322128
2019-07-16 01:20:00,0.5924588165401882,1,4784.9,0.45244975586049485,2,0.7174986811278571,90,0.6074280126322128
2019-07-16 01:25:00,0.5974935067518001,1,4792.3,0.452376663111571,2,0.7174986811278571,87,0.6226051760159723
2019-07-16 01:30:00,0.6022824130875166,1,4850.4,0.45180285787609786,2,0.7174986811278571,84,0.6375457002585949
2019-07-16 01:35:00,0.6050682852063586,1,4998.2,0.4503437415261337,2,0.7174986811278571,82,0.6473624329650851
2019-07-16 01:40:00,0.6029326446922528,1,5151.6,0.44883024379648745,2,0.7174986811278571,83,0.6424690091524139
2019-07-16 01:45:00,0.6027945704872667,1,5193.6,0.4484160211815293,2,0.7174986811278571,83,0.6424690091524139
2019-07-16 01:50:00,0.6137401109860924,1,4793.1,0.4523687613157443,2,0.7174986811278571,77,0.671352890514676
2019-07-16 01:55:00,0.6140012382009444,1,4713.8,0.45315214296030043,2,0.7174986811278571,77,0.671352890514676
2019-07-16 02:00:00,0.6172943722789724,1,4661.2,0.45367189134162256,2,0.7174986811278571,75,0.6807125443674379
2019-07-16 02:05:00,0.6218214408644589,1,4680.2,0.45348413781949193,2,0.7174986811278571,72,0.6944815036460278
2019-07-16 02:10:00,0.621162598375935,1,4880.3,0.45150761035392023,2,0.7174986811278571,72,0.6944815036460278
2019-07-16 02:15:00,0.6248259868383588,1,4678.0,0.45350587702466116,2,0.7174986811278571,70,0.703473402362558
2019-07-16 02:20:00,0.6264767915301553,1,5071.4,0.4496214084809418,2,0.7174986811278571,68,0.7123102849816672
2019-07-16 02:25:00,0.6233131436369501,1,5137.7,0.44896734742043537,2,0.7174986811278571,70,0.703473402362558
2019-07-16 02:30:00,0.6316135592281911,1,4822.8,0.4520754241707279,2,0.7174986811278571,65,0.7252665723859884
2019-07-16 02:35:00,0.6332788629759719,1,4746.0,0.45283402031770775,2,0.7174986811278571,64,0.729503887482351
2019-07-16 02:40:00,0.630180215008491,1,4825.0,0.45205369681524177,2,0.7174986811278571,66,0.720988267082374
2019-07-16 02:45:00,0.6342343914933178,1,4880.6,0.45150464817681857,2,0.7174986811278571,63,0.7336998451752779
2019-07-16 02:50:00,0.6374023923166433,1,4755.3,0.4527421473344578,2,0.7174986811278571,61,0.7419663484876149
2019-07-16 02:55:00,0.6380413732037846,1,5381.7,0.4465617814563252,2,0.7174986811278571,59,0.7500636570271718
2019-07-16 03:00:00,0.6449721701548192,1,5632.1,0.44409571874427806,2,0.7174986811278571,53,0.7733221105923225
2019-07-16 03:05:00,0.645339147771586,1,5138.0,0.4489643882674557,2,0.7174986811278571,54,0.769554373919445
2019-07-16 03:10:00,0.6464155581718599,1,5192.6,0.4484258827954001,2,0.7174986811278571,53,0.7733221105923225
2019-07-16 03:15:00,0.6501305346057527,1,5182.0,0.4485304183943773,2,0.7174986811278571,50,0.7843625042950235
2019-07-16 03:20:00,0.6488490872084065,1,5203.1,0.44832233787398423,2,0.7174986811278571,51,0.7807262426233782
2019-07-16 03:25:00,0.6516972351698777,1,5069.7,0.4496381815778046,2,0.7174986811278571,49,0.7879548428039711
2019-07-16 03:30:00,0.6552628881953516,1,5051.1,0.4498217064629494,2,0.7174986811278571,46,0.7984682769952486
2019-07-16 03:35:00,0.654437355163806,1,4951.4,0.45080567093700785,2,0.7174986811278571,47,0.7950077134265532
2019-07-16 03:40:00,0.6543963466697802,1,5314.7,0.4472220818862348,2,0.7174986811278571,46,0.7984682769952486
2019-07-16 03:45:00,0.6546891082278553,1,4874.9,0.45156093012915566,2,0.7174986811278571,47,0.7950077134265532
2019-07-16 03:50:00,0.6580574497735975,1,4889.6,0.45141578446266944,2,0.7174986811278571,44,0.8052578837302657
2019-07-16 03:55:00,0.655267597361118,1,4699.2,0.4532963975289436,2,0.7174986811278571,47,0.7950077134265532
2019-07-16 04:00:00,0.663625695551215,1,4839.6,0.45190951081802605,2,0.7174986811278571,39,0.8214688947077619
2019-07-16 04:05:00,0.6658081602534464,1,4802.6,0.4522749293268341,2,0.7174986811278571,37,0.827650870305648
2019-07-16 04:10:00,0.6658545828010063,1,4788.5,0.45241419696951374,2,0.7174986811278571,37,0.827650870305648
2019-07-16 04:15:00,0.670143721041797,1,4975.3,0.4505697604424268,2,0.7174986811278571,32,0.842362721555107
2019-07-16 04:20:00,0.6708091693383812,1,5339.9,0.4469737081122119,2,0.7174986811278571,30,0.8479551187750746
2019-07-16 04:25:00,0.674317934944003,1,4823.2,0.4520714737288681,2,0.7174986811278571,28,0.8533836499752838
2019-07-16 04:30:00,0.6697655858712706,1,4800.7,0.4522936954534396,2,0.7174986811278571,33,0.8395043810325148
2019-07-16 04:35:00,0.6793488141981091,1,4846.9,0.451837420845116,2,0.7174986811278571,22,0.8687103406213542
2019-07-16 04:40:00,0.6766754876688935,1,5157.8,0.4487690921685598,2,0.7174986811278571,24,0.8637586897102638
2019-07-16 04:45:00,0.6810768770965332,1,4807.8,0.45222357009541897,2,0.7174986811278571,20,0.8735083800663233
2019-07-16 04:50:00,0.6795851930903517,1,4775.1,0.45254655752184403,2,0.7174986811278571,22,0.8687103406213542
2019-07-16 04:55:00,0.6825166777423871,1,4841.0,0.4518956851872725,2,0.7174986811278571,18,0.8781556669120316
2019-07-16 05:00:00,0.681234844026836,1,5230.7,0.4480501840406194,2,0.7174986811278571,18,0.8781556669120316
2019-07-16 05:05:00,0.6823469372133117,1,5348.7,0.44688698064147836,2,0.7174986811278571,16,0.8826551498705996
2019-07-16 05:10:00,0.6861642310763513,1,4844.6,0.45186013390631646,2,0.7174986811278571,13,0.8891338781948803
2019-07-16 05:15:00,0.6833392394342739,1,5269.4,0.4476686294725862,2,0.7174986811278571,15,0.8848504077023783
2019-07-16 05:20:00,0.6850280275013297,1,5190.0,0.4484515231812516,2,0.7174986811278571,13,0.8891338781948803
2019-07-16 05:25:00,0.6864587822172826,1,5174.9,0.44860044006589017,2,0.7174986811278571,11,0.8932772254581008
2019-07-16 05:30:00,0.6826247785939499,1,5037.9,0.44995195821916756,2,0.7174986811278571,17,0.8804236964348249
2019-07-16 05:35:00,0.6875230764948713,1,5257.4,0.44778693439655154,2,0.7174986811278571,9,0.8972836139602052
2019-07-16 05:40:00,0.6885119976509205,1,5349.3,0.4468810675224856,2,0.7174986811278571,7,0.901156244302419
2019-07-16 05:45:00,0.6841458970304538,1,5458.5,0.4458051317686241,2,0.7174986811278571,13,0.8891338781948803
