Sensor-Name,Sensor-Type,Measurement-Units,Data-Access-Type,Update-Frequency,Vacancy-Relationship-Type,Data-Retrieval-File-Name,Preprocessing-File-Name,Relationship-Builder-File-Name,Parameter-1,Parameter-2,Parameter-3,Parameter-4
elec1,electricitydemand,kbtu,SCC_Electricity_Demand_kBtu,15m,0,data_WCEC_elec,prep_template,bldr_template,118.6,40.6,,
wifi1,wifi,,AP.STUD-COMM-CTR_Total_Count,15m,0,data_template,prep_template,bldr_template,42.2,39.9,,
co21,carbondioxide,,SCC.AHU.AHU01.RM.1101A.CO2,15m,0,data_template,prep_template,bldr_template,423.4,68.8,,
