,thresholds,TP,TN,FP,FN,VDA,ODA,COF,COR,MOF,MOR,COR/MOR,COR/MOF,MCC,"dist 0,0: COR-MOR","dist 0,0: COR-MOF","dist 0,1: ROC",AUCOR-MOR,AUROCC
0,0.0,3617.0,0.0,2428.0,0.0,1.0,0.0,0.40165425971877583,1.0,0.0,0.0,inf,inf,,1.0,1.0,1.0,0.25452330405703555,0.9349502327240166
1,0.001,2830.0,2111.0,317.0,787.0,0.7824163671551009,0.8694398682042833,0.052440033085194376,0.13056013179571663,0.13019023986765924,0.2175836328448991,0.6000457391424485,1.0028411648095388,0.6396653965790536,0.25374905969579226,0.18437854151531177,0.6362944101768687,,
2,0.002,2830.0,2111.0,317.0,787.0,0.7824163671551009,0.8694398682042833,0.052440033085194376,0.13056013179571663,0.13019023986765924,0.2175836328448991,0.6000457391424485,1.0028411648095388,0.6396653965790536,0.25374905969579226,0.18437854151531177,0.6362944101768687,,
3,0.003,2830.0,2112.0,316.0,787.0,0.7824163671551009,0.8698517298187809,0.052274607113316794,0.1301482701812191,0.13019023986765924,0.2175836328448991,0.5981528503754378,0.9996776280120323,0.6400608531522871,0.2535373927316195,0.18408712825171197,0.6362100287161293,,
4,0.004,2785.0,2120.0,308.0,832.0,0.7699751175006911,0.8731466227347611,0.050951199338296116,0.12685337726523888,0.13763440860215054,0.23002488249930883,0.5514767615004434,0.9216690691927512,0.6307302346763314,0.26268465104078287,0.18717641345762762,0.6505613712428627,,
5,0.005,2749.0,2133.0,295.0,868.0,0.7600221177771634,0.878500823723229,0.04880066170388751,0.12149917627677101,0.14358974358974358,0.2399778822228366,0.5062932264897243,0.8461549776417981,0.6260655105013442,0.2689822183567001,0.1880958912366301,0.6611568878303011,,
6,0.006,2730.0,2159.0,269.0,887.0,0.7547691457008571,0.8892092257001647,0.04449958643507031,0.11079077429983525,0.1467328370554177,0.24523085429914293,0.45178154525648717,0.7550509928325864,0.6314176166840565,0.2690962050461591,0.18386169024646976,0.6652804914981014,,
7,0.007,2709.0,2163.0,265.0,908.0,0.7489632291954659,0.8908566721581549,0.043837882547559964,0.10914332784184513,0.15020678246484698,0.2510367708045341,0.43477028282373775,0.7266205030880549,0.6274020736833227,0.2737366002352639,0.1856726784177854,0.6715402797490948,,
8,0.008,2696.0,2165.0,263.0,921.0,0.7453690904064142,0.8916803953871499,0.0435070306038048,0.10831960461285008,0.1523573200992556,0.25463090959358586,0.4253984906456881,0.7109576654556772,0.6247428891034759,0.27671291416184585,0.18693819762507394,0.6753947407332981,,
9,0.009,2674.0,2169.0,259.0,943.0,0.7392867016864805,0.89332784184514,0.04284532671629446,0.10667215815485996,0.15599669148056244,0.26071329831351947,0.40915503292272376,0.6838103881719284,0.6205287986823531,0.2816919829227123,0.18898126118294703,0.681787446375291,,
10,0.01,2657.0,2171.0,257.0,960.0,0.734586674039259,0.8941515650741351,0.042514474772539286,0.1058484349258649,0.1588089330024814,0.26541332596074096,0.39880603034047224,0.6665143636738056,0.6168536835671995,0.2857413599285158,0.19085116813276695,0.6867214205922184,,
11,0.011,2640.0,2173.0,255.0,977.0,0.7298866463920376,0.8949752883031301,0.04218362282878412,0.10502471169686985,0.16162117452440034,0.2701133536079624,0.3888171772851364,0.6498202479094967,0.6132013521077218,0.28981272205400294,0.19274748797755395,0.6915892375432077,,
12,0.012,2623.0,2174.0,254.0,994.0,0.7251866187448162,0.8953871499176277,0.04201819685690653,0.10461285008237232,0.16443341604631928,0.27481338125518384,0.3806686908933005,0.6362018900884715,0.6091573551887016,0.2940514290379557,0.19489021708392354,0.6964540303536318,,
13,0.013,2604.0,2175.0,253.0,1013.0,0.7199336466685098,0.8957990115321252,0.04185277088502895,0.10420098846787479,0.16757650951199338,0.28006635333149016,0.372058218448473,0.6218114267406744,0.6046116456466278,0.29882270373263353,0.1973315295078447,0.701821480429506,,
14,0.014,2588.0,2177.0,251.0,1029.0,0.7155100912358308,0.8966227347611203,0.04152191894127378,0.10337726523887973,0.17022332506203475,0.2844899087641692,0.36337761746261227,0.6073037593479378,0.6012842245633685,0.30269021648694727,0.19915531467536798,0.7062097197773214,,
15,0.015,2567.0,2178.0,250.0,1050.0,0.7097041747304396,0.8970345963756178,0.0413564929693962,0.10296540362438221,0.17369727047146402,0.29029582526956044,0.3546912999137052,0.5927865380089433,0.5962661520599601,0.3080154874555289,0.20192230216786078,0.7119844511741235,,
16,0.016,2554.0,2179.0,249.0,1063.0,0.7061100359413879,0.8974464579901154,0.04119106699751861,0.10255354200988467,0.1758478081058726,0.2938899640586121,0.3489521744588456,0.5831948837721099,0.5933329520368203,0.3112692402939062,0.20356738588097303,0.7154899343258612,,
17,0.017,2547.0,2179.0,249.0,1070.0,0.7041747304395908,0.8974464579901154,0.04119106699751861,0.10255354200988467,0.17700578990901572,0.29582526956040917,0.3466693097661242,0.5793795901399559,0.5915320490956284,0.3130971400208918,0.20456851820377395,0.717394715612753,,
18,0.018,2540.0,2180.0,248.0,1077.0,0.7022394249377938,0.8978583196046128,0.041025641025641026,0.10214168039538715,0.1781637717121588,0.29776057506220627,0.3430329229248981,0.5733021894058639,0.5901539605873488,0.3147924442158185,0.20536614235237427,0.7192306395983351,,
19,0.019,2520.0,2180.0,248.0,1097.0,0.696709980646945,0.8978583196046128,0.041025641025641026,0.10214168039538715,0.1814722911497105,0.303290019353055,0.3367789042754014,0.5628500072836056,0.5850312740759142,0.32002774678638396,0.2082429238392477,0.72458824565468,,
20,0.02,2507.0,2180.0,248.0,1110.0,0.6931158418578933,0.8978583196046128,0.041025641025641026,0.10214168039538715,0.18362282878411912,0.30688415814210673,0.33283464683794173,0.5562580702613651,0.5817124222759672,0.32343594326015,0.2101196471648364,0.728027027410121,,
21,0.021,2506.0,2180.0,248.0,1111.0,0.6928393696433508,0.8978583196046128,0.041025641025641026,0.10214168039538715,0.1837882547559967,0.30716063035664914,0.3325350656976736,0.5557573879298968,0.5814574755347585,0.3236982788262666,0.2102642277237109,0.7282901418708053,,
22,0.022,2491.0,2181.0,247.0,1126.0,0.6886922864252143,0.8982701812191104,0.04086021505376344,0.10172981878088962,0.18626964433416046,0.31130771357478576,0.3267821976291987,0.5461427660128577,0.5780629143801675,0.32750793663719585,0.2122388664443138,0.7321556464629657,,
23,0.023,2475.0,2182.0,246.0,1142.0,0.6842687309925353,0.8986820428336079,0.040694789081885854,0.1013179571663921,0.18891645988420183,0.31573126900746473,0.32089934419513155,0.5363109028641333,0.5744281312178884,0.3315894489778511,0.21437060726589852,0.7362347670615917,,
24,0.024,2461.0,2184.0,244.0,1156.0,0.6803981199889411,0.899505766062603,0.04036393713813069,0.10049423393739704,0.191232423490488,0.3196018800110589,0.3144356783318037,0.5255083426916654,0.5717389062373412,0.3350290327139837,0.21602993044647686,0.739700945903261,,
25,0.025,2457.0,2186.0,242.0,1160.0,0.6792922311307713,0.9003294892915981,0.04003308519437552,0.09967051070840198,0.19189412737799835,0.32070776886922864,0.31078296313128445,0.5194036527864568,0.5715823854575903,0.33583877637633247,0.21623498058139698,0.7406053439114874,,
26,0.026,2439.0,2189.0,239.0,1178.0,0.6743157312690075,0.9015650741350906,0.039536807278742765,0.09843492586490939,0.19487179487179487,0.32568426873099254,0.30224034537638134,0.5051265932541402,0.5683349374733027,0.34023473886255584,0.21832189781738592,0.7449749856157413,,
27,0.027,2429.0,2192.0,236.0,1188.0,0.6715510091235831,0.9028006589785832,0.03904052936311001,0.09719934102141681,0.1965260545905707,0.32844899087641694,0.29593435730173784,0.4945875559549366,0.5671128990771316,0.3425294899752929,0.21924917794129503,0.7473064659429188,,
28,0.028,2427.0,2193.0,235.0,1190.0,0.6709980646944982,0.9032125205930808,0.03887510339123242,0.09678747940691927,0.1968569065343259,0.3290019353055018,0.2941851369872496,0.49166412858388825,0.5670413963845067,0.3429432746165325,0.21936375685196755,0.7477495659284483,,
29,0.029,2421.0,2197.0,231.0,1196.0,0.6693392314072436,0.9048599670510709,0.03821339950372209,0.09514003294892916,0.1978494623655914,0.33066076859275645,0.2877270060002314,0.4808708187092615,0.5672604273528916,0.3440758197779608,0.2195359552052394,0.7490237774387964,,
30,0.03,2411.0,2197.0,231.0,1206.0,0.6665745092618192,0.9048599670510709,0.03821339950372209,0.09514003294892916,0.19950372208436726,0.3334254907381808,0.28534120993057777,0.47688349848779166,0.5647648426534877,0.3467335918879508,0.22102796428289287,0.7514852290443826,,
31,0.031,2409.0,2199.0,229.0,1208.0,0.6660215648327343,0.9056836902800659,0.037882547559966916,0.0943163097199341,0.1998345740281224,0.33397843516726566,0.2824023942524848,0.47197193067632587,0.5651286401461312,0.34704057606562666,0.22097380671968267,0.7518715591488631,,
32,0.032,2396.0,2200.0,228.0,1221.0,0.6624274260436827,0.9060955518945635,0.03771712158808933,0.09390444810543658,0.20198511166253103,0.3375725739563174,0.2781755846006258,0.4649077713328125,0.5623260014417194,0.35039019401444443,0.22274656160603637,0.7549887089216156,,
33,0.033,2396.0,2201.0,227.0,1221.0,0.6624274260436827,0.9065074135090609,0.037551695616211744,0.09349258649093904,0.20198511166253103,0.3375725739563174,0.27695551624711423,0.4628687021603001,0.5627583879672458,0.35028003999123203,0.22257324426374983,0.7549375927544654,,
34,0.034,2386.0,2201.0,227.0,1231.0,0.6596627038982582,0.9065074135090609,0.037551695616211744,0.09349258649093904,0.20363937138130686,0.3403372961017418,0.2747056745229297,0.45910859897459505,0.5602762260029472,0.352945234911325,0.22407556159773323,0.7573545938425439,,
35,0.035,2386.0,2201.0,227.0,1231.0,0.6596627038982582,0.9065074135090609,0.037551695616211744,0.09349258649093904,0.20363937138130686,0.3403372961017418,0.2747056745229297,0.45910859897459505,0.5602762260029472,0.352945234911325,0.22407556159773323,0.7573545938425439,,
36,0.036,2367.0,2203.0,225.0,1250.0,0.654409731821952,0.907331136738056,0.03722084367245657,0.09266886326194398,0.20678246484698098,0.3455902681780481,0.2681466227347611,0.4481466227347611,0.5564406243436826,0.35779903811725944,0.22659767427415003,0.7617974935079412,,
37,0.037,2366.0,2204.0,224.0,1251.0,0.6541332596074094,0.9077429983525536,0.03705541770057899,0.09225700164744646,0.20694789081885856,0.3458667403925905,0.2667414667936162,0.44579822138993913,0.5566284104854818,0.3579597134633624,0.226580634360819,0.761984929659611,,
38,0.038,2350.0,2204.0,224.0,1267.0,0.6497097041747304,0.9077429983525536,0.03705541770057899,0.09225700164744646,0.20959470636889993,0.35029029582526955,0.2633729873392375,0.44016856744973465,0.5526816464845576,0.3622356218020693,0.2290006447389228,0.7657601809014107,,
39,0.039,2350.0,2204.0,224.0,1267.0,0.6497097041747304,0.9077429983525536,0.03705541770057899,0.09225700164744646,0.20959470636889993,0.35029029582526955,0.2633729873392375,0.44016856744973465,0.5526816464845576,0.3622356218020693,0.2290006447389228,0.7657601809014107,,
40,0.04,2333.0,2206.0,222.0,1284.0,0.645009676527509,0.9085667215815486,0.03672456575682382,0.0914332784184514,0.21240694789081885,0.354990323472491,0.2575655514326626,0.43046274769434484,0.5493738653386749,0.3665762869600949,0.23125041819343609,0.7696249486524097,,
41,0.041,2333.0,2207.0,221.0,1284.0,0.645009676527509,0.9089785831960461,0.03655913978494624,0.09102141680395387,0.21240694789081885,0.354990323472491,0.25640534624602895,0.42852372630833424,0.5498114574971555,0.36647377542752346,0.2310878833459083,0.7695761271653879,,
