fused-proba-dt,fused-proba-SDWM,truth-val,Elec-val,Elec-proba,WiFi-val,WiFi-proba,CO2-val,CO2-proba
2019-07-16 00:00:00,0.5434943762789557,1,4816.5,0.44369278600401113,2,0.7172238867498594,118,0.4557796453613587
2019-07-16 00:05:00,0.5403526052765635,1,4672.4,0.4453637361011206,2,0.7172238867498594,120,0.4450970010389467
2019-07-16 00:10:00,0.5470887201549168,1,4837.8,0.4434459032514627,2,0.7172238867498594,116,0.4665031345423346
2019-07-16 00:15:00,0.5455361896522286,1,4758.2,0.44436866800754116,2,0.7172238867498594,117,0.4611368937983594
2019-07-16 00:20:00,0.5509000283505815,1,4801.3,0.4438689822571242,2,0.7172238867498594,114,0.4772576675608128
2019-07-16 00:25:00,0.5531535092688571,1,5203.6,0.43921046912947,2,0.7172238867498594,112,0.4880333286525755
2019-07-16 00:30:00,0.5569463814570746,1,5175.3,0.43953783441522215,2,0.7172238867498594,110,0.49882012367565537
2019-07-16 00:35:00,0.5675731180977689,1,4782.1,0.44409156612219625,2,0.7172238867498594,105,0.525769963101003
2019-07-16 00:40:00,0.5659896601689952,1,5226.1,0.4389502341042916,2,0.7172238867498594,105,0.525769963101003
2019-07-16 00:45:00,0.5681959934144485,1,5123.4,0.44013833342474074,2,0.7172238867498594,104,0.5311469738592887
2019-07-16 00:50:00,0.5733294609242849,1,5227.6,0.4389328862947371,2,0.7172238867498594,101,0.5472297471255103
2019-07-16 00:55:00,0.5752358339893763,1,5205.6,0.43918733577136704,2,0.7172238867498594,100,0.5525705029118502
2019-07-16 01:00:00,0.5748821931576644,1,5304.9,0.43803909880347575,2,0.7172238867498594,100,0.5525705029118502
2019-07-16 01:05:00,0.5805803386729979,1,5746.0,0.4329467041496389,2,0.7172238867498594,96,0.5738006112245074
2019-07-16 01:10:00,0.5862495032811463,1,5164.4,0.43966393615501326,2,0.7172238867498594,94,0.5843195027177083
2019-07-16 01:15:00,0.5934907611675834,1,5130.2,0.4400596453139546,2,0.7172238867498594,90,0.6051197038775137
2019-07-16 01:20:00,0.5947225383522217,1,4784.9,0.44405910457537656,2,0.7172238867498594,90,0.6051197038775137
2019-07-16 01:25:00,0.5999529159182979,1,4792.3,0.44397331564404313,2,0.7172238867498594,87,0.6204781208523663
2019-07-16 01:30:00,0.6049209706857078,1,4850.4,0.443299873073435,2,0.7172238867498594,84,0.6355989108050103
2019-07-16 01:35:00,0.6077944308485778,1,4998.2,0.44158765403885625,2,0.7172238867498594,82,0.6455347850609258
2019-07-16 01:40:00,0.6055523214713068,1,5151.6,0.4398120288753185,2,0.7172238867498594,83,0.6405819175789779
2019-07-16 01:45:00,0.6054026744967967,1,5193.6,0.43932613988044816,2,0.7172238867498594,83,0.6405819175789779
2019-07-16 01:50:00,0.6168376796918779,1,4793.1,0.44396404136498263,2,0.7172238867498594,77,0.6698174800830605
2019-07-16 01:55:00,0.6171208733082639,1,4713.8,0.4448835431595896,2,0.7172238867498594,77,0.6698174800830605
2019-07-16 02:00:00,0.6205513686990711,1,4661.2,0.4454936609410515,2,0.7172238867498594,75,0.6792911180563973
2019-07-16 02:05:00,0.625253461909369,1,4680.2,0.4452732571403415,2,0.7172238867498594,72,0.6932272134154297
2019-07-16 02:10:00,0.6245389725119964,1,4880.3,0.4429533804019619,2,0.7172238867498594,72,0.6932272134154297
2019-07-16 02:15:00,0.6283761800580925,1,4678.0,0.4452987764802046,2,0.7172238867498594,70,0.7023276742205998
2019-07-16 02:20:00,0.6300331335073632,1,5071.4,0.4407401652217098,2,0.7172238867498594,68,0.7112706096510607
2019-07-16 02:25:00,0.6267358728504232,1,5137.7,0.4399728604500128,2,0.7172238867498594,70,0.7023276742205998
2019-07-16 02:30:00,0.6354073328836766,1,4822.8,0.44361976144298565,2,0.7172238867498594,65,0.7243809059336619
2019-07-16 02:35:00,0.6371489630687129,1,4746.0,0.444510130857237,2,0.7172238867498594,64,0.7286681302975653
2019-07-16 02:40:00,0.6339177921278827,1,4825.0,0.44359426137636,2,0.7172238867498594,66,0.7200519660785597
2019-07-16 02:45:00,0.6381214347031724,1,4880.6,0.44294990416755964,2,0.7172238867498594,63,0.7329132556609005
2019-07-16 02:50:00,0.6414310418363931,1,4755.3,0.4444022936064953,2,0.7172238867498594,61,0.7412758096161458
2019-07-16 02:55:00,0.6420012038472003,1,5381.7,0.43715149067650033,2,0.7172238867498594,59,0.7494660332857328
2019-07-16 03:00:00,0.6491602329741508,1,5632.1,0.4342603411761009,2,0.7172238867498594,53,0.7729835756599194
2019-07-16 03:05:00,0.6496148754737453,1,5138.0,0.4399693891317475,2,0.7172238867498594,54,0.7691747533671657
2019-07-16 03:10:00,0.6507239903131341,1,5192.6,0.43933770731829785,2,0.7172238867498594,53,0.7729835756599194
2019-07-16 03:15:00,0.6545810353257825,1,5182.0,0.4394603262090152,2,0.7172238867498594,50,0.7841420948866547
2019-07-16 03:20:00,0.6532480801476204,1,5203.1,0.43921625251027474,2,0.7172238867498594,51,0.7804673170397483
2019-07-16 03:25:00,0.6562237232374634,1,5069.7,0.4407598434420922,2,0.7172238867498594,49,0.7877720870075202
2019-07-16 03:30:00,0.6599254091612351,1,5051.1,0.44097515847005553,2,0.7172238867498594,46,0.7983932947342076
2019-07-16 03:35:00,0.6590845186491232,1,4951.4,0.44212966984805085,2,0.7172238867498594,47,0.7948976715781956
2019-07-16 03:40:00,0.6589862539982617,1,5314.7,0.43792581410704184,2,0.7172238867498594,46,0.7983932947342076
2019-07-16 03:45:00,0.659357481568433,1,4874.9,0.44301595357636914,2,0.7172238867498594,47,0.7948976715781956
2019-07-16 03:50:00,0.6628485095852891,1,4889.6,0.44284561973539344,2,0.7172238867498594,44,0.8052504298703075
2019-07-16 03:55:00,0.6599848246676743,1,4699.2,0.4450528748634652,2,0.7172238867498594,47,0.7948976715781956
2019-07-16 04:00:00,0.6686282362718758,1,4839.6,0.4434250411984938,2,0.7172238867498594,39,0.8216152711022137
2019-07-16 04:05:00,0.6708952963322226,1,4802.6,0.4438539122879617,2,0.7172238867498594,37,0.8278528722821533
2019-07-16 04:10:00,0.6709456387006929,1,4788.5,0.4440173690026431,2,0.7172238867498594,37,0.8278528722821533
2019-07-16 04:15:00,0.6753571900190792,1,4975.3,0.4418528538686473,2,0.7172238867498594,32,0.8426894634782623
2019-07-16 04:20:00,0.67598732054398,1,5339.9,0.4376345403495898,2,0.7172238867498594,30,0.8483261964469825
2019-07-16 04:25:00,0.679701431348638,1,4823.2,0.44361512504513545,2,0.7172238867498594,28,0.8537959966452657
2019-07-16 04:30:00,0.6749939440442229,1,4800.7,0.4438759376623437,2,0.7172238867498594,33,0.8398077810593321
2019-07-16 04:35:00,0.6848991355572861,1,4846.9,0.4433404360299709,2,0.7172238867498594,22,0.8692289303813872
2019-07-16 04:40:00,0.6820843677829823,1,5157.8,0.4397402951241322,2,0.7172238867498594,24,0.8642447044214897
2019-07-16 04:45:00,0.6866911820036848,1,4807.8,0.4437936334446822,2,0.7172238867498594,20,0.8740568287237634
2019-07-16 04:50:00,0.6851554679503744,1,4775.1,0.4441727220767697,2,0.7172238867498594,22,0.8692289303813872
2019-07-16 04:55:00,0.6881726357295234,1,4841.0,0.4434088152952425,2,0.7172238867498594,18,0.8787313540622765
2019-07-16 05:00:00,0.686783070759673,1,5230.7,0.43889703462798924,2,0.7172238867498594,18,0.8787313540622765
2019-07-16 05:05:00,0.6879114360169198,1,5348.7,0.43753283582194596,2,0.7172238867498594,16,0.8832555528132743
2019-07-16 05:10:00,0.6919369551004328,1,4844.6,0.4433670920985264,2,0.7172238867498594,13,0.8897668417690116
2019-07-16 05:15:00,0.6889490601643916,1,5269.4,0.43844952084561784,2,0.7172238867498594,15,0.885462253454854
2019-07-16 05:20:00,0.6907052241531103,1,5190.0,0.4393677829651174,2,0.7172238867498594,13,0.8897668417690116
2019-07-16 05:25:00,0.6921836361468073,1,5174.9,0.43954246186414014,2,0.7172238867498594,11,0.8939290333243096
2019-07-16 05:30:00,0.6882507943704084,1,5037.9,0.4411279761577795,2,0.7172238867498594,17,0.8810120506517705
2019-07-16 05:35:00,0.6932667517300013,1,5257.4,0.4385882741340721,2,0.7172238867498594,9,0.8979520929062814
2019-07-16 05:40:00,0.69427005626861,1,5349.3,0.4375259016134526,2,0.7172238867498594,7,0.9018393211360528
2019-07-16 05:45:00,0.6897493903954026,1,5458.5,0.43626428484685464,2,0.7172238867498594,13,0.8897668417690116
2019-07-16 05:50:00,0.6936343298699759,1,4768.2,0.4442527215758563,2,0.7172238867498594,11,0.8939290333243096
2019-07-16 05:55:00,0.6141120796635283,1,4768.6,0.44424808384477743,3,0.482110688636586,7,0.9018393211360528
2019-07-16 06:00:00,0.615744047332326,1,4671.5,0.44537417621436826,3,0.482110688636586,5,0.9055940439503121
2019-07-16 06:05:00,0.6985168324100304,1,4694.3,0.44510970822839546,2,0.7172238867498594,4,0.9074227596718656
2019-07-16 06:10:00,0.6991851158622949,1,4848.6,0.4433207339281157,2,0.7172238867498594,2,0.9109849918594146
2019-07-16 06:15:00,0.699792305170664,1,4844.8,0.44336477416657366,2,0.7172238867498594,1,0.9127193453850312
2019-07-16 06:20:00,0.6911343415313709,1,4864.8,0.4431329934407673,2,0.7172238867498594,14,0.8876325495540605
2019-07-16 06:25:00,0.6961486812183835,1,5531.3,0.43542366405092,2,0.7172238867498594,3,0.9092196027753228
2019-07-16 06:30:00,0.6964941784125662,1,4907.1,0.4426428588811219,2,0.7172238867498594,6,0.9037330371335747
2019-07-16 06:35:00,0.6992197298327838,1,4669.7,0.44539505658547734,2,0.7172238867498594,3,0.9092196027753228
2019-07-16 06:40:00,0.7000962719927145,1,4593.5,0.44627916818867347,2,0.7172238867498594,2,0.9109849918594146
2019-07-16 06:45:00,0.697921549574808,1,4507.5,0.44727739253339954,2,0.7172238867498594,6,0.9037330371335747
2019-07-16 06:50:00,0.7007767457571867,1,4403.2,0.44848859951555137,2,0.7172238867498594,2,0.9109849918594146
2019-07-16 06:55:00,0.7554702023098387,1,4401.2,0.4485118309797512,1,0.8735869520880554,2,0.9109849918594146
2019-07-16 07:00:00,0.7520181801403241,0,5026.3,0.44126227969851217,1,0.8735869520880554,4,0.9074227596718656
2019-07-16 07:05:00,0.6892076462845517,0,5196.8,0.4392891245223602,2,0.7172238867498594,15,0.885462253454854
2019-07-16 07:10:00,0.6523991689851487,0,4723.0,0.44477684756044494,2,0.7172238867498594,53,0.7729835756599194
2019-07-16 07:15:00,0.6356608408653737,0,4751.8,0.4444428769040344,2,0.7172238867498594,65,0.7243809059336619
2019-07-16 07:20:00,0.6925958385562123,0,4660.1,0.4455064218184458,2,0.7172238867498594,13,0.8897668417690116
2019-07-16 07:25:00,0.6954807187486645,0,5009.5,0.44145680350763833,2,0.7172238867498594,7,0.9018393211360528
2019-07-16 07:30:00,0.6923534094246502,0,5322.2,0.4378391210067731,2,0.7172238867498594,10,0.8959577490363484
2019-07-16 07:35:00,0.6892750412533675,0,5386.5,0.43709602846904766,2,0.7172238867498594,14,0.8876325495540605
2019-07-16 07:40:00,0.6823991863418214,0,6466.2,0.42466299347619746,2,0.7172238867498594,18,0.8787313540622765
2019-07-16 07:45:00,0.5998074390536186,0,5885.5,0.4313391010872534,3,0.482110688636586,21,0.8716622381574662
2019-07-16 07:50:00,0.5986479620570828,0,5739.1,0.43302625694123326,3,0.482110688636586,23,0.8667565390442951
2019-07-16 07:55:00,0.49733793545639354,0,4943.0,0.442226969369269,4,0.2546605658634799,47,0.7948976715781956
2019-07-16 08:00:00,0.40084311822298907,0,6199.3,0.42772819108074317,6,0.04400081286108029,61,0.7412758096161458
2019-07-16 08:05:00,0.3350546907412367,0,6998.7,0.41856502858076905,9,0.002270436613683789,91,0.5999520854122287
2019-07-16 08:10:00,0.3221279099766088,0,6357.9,0.42590607400753355,11,0,99,0.5578991560616893
2019-07-16 08:15:00,0.24919650874436655,0,7084.5,0.4175847559091313,13.0,0.0,138.0,0.3523083589546043
