,thresholds,TP,TN,FP,FN,CR,MOR,"dist to 0,0"
583,0.583,3239.0,2108.0,320.0,378.0,0.05293631100082713,0.06253101736972705,0.08192912275662054
584,0.584,3234.0,2111.0,317.0,383.0,0.052440033085194376,0.06335814722911497,0.08224482895770706
585,0.585,3229.0,2113.0,315.0,388.0,0.052109181141439205,0.0641852770885029,0.08267476370791281
586,0.586,3226.0,2117.0,311.0,391.0,0.05144747725392887,0.06468155500413565,0.08264712017697019
587,0.587,3221.0,2119.0,309.0,396.0,0.0511166253101737,0.06550868486352357,0.08309210056105895
588,0.588,3217.0,2122.0,306.0,400.0,0.050620347394540945,0.06617038875103391,0.08331230351999015
589,0.589,3207.0,2125.0,303.0,410.0,0.05012406947890819,0.06782464846980976,0.08433626314450791
590,0.59,3202.0,2127.0,301.0,415.0,0.04979321753515302,0.06865177832919768,0.08480820231713655
591,0.591,3195.0,2128.0,300.0,422.0,0.04962779156327544,0.06980976013234078,0.08565232224045574
592,0.592,3185.0,2130.0,298.0,432.0,0.049296939619520266,0.07146401985111663,0.08681759262460241
593,0.593,3179.0,2133.0,295.0,438.0,0.04880066170388751,0.07245657568238213,0.08735822767406654
594,0.594,3174.0,2135.0,293.0,443.0,0.04846980976013234,0.07328370554177006,0.08786252873731942
595,0.595,3166.0,2138.0,290.0,451.0,0.04797353184449959,0.07460711331679074,0.08869994991599302
596,0.596,3155.0,2141.0,287.0,462.0,0.047477253928866835,0.07642679900744417,0.0899730251083644
597,0.597,3146.0,2141.0,287.0,471.0,0.047477253928866835,0.07791563275434243,0.09124108432134978
598,0.598,3141.0,2145.0,283.0,476.0,0.04681555004135649,0.07874276261373035,0.09160850609914477
599,0.599,3138.0,2149.0,279.0,479.0,0.046153846153846156,0.0792390405293631,0.09170061645816209
600,0.6,3126.0,2150.0,278.0,491.0,0.04598842018196857,0.08122415219189413,0.09333968979017059
601,0.601,3119.0,2150.0,278.0,498.0,0.04598842018196857,0.08238213399503722,0.09434909004547717
602,0.602,3106.0,2153.0,275.0,511.0,0.045492142266335814,0.08453267162944582,0.09599639358221876
603,0.603,3098.0,2155.0,273.0,519.0,0.04516129032258064,0.0858560794044665,0.09700932179077676
604,0.604,3092.0,2155.0,273.0,525.0,0.04516129032258064,0.08684863523573201,0.09788885322604228
605,0.605,3081.0,2156.0,272.0,536.0,0.04499586435070306,0.08866832092638545,0.0994318809264481
606,0.606,3074.0,2157.0,271.0,543.0,0.04483043837882548,0.08982630272952853,0.10039189642244326
607,0.607,3052.0,2160.0,268.0,565.0,0.044334160463192725,0.0934656741108354,0.1034473296947244
608,0.608,3033.0,2163.0,265.0,584.0,0.043837882547559964,0.09660876757650952,0.10608965038544381
609,0.609,3010.0,2167.0,261.0,607.0,0.04317617866004963,0.10041356492969396,0.10930263686469045
610,0.61,2997.0,2167.0,261.0,620.0,0.04317617866004963,0.10256410256410256,0.1112815237964698
611,0.611,2991.0,2172.0,256.0,626.0,0.042349048800661704,0.10355665839536807,0.11188129169944269
612,0.612,2978.0,2175.0,253.0,639.0,0.04185277088502895,0.10570719602977667,0.11369109781874903
613,0.613,2962.0,2179.0,249.0,655.0,0.04119106699751861,0.10835401157981803,0.11591935052368696
614,0.614,2945.0,2180.0,248.0,672.0,0.041025641025641026,0.11116625310173697,0.118494890397199
615,0.615,2935.0,2186.0,242.0,682.0,0.04003308519437552,0.11282051282051282,0.11971263936303311
616,0.616,2924.0,2190.0,238.0,693.0,0.039371381306865176,0.11464019851116625,0.12121254382567084
617,0.617,2917.0,2194.0,234.0,700.0,0.03870967741935484,0.11579818031430934,0.12209691924866822
618,0.618,2906.0,2201.0,227.0,711.0,0.037551695616211744,0.11761786600496278,0.12346696824338886
619,0.619,2901.0,2204.0,224.0,716.0,0.03705541770057899,0.1184449958643507,0.12410608778891725
620,0.62,2892.0,2211.0,217.0,725.0,0.035897435897435895,0.11993382961124896,0.12519085185919385
621,0.621,2883.0,2214.0,214.0,734.0,0.03540115798180314,0.12142266335814723,0.12647808175110237
622,0.622,2873.0,2218.0,210.0,744.0,0.034739454094292806,0.12307692307692308,0.1278857250237583
623,0.623,2862.0,2222.0,206.0,755.0,0.03407775020678246,0.12489660876757651,0.12946217957688233
624,0.624,2856.0,2225.0,203.0,761.0,0.03358147229114971,0.12588916459884203,0.13029120094862737
625,0.625,2845.0,2229.0,199.0,772.0,0.032919768403639374,0.12770885028949544,0.1318835152474107
626,0.626,2841.0,2232.0,196.0,776.0,0.03242349048800662,0.1283705541770058,0.13240197096394538
627,0.627,2831.0,2233.0,195.0,786.0,0.03225806451612903,0.13002481389578163,0.1339665441629342
628,0.628,2816.0,2236.0,192.0,801.0,0.03176178660049628,0.1325062034739454,0.1362596970755993
629,0.629,2805.0,2237.0,191.0,812.0,0.031596360628618696,0.13432588916459884,0.13799193637612966
630,0.63,2795.0,2240.0,188.0,822.0,0.03110008271298594,0.1359801488833747,0.13949127583866783
631,0.631,2783.0,2244.0,184.0,834.0,0.0304383788254756,0.13796526054590572,0.14128307762440204
632,0.632,2774.0,2247.0,181.0,843.0,0.029942100909842846,0.13945409429280398,0.14263230286972678
633,0.633,2764.0,2250.0,178.0,853.0,0.029445822994210093,0.1411083540115798,0.14414792424334
634,0.634,2755.0,2250.0,178.0,862.0,0.029445822994210093,0.14259718775847807,0.1456056813741586
635,0.635,2745.0,2252.0,176.0,872.0,0.02911497105045492,0.14425144747725394,0.14716032630621534
636,0.636,2741.0,2253.0,175.0,876.0,0.028949545078577336,0.14491315136476426,0.147776512337799
637,0.637,2728.0,2253.0,175.0,889.0,0.028949545078577336,0.14706368899917288,0.14988597260018038
638,0.638,2712.0,2254.0,174.0,905.0,0.028784119106699754,0.14971050454921422,0.15245248664790276
639,0.639,2699.0,2254.0,174.0,918.0,0.028784119106699754,0.15186104218362284,0.15456487843570657
640,0.64,2687.0,2255.0,173.0,930.0,0.028618693134822168,0.15384615384615385,0.15648536241450686
641,0.641,2675.0,2255.0,173.0,942.0,0.028618693134822168,0.15583126550868487,0.15843741006082923
642,0.642,2661.0,2258.0,170.0,956.0,0.028122415219189414,0.15814722911497106,0.16062819277606172
643,0.643,2652.0,2261.0,167.0,965.0,0.027626137303556658,0.15963606286186932,0.16200887638754136
644,0.644,2642.0,2262.0,166.0,975.0,0.027460711331679075,0.16129032258064516,0.16361130408688265
