,GIEDT.ZONE.AHU01.RM11_1.Zone Supply Air Flow,GIEDT.ZONE.AHU01.RM11_2.Zone Supply Air Flow,GIEDT.ZONE.AHU01.RM11_3.Zone Supply Air Flow
2018-01-15 00:00:00,132.0,132.0,0.0
2018-01-15 00:05:00,132.0,132.0,0.0
2018-01-15 00:10:00,132.0,132.0,0.0
2018-01-15 00:15:00,132.0,132.0,0.0
2018-01-15 00:20:00,132.0,132.0,0.0
2018-01-15 00:25:00,132.0,132.0,0.0
2018-01-15 00:30:00,132.0,132.0,0.0
2018-01-15 00:35:00,132.0,132.0,0.0
2018-01-15 00:40:00,132.0,132.0,0.0
2018-01-15 00:45:00,132.0,132.0,0.0
2018-01-15 00:50:00,132.0,132.0,0.0
2018-01-15 00:55:00,132.0,132.0,0.0
2018-01-15 01:00:00,132.0,132.0,0.0
2018-01-15 01:05:00,132.0,132.0,0.0
2018-01-15 01:10:00,132.0,132.0,0.0
2018-01-15 01:15:00,132.0,132.0,0.0
2018-01-15 01:20:00,132.0,132.0,0.0
2018-01-15 01:25:00,132.0,132.0,0.0
2018-01-15 01:30:00,132.0,132.0,0.0
2018-01-15 01:35:00,132.0,132.0,0.0
2018-01-15 01:40:00,132.0,132.0,0.0
2018-01-15 01:45:00,132.0,132.0,0.0
2018-01-15 01:50:00,132.0,132.0,0.0
2018-01-15 01:55:00,132.0,132.0,0.0
2018-01-15 02:00:00,132.0,132.0,0.0
2018-01-15 02:05:00,132.0,132.0,0.0
2018-01-15 02:10:00,132.0,132.0,0.0
2018-01-15 02:15:00,132.0,132.0,0.0
2018-01-15 02:20:00,132.0,132.0,0.0
2018-01-15 02:25:00,132.0,132.0,0.0
2018-01-15 02:30:00,132.0,132.0,0.0
2018-01-15 02:35:00,132.0,132.0,0.0
2018-01-15 02:40:00,132.0,132.0,0.0
2018-01-15 02:45:00,132.0,132.0,0.0
2018-01-15 02:50:00,132.0,132.0,0.0
2018-01-15 02:55:00,132.0,132.0,0.0
2018-01-15 03:00:00,132.0,132.0,0.0
2018-01-15 03:05:00,132.0,132.0,0.0
2018-01-15 03:10:00,132.0,132.0,0.0
2018-01-15 03:15:00,132.0,132.0,0.0
2018-01-15 03:20:00,132.0,132.0,0.0
2018-01-15 03:25:00,132.0,132.0,0.0
2018-01-15 03:30:00,132.0,132.0,0.0
2018-01-15 03:35:00,132.0,132.0,0.0
2018-01-15 03:40:00,132.0,132.0,0.0
2018-01-15 03:45:00,132.0,132.0,0.0
2018-01-15 03:50:00,132.0,132.0,0.0
2018-01-15 03:55:00,132.0,132.0,0.0
2018-01-15 04:00:00,132.0,132.0,0.0
2018-01-15 04:05:00,132.0,132.0,0.0
2018-01-15 04:10:00,132.0,132.0,0.0
2018-01-15 04:15:00,132.0,132.0,0.0
2018-01-15 04:20:00,132.0,132.0,0.0
2018-01-15 04:25:00,132.0,132.0,0.0
2018-01-15 04:30:00,132.0,132.0,0.0
2018-01-15 04:35:00,132.0,132.0,0.0
2018-01-15 04:40:00,132.0,132.0,0.0
2018-01-15 04:45:00,132.0,132.0,0.0
2018-01-15 04:50:00,132.0,132.0,0.0
2018-01-15 04:55:00,132.0,132.0,0.0
2018-01-15 05:00:00,132.0,132.0,0.0
2018-01-15 05:05:00,132.0,132.0,0.0
2018-01-15 05:10:00,132.0,132.0,0.0
2018-01-15 05:15:00,132.0,132.0,0.0
2018-01-15 05:20:00,132.0,132.0,0.0
2018-01-15 05:25:00,132.0,132.0,0.0
2018-01-15 05:30:00,132.0,132.0,0.0
2018-01-15 05:35:00,132.0,132.0,0.0
2018-01-15 05:40:00,132.0,132.0,0.0
2018-01-15 05:45:00,132.0,132.0,0.0
2018-01-15 05:50:00,132.0,132.0,0.0
2018-01-15 05:55:00,132.0,132.0,0.0
2018-01-15 06:00:00,132.0,132.0,0.0
2018-01-15 06:05:00,132.0,132.0,0.0
2018-01-15 06:10:00,132.0,132.0,0.0
2018-01-15 06:15:00,132.0,132.0,0.0
2018-01-15 06:20:00,132.0,132.0,0.0
2018-01-15 06:25:00,132.0,132.0,0.0
2018-01-15 06:30:00,132.0,132.0,0.0
2018-01-15 06:35:00,132.0,132.0,0.0
2018-01-15 06:40:00,,,
2018-01-15 06:45:00,,,
2018-01-15 06:50:00,,,
2018-01-15 06:55:00,,,
2018-01-15 07:00:00,,,
2018-01-15 07:05:00,,,
2018-01-15 07:10:00,,,
2018-01-15 07:15:00,,,
2018-01-15 07:20:00,,,
2018-01-15 07:25:00,,,
2018-01-15 07:30:00,,,
2018-01-15 07:35:00,,,
2018-01-15 07:40:00,,,
2018-01-15 07:45:00,,,
2018-01-15 07:50:00,,,
2018-01-15 07:55:00,,,
2018-01-15 08:00:00,,,
2018-01-15 08:05:00,,,
2018-01-15 08:10:00,,,
2018-01-15 08:15:00,,,
2018-01-15 08:20:00,,,
2018-01-15 08:25:00,,,
2018-01-15 08:30:00,,,
2018-01-15 08:35:00,,,
2018-01-15 08:40:00,,,
2018-01-15 08:45:00,,,
2018-01-15 08:50:00,,,
2018-01-15 08:55:00,,,
2018-01-15 09:00:00,,,
2018-01-15 09:05:00,,,
2018-01-15 09:10:00,,,
2018-01-15 09:15:00,,,
2018-01-15 09:20:00,,,
2018-01-15 09:25:00,,,
2018-01-15 09:30:00,,,
2018-01-15 09:35:00,,,
2018-01-15 09:40:00,,,
2018-01-15 09:45:00,,,
2018-01-15 09:50:00,,,
2018-01-15 09:55:00,,,
2018-01-15 10:00:00,,,
2018-01-15 10:05:00,,,
2018-01-15 10:10:00,,,
2018-01-15 10:15:00,,,
2018-01-15 10:20:00,,,
2018-01-15 10:25:00,,,
2018-01-15 10:30:00,,,
2018-01-15 10:35:00,,,
2018-01-15 10:40:00,,,
2018-01-15 10:45:00,,,
2018-01-15 10:50:00,,,
2018-01-15 10:55:00,,,
2018-01-15 11:00:00,,,
2018-01-15 11:05:00,,,
2018-01-15 11:10:00,,,
2018-01-15 11:15:00,,,
2018-01-15 11:20:00,,,
2018-01-15 11:25:00,,,
2018-01-15 11:30:00,,,
2018-01-15 11:35:00,,,
2018-01-15 11:40:00,,,
2018-01-15 11:45:00,,,
2018-01-15 11:50:00,,,
2018-01-15 11:55:00,,,
2018-01-15 12:00:00,,,
2018-01-15 12:05:00,,,
2018-01-15 12:10:00,,,
2018-01-15 12:15:00,,,
2018-01-15 12:20:00,,,
2018-01-15 12:25:00,,,
2018-01-15 12:30:00,,,
2018-01-15 12:35:00,,,
2018-01-15 12:40:00,,,
2018-01-15 12:45:00,,,
2018-01-15 12:50:00,,,
2018-01-15 12:55:00,,,
2018-01-15 13:00:00,,,
2018-01-15 13:05:00,,,
2018-01-15 13:10:00,,,
2018-01-15 13:15:00,,,
2018-01-15 13:20:00,,,
2018-01-15 13:25:00,,,
2018-01-15 13:30:00,,,
2018-01-15 13:35:00,,,
2018-01-15 13:40:00,,,
2018-01-15 13:45:00,,,
2018-01-15 13:50:00,,,
2018-01-15 13:55:00,,,
2018-01-15 14:00:00,,,
2018-01-15 14:05:00,,,
2018-01-15 14:10:00,,,
2018-01-15 14:15:00,,,
2018-01-15 14:20:00,,,
2018-01-15 14:25:00,,,
2018-01-15 14:30:00,,,
2018-01-15 14:35:00,,,
2018-01-15 14:40:00,,,
2018-01-15 14:45:00,,,
2018-01-15 14:50:00,,,
2018-01-15 14:55:00,,,
2018-01-15 15:00:00,,,
2018-01-15 15:05:00,,,
2018-01-15 15:10:00,,,
2018-01-15 15:15:00,,,
2018-01-15 15:20:00,,,
2018-01-15 15:25:00,,,
2018-01-15 15:30:00,,,
2018-01-15 15:35:00,,,
2018-01-15 15:40:00,,,
2018-01-15 15:45:00,,,
2018-01-15 15:50:00,,,
2018-01-15 15:55:00,,,
2018-01-15 16:00:00,,,
2018-01-15 16:05:00,,,
2018-01-15 16:10:00,,,
2018-01-15 16:15:00,,,
2018-01-15 16:20:00,,,
2018-01-15 16:25:00,,,
2018-01-15 16:30:00,,,
2018-01-15 16:35:00,,,
2018-01-15 16:40:00,,,
2018-01-15 16:45:00,,,
2018-01-15 16:50:00,,,
2018-01-15 16:55:00,,,
2018-01-15 17:00:00,,,
2018-01-15 17:05:00,,,
2018-01-15 17:10:00,,,
2018-01-15 17:15:00,,,
2018-01-15 17:20:00,,,
2018-01-15 17:25:00,,,
2018-01-15 17:30:00,,,
2018-01-15 17:35:00,,,
2018-01-15 17:40:00,,,
2018-01-15 17:45:00,,,
2018-01-15 17:50:00,,,
2018-01-15 17:55:00,,,
2018-01-15 18:00:00,,,
2018-01-15 18:05:00,,,
2018-01-15 18:10:00,,,
2018-01-15 18:15:00,,,
2018-01-15 18:20:00,,,
2018-01-15 18:25:00,,,
2018-01-15 18:30:00,,,
2018-01-15 18:35:00,,,
2018-01-15 18:40:00,,,
2018-01-15 18:45:00,,,
2018-01-15 18:50:00,,,
2018-01-15 18:55:00,,,
2018-01-15 19:00:00,,,
2018-01-15 19:05:00,,,
2018-01-15 19:10:00,,,
2018-01-15 19:15:00,,,
2018-01-15 19:20:00,,,
2018-01-15 19:25:00,,,
2018-01-15 19:30:00,,,
2018-01-15 19:35:00,,,
2018-01-15 19:40:00,,,
2018-01-15 19:45:00,,,
2018-01-15 19:50:00,,,
2018-01-15 19:55:00,,,
2018-01-15 20:00:00,,,
2018-01-15 20:05:00,,,
2018-01-15 20:10:00,,,
2018-01-15 20:15:00,,,
2018-01-15 20:20:00,,,
2018-01-15 20:25:00,,,
2018-01-15 20:30:00,,,
2018-01-15 20:35:00,,,
2018-01-15 20:40:00,,,
2018-01-15 20:45:00,,,
2018-01-15 20:50:00,,,
2018-01-15 20:55:00,,,
2018-01-15 21:00:00,,,
2018-01-15 21:05:00,,,
2018-01-15 21:10:00,,,
2018-01-15 21:15:00,,,
2018-01-15 21:20:00,,,
2018-01-15 21:25:00,,,
2018-01-15 21:30:00,,,
2018-01-15 21:35:00,,,
2018-01-15 21:40:00,,,
2018-01-15 21:45:00,,,
2018-01-15 21:50:00,,,
2018-01-15 21:55:00,,,
2018-01-15 22:00:00,,,
2018-01-15 22:05:00,,,
2018-01-15 22:10:00,,,
2018-01-15 22:15:00,,,
2018-01-15 22:20:00,,,
2018-01-15 22:25:00,,,
2018-01-15 22:30:00,,,
2018-01-15 22:35:00,,,
2018-01-15 22:40:00,,,
2018-01-15 22:45:00,,,
2018-01-15 22:50:00,,,
2018-01-15 22:55:00,,,
2018-01-15 23:00:00,,,
2018-01-15 23:05:00,,,
2018-01-15 23:10:00,,,
2018-01-15 23:15:00,,,
2018-01-15 23:20:00,,,
2018-01-15 23:25:00,,,
2018-01-15 23:30:00,,,
2018-01-15 23:35:00,,,
2018-01-15 23:40:00,,,
2018-01-15 23:45:00,,,
2018-01-15 23:50:00,,,
2018-01-15 23:55:00,,,
2018-01-16 00:00:00,,,
2018-01-16 00:05:00,,,
2018-01-16 00:10:00,,,
2018-01-16 00:15:00,,,
2018-01-16 00:20:00,,,
2018-01-16 00:25:00,,,
2018-01-16 00:30:00,,,
2018-01-16 00:35:00,,,
2018-01-16 00:40:00,,,
2018-01-16 00:45:00,,,
2018-01-16 00:50:00,,,
2018-01-16 00:55:00,,,
2018-01-16 01:00:00,,,
2018-01-16 01:05:00,,,
2018-01-16 01:10:00,,,
2018-01-16 01:15:00,,,
2018-01-16 01:20:00,,,
2018-01-16 01:25:00,,,
2018-01-16 01:30:00,,,
2018-01-16 01:35:00,,,
2018-01-16 01:40:00,,,
2018-01-16 01:45:00,,,
2018-01-16 01:50:00,,,
2018-01-16 01:55:00,,,
2018-01-16 02:00:00,,,
2018-01-16 02:05:00,,,
2018-01-16 02:10:00,,,
2018-01-16 02:15:00,,,
2018-01-16 02:20:00,,,
2018-01-16 02:25:00,,,
2018-01-16 02:30:00,,,
2018-01-16 02:35:00,,,
2018-01-16 02:40:00,,,
2018-01-16 02:45:00,,,
2018-01-16 02:50:00,,,
2018-01-16 02:55:00,,,
2018-01-16 03:00:00,,,
2018-01-16 03:05:00,,,
2018-01-16 03:10:00,,,
2018-01-16 03:15:00,,,
2018-01-16 03:20:00,,,
2018-01-16 03:25:00,,,
2018-01-16 03:30:00,,,
2018-01-16 03:35:00,,,
2018-01-16 03:40:00,,,
2018-01-16 03:45:00,,,
2018-01-16 03:50:00,,,
2018-01-16 03:55:00,,,
2018-01-16 04:00:00,,,
2018-01-16 04:05:00,,,
2018-01-16 04:10:00,,,
2018-01-16 04:15:00,,,
2018-01-16 04:20:00,,,
2018-01-16 04:25:00,,,
2018-01-16 04:30:00,,,
2018-01-16 04:35:00,,,
2018-01-16 04:40:00,,,
2018-01-16 04:45:00,,,
2018-01-16 04:50:00,,,
2018-01-16 04:55:00,,,
2018-01-16 05:00:00,,,
2018-01-16 05:05:00,,,
2018-01-16 05:10:00,,,
2018-01-16 05:15:00,,,
2018-01-16 05:20:00,,,
2018-01-16 05:25:00,,,
2018-01-16 05:30:00,,,
2018-01-16 05:35:00,,,
2018-01-16 05:40:00,,,
2018-01-16 05:45:00,,,
2018-01-16 05:50:00,,,
2018-01-16 05:55:00,,,
2018-01-16 06:00:00,,,
2018-01-16 06:05:00,,,
2018-01-16 06:10:00,,,
2018-01-16 06:15:00,,,
2018-01-16 06:20:00,,,
2018-01-16 06:25:00,,,
2018-01-16 06:30:00,,,
2018-01-16 06:35:00,,,
2018-01-16 06:40:00,812.0,1074.0,1398.0
2018-01-16 06:45:00,816.0,1078.0,1396.0
2018-01-16 06:50:00,814.0,1076.0,1396.0
2018-01-16 06:55:00,812.0,1072.0,1404.0
2018-01-16 07:00:00,410.0,1074.0,1406.0
2018-01-16 07:05:00,408.0,1088.0,1402.0
2018-01-16 07:10:00,810.0,1086.0,1402.0
2018-01-16 07:15:00,808.0,1080.0,1398.0
2018-01-16 07:20:00,806.0,1080.0,1396.0
2018-01-16 07:25:00,808.0,1066.0,1392.0
2018-01-16 07:30:00,798.0,1072.0,1406.0
2018-01-16 07:35:00,792.0,1092.0,1396.0
2018-01-16 07:40:00,794.0,552.0,1400.0
2018-01-16 07:45:00,796.0,108.0,1416.0
2018-01-16 07:50:00,808.0,646.0,1404.0
2018-01-16 07:55:00,800.0,1074.0,1416.0
2018-01-16 08:00:00,802.0,1076.0,1412.0
2018-01-16 08:05:00,814.0,1078.0,1394.0
2018-01-16 08:10:00,814.0,1084.0,1398.0
2018-01-16 08:15:00,816.0,1088.0,1400.0
2018-01-16 08:20:00,814.0,1082.0,1402.0
2018-01-16 08:25:00,824.0,1080.0,1404.0
2018-01-16 08:30:00,836.0,1078.0,1394.0
2018-01-16 08:35:00,822.0,1076.0,1392.0
2018-01-16 08:40:00,814.0,1078.0,1396.0
2018-01-16 08:45:00,814.0,1078.0,1392.0
2018-01-16 08:50:00,806.0,1076.0,1394.0
2018-01-16 08:55:00,806.0,1074.0,1394.0
2018-01-16 09:00:00,786.0,1070.0,1358.0
2018-01-16 09:05:00,744.0,1036.0,1302.0
2018-01-16 09:10:00,696.0,984.0,1242.0
2018-01-16 09:15:00,650.0,946.0,1164.0
2018-01-16 09:20:00,606.0,892.0,1066.0
2018-01-16 09:25:00,526.0,812.0,928.0
2018-01-16 09:30:00,430.0,712.0,766.0
2018-01-16 09:35:00,344.0,636.0,610.0
2018-01-16 09:40:00,240.0,610.0,442.0
2018-01-16 09:45:00,180.0,584.0,342.0
2018-01-16 09:50:00,186.0,572.0,334.0
2018-01-16 09:55:00,192.0,628.0,334.0
2018-01-16 10:00:00,196.0,708.0,328.0
2018-01-16 10:05:00,198.0,756.0,328.0
2018-01-16 10:10:00,192.0,818.0,332.0
2018-01-16 10:15:00,188.0,932.0,328.0
2018-01-16 10:20:00,186.0,1036.0,328.0
2018-01-16 10:25:00,194.0,1074.0,332.0
2018-01-16 10:30:00,204.0,1076.0,332.0
2018-01-16 10:35:00,202.0,1078.0,332.0
2018-01-16 10:40:00,200.0,1076.0,334.0
2018-01-16 10:45:00,210.0,1088.0,334.0
2018-01-16 10:50:00,230.0,1074.0,332.0
2018-01-16 10:55:00,238.0,974.0,332.0
2018-01-16 11:00:00,240.0,888.0,332.0
2018-01-16 11:05:00,246.0,868.0,330.0
2018-01-16 11:10:00,246.0,848.0,332.0
2018-01-16 11:15:00,248.0,810.0,336.0
2018-01-16 11:20:00,252.0,770.0,334.0
2018-01-16 11:25:00,254.0,766.0,332.0
2018-01-16 11:30:00,254.0,768.0,332.0
2018-01-16 11:35:00,248.0,774.0,332.0
2018-01-16 11:40:00,244.0,790.0,330.0
2018-01-16 11:45:00,246.0,790.0,326.0
2018-01-16 11:50:00,240.0,828.0,328.0
2018-01-16 11:55:00,236.0,968.0,330.0
2018-01-16 12:00:00,244.0,1068.0,328.0
2018-01-16 12:05:00,232.0,1050.0,330.0
2018-01-16 12:10:00,212.0,1016.0,334.0
2018-01-16 12:15:00,210.0,906.0,332.0
2018-01-16 12:20:00,214.0,782.0,328.0
2018-01-16 12:25:00,214.0,748.0,330.0
2018-01-16 12:30:00,214.0,732.0,328.0
2018-01-16 12:35:00,216.0,728.0,328.0
2018-01-16 12:40:00,214.0,744.0,332.0
2018-01-16 12:45:00,216.0,764.0,334.0
2018-01-16 12:50:00,218.0,776.0,334.0
2018-01-16 12:55:00,212.0,792.0,328.0
2018-01-16 13:00:00,212.0,944.0,336.0
2018-01-16 13:05:00,216.0,994.0,340.0
2018-01-16 13:10:00,208.0,958.0,330.0
2018-01-16 13:15:00,202.0,988.0,330.0
2018-01-16 13:20:00,208.0,988.0,330.0
2018-01-16 13:25:00,206.0,984.0,330.0
2018-01-16 13:30:00,194.0,988.0,332.0
2018-01-16 13:35:00,188.0,1042.0,328.0
2018-01-16 13:40:00,182.0,1062.0,324.0
2018-01-16 13:45:00,172.0,1030.0,322.0
2018-01-16 13:50:00,182.0,990.0,334.0
2018-01-16 13:55:00,196.0,918.0,336.0
2018-01-16 14:00:00,188.0,858.0,332.0
2018-01-16 14:05:00,188.0,834.0,336.0
2018-01-16 14:10:00,194.0,798.0,326.0
2018-01-16 14:15:00,186.0,774.0,334.0
2018-01-16 14:20:00,184.0,768.0,346.0
2018-01-16 14:25:00,198.0,766.0,346.0
2018-01-16 14:30:00,198.0,758.0,338.0
2018-01-16 14:35:00,198.0,786.0,336.0
2018-01-16 14:40:00,196.0,820.0,334.0
2018-01-16 14:45:00,190.0,874.0,324.0
2018-01-16 14:50:00,200.0,982.0,334.0
2018-01-16 14:55:00,194.0,1060.0,334.0
2018-01-16 15:00:00,188.0,1080.0,324.0
2018-01-16 15:05:00,186.0,1074.0,332.0
2018-01-16 15:10:00,188.0,1078.0,334.0
2018-01-16 15:15:00,190.0,1080.0,326.0
2018-01-16 15:20:00,186.0,1076.0,324.0
2018-01-16 15:25:00,194.0,1004.0,334.0
2018-01-16 15:30:00,194.0,908.0,342.0
2018-01-16 15:35:00,200.0,852.0,332.0
2018-01-16 15:40:00,212.0,832.0,324.0
2018-01-16 15:45:00,200.0,832.0,334.0
2018-01-16 15:50:00,194.0,806.0,344.0
2018-01-16 15:55:00,196.0,788.0,334.0
2018-01-16 16:00:00,190.0,802.0,320.0
2018-01-16 16:05:00,186.0,838.0,330.0
2018-01-16 16:10:00,182.0,872.0,340.0
2018-01-16 16:15:00,184.0,906.0,340.0
2018-01-16 16:20:00,386.0,958.0,376.0
2018-01-16 16:25:00,622.0,1018.0,410.0
2018-01-16 16:30:00,602.0,1116.0,392.0
2018-01-16 16:35:00,544.0,1240.0,356.0
2018-01-16 16:40:00,540.0,1296.0,172.0
2018-01-16 16:45:00,536.0,1294.0,170.0
2018-01-16 16:50:00,538.0,1252.0,336.0
2018-01-16 16:55:00,520.0,1218.0,336.0
2018-01-16 17:00:00,506.0,1218.0,336.0
2018-01-16 17:05:00,508.0,1236.0,336.0
2018-01-16 17:10:00,520.0,1218.0,334.0
2018-01-16 17:15:00,536.0,1142.0,332.0
2018-01-16 17:20:00,534.0,1086.0,332.0
2018-01-16 17:25:00,532.0,1036.0,324.0
2018-01-16 17:30:00,526.0,1000.0,326.0
2018-01-16 17:35:00,518.0,978.0,334.0
2018-01-16 17:40:00,516.0,980.0,324.0
2018-01-16 17:45:00,520.0,984.0,324.0
2018-01-16 17:50:00,524.0,982.0,332.0
2018-01-16 17:55:00,522.0,1018.0,332.0
2018-01-16 18:00:00,518.0,1090.0,332.0
2018-01-16 18:05:00,512.0,1218.0,332.0
2018-01-16 18:10:00,510.0,1308.0,332.0
2018-01-16 18:15:00,522.0,1324.0,332.0
2018-01-16 18:20:00,522.0,1304.0,332.0
2018-01-16 18:25:00,512.0,1268.0,334.0
2018-01-16 18:30:00,524.0,1180.0,334.0
2018-01-16 18:35:00,522.0,1050.0,330.0
2018-01-16 18:40:00,512.0,922.0,328.0
2018-01-16 18:45:00,516.0,814.0,332.0
2018-01-16 18:50:00,516.0,742.0,334.0
2018-01-16 18:55:00,532.0,668.0,332.0
2018-01-16 19:00:00,274.0,668.0,334.0
2018-01-16 19:05:00,260.0,700.0,334.0
2018-01-16 19:10:00,518.0,660.0,332.0
2018-01-16 19:15:00,516.0,640.0,332.0
2018-01-16 19:20:00,516.0,602.0,334.0
2018-01-16 19:25:00,524.0,560.0,332.0
2018-01-16 19:30:00,526.0,548.0,334.0
2018-01-16 19:35:00,524.0,536.0,330.0
2018-01-16 19:40:00,522.0,274.0,330.0
2018-01-16 19:45:00,524.0,278.0,336.0
2018-01-16 19:50:00,530.0,536.0,328.0
2018-01-16 19:55:00,528.0,484.0,334.0
2018-01-16 20:00:00,536.0,448.0,338.0
2018-01-16 20:05:00,524.0,444.0,332.0
2018-01-16 20:10:00,508.0,440.0,332.0
2018-01-16 20:15:00,506.0,442.0,334.0
2018-01-16 20:20:00,504.0,446.0,332.0
2018-01-16 20:25:00,520.0,442.0,330.0
2018-01-16 20:30:00,518.0,442.0,334.0
2018-01-16 20:35:00,524.0,446.0,334.0
2018-01-16 20:40:00,526.0,448.0,332.0
2018-01-16 20:45:00,526.0,446.0,330.0
2018-01-16 20:50:00,522.0,446.0,330.0
2018-01-16 20:55:00,512.0,448.0,332.0
2018-01-16 21:00:00,534.0,450.0,334.0
2018-01-16 21:05:00,522.0,452.0,334.0
2018-01-16 21:10:00,520.0,448.0,332.0
2018-01-16 21:15:00,536.0,446.0,332.0
2018-01-16 21:20:00,532.0,436.0,332.0
2018-01-16 21:25:00,526.0,436.0,332.0
2018-01-16 21:30:00,510.0,446.0,332.0
2018-01-16 21:35:00,516.0,446.0,332.0
2018-01-16 21:40:00,530.0,444.0,330.0
2018-01-16 21:45:00,528.0,440.0,328.0
2018-01-16 21:50:00,526.0,444.0,330.0
2018-01-16 21:55:00,528.0,446.0,330.0
2018-01-16 22:00:00,534.0,448.0,332.0
2018-01-16 22:05:00,532.0,450.0,332.0
2018-01-16 22:10:00,514.0,436.0,330.0
2018-01-16 22:15:00,498.0,438.0,334.0
2018-01-16 22:20:00,516.0,450.0,332.0
2018-01-16 22:25:00,532.0,452.0,330.0
2018-01-16 22:30:00,358.0,452.0,334.0
2018-01-16 22:35:00,192.0,448.0,334.0
2018-01-16 22:40:00,198.0,448.0,334.0
2018-01-16 22:45:00,194.0,452.0,332.0
2018-01-16 22:50:00,194.0,452.0,330.0
2018-01-16 22:55:00,194.0,450.0,332.0
2018-01-16 23:00:00,192.0,452.0,332.0
2018-01-16 23:05:00,196.0,448.0,334.0
2018-01-16 23:10:00,192.0,448.0,334.0
2018-01-16 23:15:00,198.0,442.0,334.0
2018-01-16 23:20:00,198.0,440.0,334.0
2018-01-16 23:25:00,188.0,448.0,334.0
2018-01-16 23:30:00,156.8405858361142,387.00710418984056,280.31083426028925
2018-01-16 23:35:00,94.10456062291435,264.2046718576196,168.1868743047831
2018-01-16 23:40:00,31.36818687430478,141.4015572858732,56.06229143492769
2018-01-16 23:45:00,6.666666666666666,85.33333333333334,0.0
2018-01-16 23:50:00,20.0,96.0,0.0
2018-01-16 23:55:00,33.33333333333333,106.66666666666666,0.0
2018-01-17 00:00:00,40.0,112.0,0.0
2018-01-17 00:05:00,40.0,112.0,0.0
2018-01-17 00:10:00,40.0,112.0,0.0
2018-01-17 00:15:00,40.0,112.0,0.0
2018-01-17 00:20:00,40.0,112.0,0.0
2018-01-17 00:25:00,40.0,112.0,0.0
2018-01-17 00:30:00,40.0,112.0,0.0
2018-01-17 00:35:00,40.0,112.0,0.0
2018-01-17 00:40:00,40.0,112.0,0.0
2018-01-17 00:45:00,40.0,112.0,0.0
2018-01-17 00:50:00,40.0,112.0,0.0
2018-01-17 00:55:00,40.0,112.0,0.0
2018-01-17 01:00:00,40.0,112.0,0.0
2018-01-17 01:05:00,40.0,112.0,0.0
2018-01-17 01:10:00,40.0,112.0,0.0
2018-01-17 01:15:00,40.0,112.0,0.0
2018-01-17 01:20:00,40.0,112.0,0.0
2018-01-17 01:25:00,40.0,112.0,0.0
2018-01-17 01:30:00,40.0,112.0,0.0
2018-01-17 01:35:00,40.0,112.0,0.0
2018-01-17 01:40:00,40.0,112.0,0.0
2018-01-17 01:45:00,40.0,112.0,0.0
2018-01-17 01:50:00,40.0,112.0,0.0
2018-01-17 01:55:00,40.0,112.0,0.0
2018-01-17 02:00:00,40.0,112.0,0.0
2018-01-17 02:05:00,40.0,112.0,0.0
2018-01-17 02:10:00,40.0,112.0,0.0
2018-01-17 02:15:00,40.0,112.0,0.0
2018-01-17 02:20:00,40.0,112.0,0.0
2018-01-17 02:25:00,40.0,112.0,0.0
2018-01-17 02:30:00,40.0,112.0,0.0
2018-01-17 02:35:00,40.0,112.0,0.0
2018-01-17 02:40:00,40.0,112.0,0.0
2018-01-17 02:45:00,40.0,112.0,0.0
2018-01-17 02:50:00,40.0,112.0,0.0
2018-01-17 02:55:00,40.0,112.0,0.0
2018-01-17 03:00:00,40.0,112.0,0.0
2018-01-17 03:05:00,40.0,112.0,0.0
2018-01-17 03:10:00,40.0,112.0,0.0
2018-01-17 03:15:00,40.0,112.0,0.0
2018-01-17 03:20:00,40.0,112.0,0.0
2018-01-17 03:25:00,40.0,112.0,0.0
2018-01-17 03:30:00,40.0,112.0,0.0
2018-01-17 03:35:00,40.0,112.0,0.0
2018-01-17 03:40:00,40.0,112.0,0.0
2018-01-17 03:45:00,40.0,112.0,0.0
2018-01-17 03:50:00,40.0,112.0,0.0
2018-01-17 03:55:00,40.0,112.0,0.0
2018-01-17 04:00:00,40.0,112.0,0.0
2018-01-17 04:05:00,40.0,112.0,0.0
2018-01-17 04:10:00,40.0,112.0,0.0
2018-01-17 04:15:00,40.0,112.0,0.0
2018-01-17 04:20:00,40.0,112.0,0.0
2018-01-17 04:25:00,40.0,112.0,0.0
2018-01-17 04:30:00,40.0,112.0,0.0
2018-01-17 04:35:00,40.0,112.0,0.0
2018-01-17 04:40:00,40.0,112.0,0.0
2018-01-17 04:45:00,40.0,112.0,0.0
2018-01-17 04:50:00,40.0,112.0,0.0
2018-01-17 04:55:00,40.0,112.0,0.0
2018-01-17 05:00:00,40.0,112.0,0.0
2018-01-17 05:05:00,40.0,112.0,0.0
2018-01-17 05:10:00,40.0,112.0,0.0
2018-01-17 05:15:00,40.0,112.0,0.0
2018-01-17 05:20:00,40.0,112.0,0.0
2018-01-17 05:25:00,40.0,112.0,0.0
2018-01-17 05:30:00,40.0,112.0,0.0
2018-01-17 05:35:00,40.0,112.0,0.0
2018-01-17 05:40:00,40.0,112.0,0.0
2018-01-17 05:45:00,40.0,112.0,0.0
2018-01-17 05:50:00,40.0,112.0,0.0
2018-01-17 05:55:00,40.0,112.0,0.0
2018-01-17 06:00:00,40.0,112.0,0.0
2018-01-17 06:05:00,40.0,112.0,0.0
2018-01-17 06:10:00,40.0,112.0,0.0
2018-01-17 06:15:00,40.0,112.0,0.0
2018-01-17 06:20:00,40.0,112.0,0.0
