fused-proba-dt,fused-proba-SDWA,truth-val,elec-val,elec-proba,wifi-val,wifi-proba,co2-val,co2-proba
2019-07-16 00:00:00,0.905711774493823,1,4816.5,0.9998979609324475,2,0.9853457975856327,118,0.7331041642393541
2019-07-16 00:05:00,0.9009583809259919,1,4672.4,0.9999088496101138,2,0.9853457975856327,120,0.7190616973984391
2019-07-16 00:10:00,0.9103148049377437,1,4837.8,0.9998962446506497,2,0.9853457975856327,116,0.7466919927910118
2019-07-16 00:15:00,0.9080349578024992,1,4758.2,0.9999025147518238,2,0.9853457975856327,117,0.7399556340079929
2019-07-16 00:20:00,0.9147621044803746,1,4801.3,0.9998991683125483,2,0.9853457975856327,114,0.7598146980701747
2019-07-16 00:25:00,0.919033133088534,1,5203.6,0.9998618296147623,2,0.9853457975856327,112,0.772464736846182
2019-07-16 00:30:00,0.9231585781706715,1,5175.3,0.9998648579149384,2,0.9853457975856327,110,0.7846373681127452
2019-07-16 00:35:00,0.9327731987177292,1,4782.1,0.999900673027132,2,0.9853457975856327,105,0.8129724891266823
2019-07-16 00:40:00,0.9327566574521593,1,5226.1,0.9998593736131663,2,0.9853457975856327,105,0.8129724891266823
2019-07-16 00:45:00,0.9345598944682859,1,5123.4,0.9998702401827841,2,0.9853457975856327,104,0.8182818799513424
2019-07-16 00:50:00,0.9397133275774968,1,5227.6,0.9998592083362474,2,0.9853457975856327,101,0.8335052288605123
2019-07-16 00:55:00,0.9413549547144694,1,5205.6,0.9998616130512973,2,0.9853457975856327,100,0.8383476327297908
2019-07-16 01:00:00,0.9413504728234204,1,5304.9,0.9998504228873404,2,0.9853457975856327,100,0.8383476327297908
2019-07-16 01:05:00,0.947505135411058,1,5746.0,0.9997887145834314,2,0.9853457975856327,96,0.8565860070205131
2019-07-16 01:10:00,0.9504019553892916,1,5164.4,0.9998660065093187,2,0.9853457975856327,94,0.865044573762689
2019-07-16 01:15:00,0.9557074506281156,1,5130.2,0.9998695473800522,2,0.9853457975856327,90,0.8806995056869518
2019-07-16 01:20:00,0.9557198297646492,1,4784.9,0.999900454996043,2,0.9853457975856327,90,0.8806995056869518
2019-07-16 01:25:00,0.9593409543586144,1,4792.3,0.9998998764646257,2,0.9853457975856327,87,0.8913879036808412
2019-07-16 01:30:00,0.9626723864007706,1,4850.4,0.9998952158285853,2,0.9853457975856327,84,0.901226102508844
2019-07-16 01:35:00,0.9647375498137266,1,4998.2,0.9998823583089649,2,0.9853457975856327,82,0.9073366115714971
2019-07-16 01:40:00,0.9637111557877844,1,5151.6,0.999867342862346,2,0.9853457975856327,83,0.9043249698153255
2019-07-16 01:45:00,0.96370937927771,1,5193.6,0.9998629073598346,2,0.9853457975856327,83,0.9043249698153255
2019-07-16 01:50:00,0.9694248692626528,1,4793.1,0.9998998137196626,2,0.9853457975856327,77,0.9211505548200919
2019-07-16 01:55:00,0.9694272853309477,1,4713.8,0.9999058460395149,2,0.9853457975856327,77,0.9211505548200919
2019-07-16 02:00:00,0.9711157320891659,1,4661.2,0.999909645575415,2,0.9853457975856327,75,0.9261294974838149
2019-07-16 02:05:00,0.9734623434352928,1,4680.2,0.9999082911390935,2,0.9853457975856327,72,0.9330570992194376
2019-07-16 02:10:00,0.9734561122438248,1,4880.3,0.9998927334083475,2,0.9853457975856327,72,0.9330570992194376
2019-07-16 02:15:00,0.974911929061348,1,4678.0,0.9999084490020702,2,0.9853457975856327,70,0.9373353505103152
2019-07-16 02:20:00,0.9762614066065531,1,5071.4,0.9998754178753493,2,0.9853457975856327,68,0.9413573675598211
2019-07-16 02:25:00,0.9748960403965549,1,5137.7,0.9998687789694551,2,0.9853457975856327,70,0.9373353505103152
2019-07-16 02:30:00,0.9781612599084346,1,4822.8,0.9998974562775393,2,0.9853457975856327,65,0.9469387138263415
2019-07-16 02:35:00,0.9787553478955432,1,4746.0,0.9999034416751579,2,0.9853457975856327,64,0.9486850832203496
2019-07-16 02:40:00,0.9775505262550819,1,4825.0,0.9998972794615639,2,0.9853457975856327,66,0.9451363483960895
2019-07-16 02:45:00,0.9793242862282527,1,4880.6,0.9998927082054591,2,0.9853457975856327,63,0.9503769875720629
2019-07-16 02:50:00,0.9804214438543554,1,4755.3,0.9999027358889798,2,0.9853457975856327,61,0.9536033836047894
2019-07-16 02:55:00,0.9814220888202895,1,5381.7,0.9998411515160552,2,0.9853457975856327,59,0.9566295784062749
2019-07-16 03:00:00,0.9841144331743068,1,5632.1,0.9998067423973345,2,0.9853457975856327,53,0.9646166827776421
2019-07-16 03:05:00,0.9837241888630505,1,5138.0,0.9998687481390756,2,0.9853457975856327,54,0.9633915814701587
2019-07-16 03:10:00,0.9841369713784333,1,5192.6,0.99986301467096,2,0.9853457975856327,53,0.9646166827776421
2019-07-16 03:15:00,0.9853038660786728,1,5182.0,0.9998641470182279,2,0.9853457975856327,50,0.9680594225750512
2019-07-16 03:20:00,0.9849268834354764,1,5203.1,0.9998618837026615,2,0.9853457975856327,51,0.9669494375017705
2019-07-16 03:25:00,0.9856722956787628,1,5069.7,0.9998755836131982,2,0.9853457975856327,49,0.9691333193917254
2019-07-16 03:30:00,0.9866948615641894,1,5051.1,0.9998773826417929,2,0.9853457975856327,46,0.9721492859872972
2019-07-16 03:35:00,0.9863691951125494,1,4951.4,0.999886591650337,2,0.9853457975856327,47,0.971177198346674
2019-07-16 03:40:00,0.9866836021203031,1,5314.7,0.9998492706190385,2,0.9853457975856327,46,0.9721492859872972
2019-07-16 03:45:00,0.9863718363051579,1,4874.9,0.9998931860494438,2,0.9853457975856327,47,0.971177198346674
2019-07-16 03:50:00,0.9873273388017423,1,4889.6,0.999891949359316,2,0.9853457975856327,44,0.9739988166231377
2019-07-16 03:55:00,0.9863773355937621,1,4699.2,0.9999069164013096,2,0.9853457975856327,47,0.971177198346674
2019-07-16 04:00:00,0.9887235066025095,1,4839.6,0.9998960982967879,2,0.9853457975856327,39,0.9781146877417594
2019-07-16 04:05:00,0.9892199359247932,1,4802.6,0.9998990656108059,2,0.9853457975856327,37,0.979576386309496
2019-07-16 04:10:00,0.9892203798442825,1,4788.5,0.9999001739670362,2,0.9853457975856327,37,0.979576386309496
2019-07-16 04:15:00,0.9903147241805413,1,4975.3,0.9998844491357232,2,0.9853457975856327,32,0.9828249218326014
2019-07-16 04:20:00,0.9906898307528788,1,5339.9,0.9998462667255757,2,0.9853457975856327,30,0.9839771819129962
2019-07-16 04:25:00,0.9910749265518983,1,4823.2,0.9998974241518314,2,0.9853457975856327,28,0.9850533135633616
2019-07-16 04:30:00,0.9901152215979027,1,4800.7,0.9998992156781041,2,0.9853457975856327,33,0.982218635884727
2019-07-16 04:35:00,0.9920292491499026,1,4846.9,0.9998955026314008,2,0.9853457975856327,22,0.9878722589408644
2019-07-16 04:40:00,0.9917209627802618,1,5157.8,0.9998666972387387,2,0.9853457975856327,24,0.9869964065075877
2019-07-16 04:45:00,0.9923075020593384,1,4807.8,0.999898653756812,2,0.9853457975856327,20,0.9886897946542202
2019-07-16 04:50:00,0.9920315374788932,1,4775.1,0.999901216018074,2,0.9853457975856327,22,0.9878722589408644
2019-07-16 04:55:00,0.9925649510124216,1,4841.0,0.999895984323311,2,0.9853457975856327,18,0.9894528083649274
2019-07-16 05:00:00,0.9925500844191073,1,5230.7,0.9998588661482257,2,0.9853457975856327,18,0.9894528083649274
2019-07-16 05:05:00,0.9927858636806292,1,5348.7,0.9998452037068732,2,0.9853457975856327,16,0.9901648593845801
2019-07-16 05:10:00,0.9931380402597146,1,4844.6,0.9998956906743072,2,0.9853457975856327,13,0.9911446228480678
2019-07-16 05:15:00,0.992904103298548,1,5269.4,0.9998545236738449,2,0.9853457975856327,15,0.9905028250321993
